Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software engineering agents by asking them to produce patches for real GitHub issues, with success determined by running the project’s test suite in a standardized environment. The “Verified” subset uses tasks validated by humans as solvable and aims to reduce noisy or ambiguous cases, emphasizing reliable end-to-end bug fixing and feature implementation.","Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition, Decision-making (minor), Language Comprehension (minor), Language Production (minor)"
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a more difficult software engineering benchmark designed to be more contamination-resistant and industrially relevant, including a larger set of tasks and broader language/ecosystem coverage than SWE-bench Verified. It tests an agent’s ability to understand a codebase, implement correct changes, and pass automated tests under realistic constraints.","Planning, Logical Reasoning, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition, Decision-making (minor), Language Comprehension (minor), Language Production (minor)"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates deep-research and browsing agents on questions that require locating, synthesizing, and verifying information from a controlled web-like document collection (or a browsing setup, depending on the variant). It emphasizes multi-step information seeking, source triangulation, and maintaining a coherent research thread across many retrieval and reasoning steps.","Planning, Attention, Episodic Memory, Working Memory, Semantic Understanding & Context Recognition, Logical Reasoning, Decision-making (minor), Language Production (minor)"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench measures an agent’s ability to handle multi-turn customer-support tasks by interacting with simulated users and tool/API surfaces while adhering to domain policies (e.g., retail, airline, telecom). It probes whether the agent can coordinate dialogue, tool calls, and policy constraints over extended interactions to reach correct, compliant resolutions.","Social Reasoning & Theory of Mind, Planning, Decision-making, Inhibitory Control, Language Comprehension, Language Production, Working Memory (minor), Reward Mechanisms (minor)"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI evaluates fluid reasoning via small grid-based puzzles where the model must infer latent transformation rules from a few input-output examples and apply them to a new input. It is designed to reduce reliance on memorized knowledge and instead emphasize generalization, abstraction, and compositional rule induction.","Logical Reasoning, Cognitive Flexibility, Spatial Representation & Mapping, Working Memory, Visual Perception (minor), Scene Understanding & Visual Reasoning (minor)"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas benchmarks real-world tool use through the Model Context Protocol (MCP), where models must discover appropriate tools, call them with correct arguments, handle tool errors, and synthesize outputs into final answers. Tasks typically require multi-step workflows across heterogeneous services, making robustness and tool-chaining central.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition, Language Production (minor)"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a multimodal benchmark intended to stress-test frontier knowledge and reasoning across a wide range of difficult, expert-level questions. It emphasizes careful interpretation of problem statements, cross-domain reasoning, and (in tool-enabled settings) reliable use of external resources like search or code execution.","Semantic Understanding & Context Recognition, Logical Reasoning, Language Comprehension, Working Memory, Scene Understanding & Visual Reasoning (minor), Visual Perception (minor)"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 consists of competition-style mathematics problems that require multi-step derivations and precise final numeric answers. The benchmark stresses symbolic manipulation, algebraic/number-theoretic reasoning, and the ability to sustain long solution chains without errors.","Logical Reasoning, Working Memory, Planning, Adaptive Error Correction (minor), Cognitive Flexibility (minor)"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of graduate-level, “Google-proof” multiple-choice science questions where non-experts typically fail and domain experts succeed. It emphasizes deep scientific reasoning and disambiguation rather than shallow recall, with careful question construction to reduce easy lookup shortcuts.","Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Decision-making, Language Comprehension (minor)"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends broad subject testing into many languages, measuring whether models retain knowledge and reasoning ability under multilingual prompts. It probes robustness to linguistic variation and whether semantic understanding and task competence transfer across languages and scripts.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor), Language Production (minor)"
