Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates a model’s ability to solve real software engineering issues in real GitHub repositories by producing a code patch that makes the project’s tests pass. The “Verified” subset consists of tasks that have been validated (e.g., by human review) as solvable with the provided context and test harness, aiming to reduce ambiguous or underspecified issues.","L1: 
L2: Planning, Logical Reasoning, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition, Decision-making (minor)
L3: ",L2
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a harder, larger software engineering benchmark designed to better reflect professional-grade tasks and to be more resistant to shortcuts and contamination. It emphasizes end-to-end debugging and implementation in realistic repos (often spanning multiple files and non-trivial dependency interactions), stressing robustness under more demanding scenarios than SWE-bench Verified.","L1: 
L2: Planning, Logical Reasoning, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition
L3: Cognitive Flexibility",L3
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates deep-research style agent behavior: the model must search/browse to find information, reconcile evidence across sources, and produce a grounded final answer. The benchmark stresses multi-step information foraging, source selection, and maintaining coherence over longer investigative chains rather than single-shot recall.","L1: Language Comprehension
L2: Planning, Attention, Episodic Memory, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench measures how well an agent can complete multi-turn, tool-mediated customer-support tasks in simulated domains (e.g., retail, airline, telecom) while following domain policies. It probes whether the agent can interpret user intent, choose correct API actions, maintain state across turns, and adhere to constraints even when tempted by convenient loopholes.","L1: Language Comprehension
L2: Decision-making, Planning, Working Memory
L3: Social Reasoning & Theory of Mind, Inhibitory Control, Empathy (minor)",L3
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI (Abstraction and Reasoning Corpus) tests few-shot fluid reasoning by asking models to infer hidden transformation rules from a small number of input–output grid examples and apply them to new inputs. It is intentionally designed to favor generalizable pattern induction and compositional reasoning over memorized knowledge.,"L1: Visual Perception (minor)
L2: Logical Reasoning, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning, Working Memory
L3: Cognitive Flexibility",L3
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use through the Model Context Protocol (MCP), where models must discover relevant tools, call them correctly, handle errors, and synthesize results across multi-step workflows. It targets agent reliability in production-like tool ecosystems rather than isolated function-calling toy tasks.","L1: Language Comprehension
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a broad, frontier-level benchmark intended to stress advanced reasoning and expert knowledge across many domains, including multimodal questions. It emphasizes solving novel, difficult problems (often requiring multi-step reasoning) rather than short factual retrieval.","L1: Language Comprehension
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Planning (minor), Multisensory Integration, Scene Understanding & Visual Reasoning
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 is a competition-math benchmark based on the American Invitational Mathematics Examination, where problems require nontrivial algebraic, combinatorial, geometric, and number-theoretic reasoning. It is typically evaluated in a no-tools setting to measure internal symbolic reasoning rather than external computation.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: Cognitive Flexibility (minor)",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-difficulty, “Google-proof” multiple-choice science benchmark focused on graduate-level questions in physics, chemistry, and biology. The Diamond subset is curated for quality and difficulty, aiming to measure genuine scientific reasoning and deep conceptual understanding under strong distractors.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU to multiple languages, testing broad academic knowledge and reasoning across many subjects in non-English settings. It probes whether models can transfer conceptual competence across languages rather than relying on English-only pattern familiarity.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
