Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software engineering agents on real GitHub issues by requiring them to generate a patch that makes the repository’s tests pass, with tasks filtered/validated to be solvable and reliably graded. It emphasizes end-to-end debugging and code modification under realistic project constraints rather than isolated coding puzzles.","Language Comprehension, Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making (minor)"
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a more difficult, more contamination-resistant successor-style benchmark that expands beyond Python and increases task diversity and realism for professional software engineering. Models must diagnose issues, navigate larger codebases, and produce correct multi-file fixes that satisfy automated evaluation criteria.","Language Comprehension, Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Cognitive Flexibility (minor)"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates “deep research” behavior where a model must use browsing/search to answer hard questions that require finding and synthesizing information rather than recalling it. It stresses query formulation, evidence selection, and coherent final reporting under tool and time constraints.","Planning, Decision-making, Attention, Semantic Understanding & Context Recognition, Working Memory, Language Production (minor)"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive agent behavior in simulated customer-support domains (e.g., retail/airline/telecom) where the agent must use tools/APIs while following explicit policies. Success requires managing multi-turn dialogue, executing correct tool actions, and maintaining consistent policy compliance across a conversation.","Social Reasoning & Theory of Mind, Language Comprehension, Planning, Decision-making, Inhibitory Control, Empathy (minor)"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI tests few-shot abstract reasoning on novel grid transformation puzzles where models infer hidden rules from a small number of examples and apply them to new inputs. It is designed to reduce reliance on memorization and to emphasize flexible induction and compositional generalization.,"Logical Reasoning, Cognitive Flexibility, Working Memory, Spatial Representation & Mapping, Attention (minor)"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool-use via Model Context Protocol servers, requiring models to discover, call, and chain tools correctly across multi-step workflows. It emphasizes reliable API interaction (arguments, schemas, error handling) and synthesis of tool outputs into correct final answers.","Planning, Decision-making, Working Memory, Adaptive Error Correction, Language Comprehension (minor)"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a high-difficulty, broad-coverage benchmark intended to probe frontier knowledge and reasoning across many domains, often with multimodal elements. Questions are designed to be challenging for models without robust reasoning, tool use, and careful synthesis.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor), Multisensory Integration (minor), Scene Understanding & Visual Reasoning (minor)"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,AIME 2025 consists of competition mathematics problems that require multi-step symbolic reasoning and precise final numeric answers. It is commonly used to measure mathematical problem-solving reliability under strict correctness criteria.,"Logical Reasoning, Working Memory, Planning (minor), Adaptive Error Correction (minor)"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a carefully curated subset of graduate-level, Google-resistant multiple-choice science questions with high-quality filtering to ensure difficulty and discriminative power. It evaluates deep scientific reasoning and domain knowledge rather than surface pattern matching.","Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor), Language Comprehension (minor)"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU-style academic testing to many non-English languages, measuring multilingual knowledge and reasoning across a broad set of subjects. It focuses on whether models preserve competence when comprehension and context must be maintained across languages.","Language Comprehension, Semantic Understanding & Context Recognition, Language Production (minor), Logical Reasoning (minor)"
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a professionalized variant of multimodal understanding benchmarks where models answer questions that require interpreting images (charts, diagrams, documents) in combination with text. It emphasizes expert-level visual reasoning and cross-modal grounding under more demanding settings than earlier MMMU versions.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Language Comprehension (minor), Attention (minor)"
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates understanding of high-resolution UI screenshots (and related interface-grounding tasks), often requiring identification of elements, spatial relationships, and correct interpretation of on-screen state. It targets reliable visual grounding in real software interfaces rather than generic image captioning.","Visual Perception, Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Spatial Representation & Mapping (minor), Language Production (minor)"
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning tests reasoning over scientific figures from papers, requiring models to extract information from charts/plots and answer questions that depend on correct interpretation of visual evidence. It stresses faithful visual-to-text grounding and multi-step inference from figure content.","Visual Perception, Scene Understanding & Visual Reasoning, Logical Reasoning, Semantic Understanding & Context Recognition (minor), Working Memory (minor)"
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to video, requiring models to integrate information across frames and time to answer questions about events and context. It probes temporal understanding (what changed, when) alongside standard visual reasoning.","Visual Perception, Cognitive Timing & Predictive Modeling, Working Memory, Scene Understanding & Visual Reasoning, Multisensory Integration (minor)"
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,MRCR v2 (8-needle) evaluates long-context multi-round coreference resolution by embedding multiple similar “needle” interactions into long “haystacks” and asking the model to retrieve the correct referenced response. It primarily measures robust retrieval under interference and distractor-heavy contexts as input length grows.,"Working Memory, Attention, Episodic Memory, Inhibitory Control (minor)"
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval measures performance on well-specified, economically relevant knowledge-work tasks across many occupations, judged by expert human evaluators via comparisons to professional outputs. Tasks often require producing real artifacts (e.g., spreadsheets, plans, writeups) with correct structure, constraints, and justification.","Planning, Decision-making, Language Production, Semantic Understanding & Context Recognition, Self-reflection (minor), Social Reasoning & Theory of Mind (minor)"
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates advanced software engineering performance on more realistic, end-to-end development and maintenance scenarios, emphasizing robustness beyond short, single-issue patches. It aims to capture agentic coding competence under broader project constraints and more complex task distributions.","Planning, Adaptive Error Correction, Logical Reasoning, Working Memory, Decision-making (minor)"
