Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic coding and sysadmin-style problem solving in a real command-line environment, where the model must execute shell commands, inspect files, and iteratively fix issues. Success depends on choosing correct tool actions under constraints (timeouts, limited resources) and recovering from mistakes across multi-step tasks.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction, Attention (minor)
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures deep-research question answering that requires searching and synthesizing information from many documents rather than relying on parametric memory alone. Agents must decide what to search, evaluate evidence quality, and integrate scattered facts into a single justified answer.","L1: 
L2: Planning, Attention, Working Memory, Semantic Understanding & Context Recognition, Decision-making
L3: Self-reflection (minor)",L2
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld tests multimodal computer-use agents on real desktop tasks (e.g., navigating apps, settings, files, and web UIs) using screenshots and interactive actions. It stresses end-to-end execution: perceiving interface state, choosing UI actions, and maintaining progress over long task horizons.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Sensorimotor Coordination, Planning, Working Memory, Attention (minor)
L3: ",L2
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI evaluates fluid reasoning by asking models to infer hidden rules from a few input–output grid examples and apply them to new grids. The tasks are intentionally novel and compositional, rewarding abstraction, hypothesis testing, and robust generalization rather than memorization.","L1: 
L2: Logical Reasoning, Spatial Representation & Mapping, Working Memory, Attention (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence by simulating a year-long vending-machine business that requires inventory management, supplier negotiation, pricing, and adaptation to market dynamics. The agent must maintain strategy across many sequential decisions and balance short-term cashflow with long-term profit.","L1: 
L2: Planning, Decision-making, Reward Mechanisms, Working Memory
L3: Cognitive Timing & Predictive Modeling, Social Reasoning & Theory of Mind (minor)",L3
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent competence on tasks involving vulnerability identification and, in some settings, vulnerability discovery in real open-source codebases. It emphasizes actionable reasoning from high-level vulnerability descriptions to concrete code locations, exploit conditions, and patches or reports.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Adaptive Error Correction, Attention (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench tests a model’s ability to read, manipulate, and reason over complex spreadsheets, often requiring formula edits, data transformations, and verification of outputs. It captures realistic office analytics work where correctness depends on precise multi-step operations and structured data reasoning.","L1: 
L2: Working Memory, Planning, Logical Reasoning, Attention, Semantic Understanding & Context Recognition (minor), Adaptive Error Correction (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a frontier, multi-domain benchmark designed to probe advanced academic reasoning and multimodal understanding across hard questions. Many items require combining domain knowledge with multi-step inference, and tool-enabled settings further stress end-to-end problem solving.","L1: Language Comprehension, Visual Perception (minor)
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Planning (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,GPQA Diamond is a high-quality subset of GPQA containing very challenging graduate-level multiple-choice science questions intended to be “Google-proof.” It primarily measures deep scientific reasoning and the ability to avoid plausible distractors under uncertainty.,"L1: Language Comprehension (minor)
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Inhibitory Control (minor)",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a difficult multimodal understanding and reasoning benchmark spanning many disciplines, where questions require interpreting images (diagrams, charts, screenshots) alongside text. The “Pro” variant emphasizes harder items and stronger evaluation protocols to better distinguish frontier models.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Visual Attention & Eye Movements (minor), Working Memory (minor)
L3: ",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a competitive math evaluation that aggregates hard problems and evaluates solution correctness under standardized settings, often highlighting robustness across problem types. It stresses multi-step symbolic reasoning and careful verification rather than short-form pattern matching.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor), Attention (minor), Adaptive Error Correction (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning focuses on reasoning about scientific figures and visual evidence from research papers, often requiring chart/plot interpretation and quantitative inference. In tool-augmented settings (e.g., Python), it additionally tests whether models can translate visual understanding into correct computational checks.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Multisensory Integration (minor), Working Memory (minor), Attention (minor)
L3: ",L2
