Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates whether a model can generate correct patches for real GitHub issues by running repository tests after applying the proposed fix. The “Verified” subset contains tasks that have been manually validated to be solvable and to have reliable evaluation signals, emphasizing end-to-end debugging and code change correctness.","L1: Language Comprehension (minor)
L2: Planning, Adaptive Error Correction, Logical Reasoning, Working Memory, Decision-making (minor)
L3: ",L2
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a more difficult and broader software engineering benchmark than SWE-bench Verified, designed to better reflect professional engineering work (including harder repos, more complex bug contexts, and broader languages/settings depending on the version). It evaluates patch correctness via automated testing and aims to be more contamination-resistant and industrially relevant.","L1: Language Comprehension (minor)
L2: Planning, Adaptive Error Correction, Logical Reasoning, Working Memory, Decision-making (minor)
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates “deep research” style web-browsing agents: models must locate and synthesize information from many documents to answer challenging questions. It stresses search strategy, source cross-checking, and long-horizon evidence integration rather than memorized facts.","L1: Language Comprehension, Language Production (minor)
L2: Planning, Decision-making, Attention, Working Memory, Episodic Memory (minor), Semantic Understanding & Context Recognition
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench measures an agent’s ability to complete multi-turn customer-support tasks by interacting with tools/APIs and a simulated user while adhering to domain policies (e.g., retail, airline, telecom). Success depends on maintaining state across turns, choosing correct tool actions, and following constraints under realistic conversational pressure.","L1: Language Comprehension, Language Production
L2: Decision-making, Planning, Working Memory
L3: Social Reasoning & Theory of Mind, Inhibitory Control, Empathy (minor)",L3
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI evaluates fluid reasoning over novel grid-transformation puzzles given only a handful of demonstrations (few-shot pattern induction). It emphasizes compositional generalization and rule inference on problems designed to resist training-set memorization.,"L1: Visual Perception
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping, Attention (minor), Planning (minor)
L3: Cognitive Flexibility",L3
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates tool use in real or production-like Model Context Protocol (MCP) environments, where models must discover tools, invoke them with correct arguments, and compose multi-step workflows. It stresses robustness to tool errors, correct sequencing of calls, and faithful synthesis of tool outputs into final answers.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,Humanity’s Last Exam (HLE) is a difficult multimodal benchmark intended to probe frontier knowledge and reasoning across a broad range of expert domains. Questions often require integrating text with diagrams/images and (in tool-enabled settings) searching or computing to produce grounded answers.,"L1: Language Comprehension, Visual Perception (minor)
L2: Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition, Scene Understanding & Visual Reasoning (minor), Multisensory Integration (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 consists of competition-style mathematics problems that require multi-step derivations and precise final answers, typically without external references. It is commonly used to assess mathematical reasoning, symbolic manipulation, and error-free execution of long solution chains.","L1: Language Comprehension (minor)
L2: Logical Reasoning, Working Memory, Adaptive Error Correction (minor), Planning (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of GPQA comprising very challenging graduate-level multiple-choice questions in biology, chemistry, and physics that are designed to be “Google-proof.” It probes deep scientific reasoning and understanding rather than shallow recall or easy pattern matching.","L1: Language Comprehension
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor), Decision-making (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU to multiple languages, testing knowledge and reasoning across many academic subjects with standardized multiple-choice questions. It is used to assess multilingual understanding, cross-lingual generalization, and broad factual/academic competence.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
