Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates an agent’s ability to fix real issues in open-source GitHub repositories by generating code patches that pass the project’s tests. The “Verified” subset consists of tasks that have been validated as solvable and reliably graded, emphasizing end-to-end debugging rather than toy coding puzzles.","Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition (minor), Language Comprehension (minor), Language Production (minor)"
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a harder software engineering benchmark with more tasks and stronger emphasis on real-world engineering complexity (e.g., broader codebases, more varied requirements, and more demanding evaluation). It targets agentic development skills such as diagnosing failures, implementing correct fixes, and avoiding regressions across a rigorous suite.","Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making (minor), Language Comprehension (minor), Language Production (minor)"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates “deep research” style browsing agents on questions that require multi-step web search, reading, cross-checking, and synthesis rather than recalling a single fact. Performance depends on navigating information sources, selecting relevant evidence, and maintaining a coherent research plan across tool calls.","Planning, Attention, Working Memory, Semantic Understanding & Context Recognition, Decision-making (minor), Language Comprehension (minor), Self-reflection (minor)"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench measures an agent’s ability to complete multi-turn customer-support tasks in simulated domains (e.g., retail, airline, telecom) while using APIs and following policies. It emphasizes robust tool use under constraints, consistency across turns, and policy-compliant decision-making under realistic interaction dynamics.","Decision-making, Planning, Inhibitory Control, Social Reasoning & Theory of Mind, Language Comprehension, Language Production, Working Memory (minor)"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI tests fluid intelligence by requiring models to infer latent transformation rules from a few input–output grid examples and apply them to new inputs. Tasks are designed to be novel and compositional, stressing generalization, abstraction, and systematic reasoning on spatial patterns.","Cognitive Flexibility, Logical Reasoning, Spatial Representation & Mapping, Visual Perception, Working Memory, Planning (minor), Attention (minor)"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use through the Model Context Protocol by testing whether models can discover appropriate tools, call them correctly, handle errors, and compose multi-step workflows across servers. It emphasizes practical agent reliability in production-like API environments rather than single-shot Q&A.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension (minor), Language Production (minor)"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a broad, frontier difficulty benchmark spanning complex questions across many domains, often requiring deep reasoning, synthesis, and sometimes multimodal interpretation. It is intended to stress near-boundary capabilities on challenging, knowledge-intensive and reasoning-intensive items.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor), Scene Understanding & Visual Reasoning (minor), Visual Perception (minor)"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-style mathematics problem solving, typically requiring multi-step symbolic reasoning and careful constraint handling. It targets precise derivations and error-free arithmetic/algebra under tight problem statements.","Logical Reasoning, Working Memory, Planning, Adaptive Error Correction (minor), Attention (minor)"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-difficulty multiple-choice science QA benchmark curated to be challenging for non-experts and resistant to simple web lookup. It stresses rigorous reasoning over complex scientific content across physics, chemistry, and biology.","Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor), Language Comprehension (minor)"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU-style knowledge and reasoning evaluation into multiple languages, testing performance across many subjects and diverse linguistic contexts. It probes multilingual understanding and the ability to apply learned knowledge consistently across languages.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning (minor), Language Production (minor), Working Memory (minor)"
