Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates agentic software engineering by asking models to produce code patches that fix real issues in Python repositories, with success determined by passing repository test suites. The “Verified” subset consists of tasks that have been human-checked to be solvable and reliably graded, reducing noise from ambiguous or broken tasks.","L1: Language Comprehension (minor)
L2: Planning, Adaptive Error Correction, Logical Reasoning, Working Memory, Decision-making (minor)
L3: ",L2
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a more difficult software engineering benchmark emphasizing realistic, industrially relevant tasks and stronger contamination resistance than earlier SWE-bench variants. It expands task diversity (including multiple languages) and stresses end-to-end debugging, patch synthesis, and adherence to repository-specific constraints under a single-attempt evaluation setting.","L1: Language Comprehension (minor)
L2: Planning, Adaptive Error Correction, Logical Reasoning, Working Memory, Decision-making (minor)
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates “deep research” agents by requiring models to answer difficult questions using browsing/search over a constrained document collection, emphasizing reproducibility and source-based justification. It tests whether an agent can iteratively search, read, synthesize across multiple documents, and avoid being derailed by irrelevant retrievals or distractors.","L1: 
L2: Planning, Semantic Understanding & Context Recognition, Working Memory, Attention, Decision-making, Episodic Memory (minor)
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench measures interactive tool-using customer-support agents in simulated domains (e.g., retail, airline, telecom) that must follow policies while resolving multi-turn user issues. It stresses maintaining dialog state, selecting correct API calls, handling constraints, and balancing helpfulness with policy compliance across long conversations.","L1: Language Comprehension, Language Production
L2: Decision-making, Planning
L3: Social Reasoning & Theory of Mind, Inhibitory Control, Empathy (minor)",L3
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI is a few-shot “fluid intelligence” benchmark where models infer hidden rules from a handful of grid input-output examples and generate the correct output grid for a new input. It targets generalization to novel abstract patterns and compositional rule discovery rather than memorized domain knowledge.,"L1: Visual Perception (minor)
L2: Logical Reasoning, Spatial Representation & Mapping, Working Memory, Attention (minor)
L3: Cognitive Flexibility",L3
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol (MCP), requiring models to discover tools, call them correctly, recover from errors, and integrate outputs into final answers. Tasks typically involve multi-step workflows across heterogeneous services, emphasizing reliable action selection and tool-result grounding.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a large, frontier-level benchmark of difficult questions spanning many domains, designed to probe advanced reasoning and expert knowledge, often in multimodal formats. It emphasizes robust problem solving and synthesis under uncertainty, and is frequently reported both with and without tool assistance (e.g., search, code).","L1: Language Comprehension
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Scene Understanding & Visual Reasoning (minor), Decision-making (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 consists of competition-style mathematics problems (typically requiring multi-step derivations and careful case handling) drawn from the 2025 AIME exam. It is used to measure symbolic and quantitative reasoning robustness, often reported with and without computational tools.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Adaptive Error Correction (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of GPQA with challenging graduate-level multiple-choice science questions intended to be difficult to answer via shallow pattern matching or simple web lookup. It probes deep scientific reasoning, precise reading of technical language, and discriminating between closely competing options.","L1: Language Comprehension
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor), Decision-making (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU to multilingual settings, testing broad academic knowledge and reasoning across many subjects and multiple non-English languages. It emphasizes cross-lingual robustness: understanding questions, mapping them to relevant knowledge, and selecting correct answers under standardized formats.","L1: Language Comprehension, Language Production (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
