Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates patch-based software engineering on real GitHub issues, where a model must produce a code change that makes the project’s tests pass. The “Verified” subset consists of tasks that have been manually checked as solvable and appropriately specified, aiming to reduce noise from ambiguous or unsound issues.","L1: Language Comprehension (minor)
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making (minor)
L3: ",L2
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a more difficult software engineering benchmark designed to better reflect professional, real-world patch generation and reduce contamination and shortcut solving. Compared to SWE-bench Verified, it increases task diversity and difficulty (including broader stacks/languages and more complex repos) and places higher emphasis on robust end-to-end issue resolution.","L1: 
L2: Planning, Logical Reasoning, Adaptive Error Correction, Working Memory, Decision-making (minor)
L3: Cognitive Flexibility (minor)",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates “deep research” behavior: answering questions that require searching, reading, and synthesizing information across multiple sources rather than relying on memorized facts. It targets agentic browsing competence, such as deciding what to search, selecting sources, and integrating evidence into a final response.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Attention, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench measures agentic customer-support performance in simulated domains (e.g., retail, airline, telecom) where the agent must follow policies while interacting with APIs and a simulated user over multiple turns. It stresses tool use reliability, long-horizon dialog consistency, and adherence to constraints under realistic conversational pressure.","L1: Language Comprehension
L2: Decision-making, Planning
L3: Social Reasoning & Theory of Mind, Inhibitory Control, Empathy (minor)",L3
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI tests fluid reasoning by requiring models to infer novel transformation rules from a few input–output grid examples and apply them to new inputs. It is designed to minimize reliance on memorized knowledge, emphasizing abstraction, systematic generalization, and pattern discovery under data scarcity.","L1: Visual Perception (minor)
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning (minor)
L3: Cognitive Flexibility",L3
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol (MCP), where models must discover, invoke, and chain multiple tools/services to complete tasks. It emphasizes correct API selection and parameterization, multi-step workflow execution, and robust recovery from tool errors or partial results.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a multimodal benchmark intended to probe frontier knowledge and reasoning across many expert-level topics and formats, including questions that benefit from tools like search or code. It targets broad generalization and synthesis—connecting domain knowledge, evidence, and multi-step reasoning into accurate answers.","L1: Language Comprehension, Visual Perception (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor), Scene Understanding & Visual Reasoning (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-style mathematics problem solving under strict answer-format constraints. Problems often require multi-step derivations, clever transformations, and careful bookkeeping rather than rote formula recall.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-difficulty, “Google-proof” multiple-choice science benchmark (physics, chemistry, biology) curated to resist simple retrieval and reward genuine reasoning. The Diamond subset focuses on the highest-quality questions where experts succeed and non-experts typically fail.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor), Decision-making (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU-style academic knowledge testing across multiple languages, probing whether a model’s knowledge and reasoning transfer beyond English. It assesses subject-matter understanding with multilingual prompts and answers, emphasizing cross-lingual robustness and comprehension.","L1: Language Comprehension, Language Production (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: ",L2
