Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates whether a model can solve real GitHub issues by producing a correct code patch that passes the project’s tests, using a curated set of tasks verified by humans to be solvable. It stresses end-to-end software debugging and implementation in a realistic repository setting, including reading code, localizing faults, editing files, and validating changes.","L1: Language Comprehension (minor)
L2: Planning, Logical Reasoning, Adaptive Error Correction, Working Memory
L3: ",L2
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a harder, more contamination-resistant software engineering benchmark spanning multiple programming languages and more complex, industry-relevant tasks. Models must navigate larger codebases and produce robust patches under stricter evaluation, emphasizing generalizable engineering competence rather than narrow dataset familiarity.","L1: Language Comprehension (minor)
L2: Planning, Logical Reasoning, Adaptive Error Correction, Working Memory
L3: Cognitive Flexibility",L3
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates deep-research style web browsing: the model must search, read, cross-check sources, and synthesize an answer grounded in retrieved documents. The benchmark targets agentic information gathering under uncertainty, including query formulation, evidence selection, and final response synthesis.","L1: Language Production (minor)
L2: Planning, Decision-making, Attention, Semantic Understanding & Context Recognition, Working Memory, Episodic Memory (minor)
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench measures an agent’s ability to complete multi-turn customer-support tasks in simulated domains (e.g., retail, airline, telecom) while using tools/APIs and complying with policies. It stresses robust dialogue, goal tracking across turns, and consistent adherence to constraints in the face of messy user behavior and edge cases.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Working Memory (minor)
L3: Social Reasoning & Theory of Mind, Inhibitory Control, Empathy (minor)",L3
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI tests “fluid” abstract reasoning on novel grid-based tasks where the model must infer a latent transformation rule from only a few examples. It emphasizes rapid generalization to unfamiliar patterns and compositional rule induction rather than memorized knowledge.,"L1: Visual Perception
L2: Logical Reasoning, Spatial Representation & Mapping, Working Memory, Attention (minor)
L3: Cognitive Flexibility",L3
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use through the Model Context Protocol: the model must discover appropriate tools, call them correctly, handle errors/retries, and integrate results into a coherent solution. It stresses multi-step workflow execution with authentic APIs and tool schemas, resembling production agent behavior.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a large, multimodal benchmark intended to probe frontier academic reasoning and knowledge across many disciplines. Questions often require integrating textual and visual information, applying domain knowledge, and performing multi-step reasoning; some evaluation setups also allow tools like search or code.","L1: Language Comprehension, Visual Perception (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Scene Understanding & Visual Reasoning (minor), Planning (minor), Multisensory Integration (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-style mathematics problem solving drawn from the American Invitational Mathematics Examination. Problems require constructing solution strategies, performing multi-step symbolic reasoning, and maintaining intermediate results without relying on external factual recall.","L1: Language Comprehension (minor)
L2: Logical Reasoning, Planning, Working Memory
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of graduate-level, Google-proof multiple-choice science questions designed to resist shallow retrieval and test genuine understanding. It emphasizes precise scientific reasoning under distractors, often requiring chaining concepts rather than recalling a single fact.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends the MMLU-style academic knowledge and reasoning evaluation to many non-English languages, testing whether models can generalize competence across linguistic contexts. It probes breadth across subjects while stressing multilingual comprehension and consistent reasoning across translations.","L1: Language Comprehension, Language Production (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor)
L3: ",L2
