Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software engineering agents by asking them to generate code patches that fix real GitHub issues in Python repositories, with correctness determined by running the project’s tests. The “Verified” subset filters to tasks that have been manually validated as solvable and reliably testable, reducing noise from flaky or underspecified issues.","Logical Reasoning, Planning, Working Memory, Adaptive Error Correction, Decision-making, Language Comprehension (minor), Language Production (minor)"
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, more difficult software engineering benchmark designed to be more realistic and contamination-resistant than earlier SWE-bench variants, spanning multiple programming languages. Models must understand a repository and issue description, implement a correct fix, and pass evaluation tests under stricter task curation.","Logical Reasoning, Planning, Working Memory, Adaptive Error Correction, Decision-making, Cognitive Flexibility (minor), Language Comprehension (minor)"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates “deep research” style agents that must search, read, and synthesize information from the web (or a controlled corpus) to answer difficult questions. Performance depends on iterative querying, evidence gathering, and consolidating findings into a final grounded answer.","Planning, Decision-making, Attention, Working Memory, Language Comprehension, Semantic Understanding & Context Recognition, Adaptive Error Correction (minor), Episodic Memory (minor)"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench measures interactive agent performance in customer-service style simulations (e.g., retail, airline, telecom) where the model must converse with a user simulator and call APIs while adhering to domain policies. Success requires multi-turn state tracking, policy compliance, and robust tool-mediated problem resolution.","Social Reasoning & Theory of Mind, Inhibitory Control, Decision-making, Planning, Working Memory, Language Comprehension, Language Production, Empathy (minor)"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI is a grid-based “fluid intelligence” benchmark in which models infer abstract transformation rules from a few input–output examples and apply them to a novel input. It emphasizes generalization to new tasks with minimal examples, rather than recalling domain facts.","Logical Reasoning, Cognitive Flexibility, Working Memory, Spatial Representation & Mapping, Visual Perception, Scene Understanding & Visual Reasoning, Attention (minor)"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use through the Model Context Protocol (MCP), requiring models to discover appropriate tools, invoke them correctly, and complete multi-step workflows across APIs and servers. Tasks stress reliable orchestration (including handling errors/retries) and synthesizing tool outputs into correct final responses.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension (minor), Language Production (minor), Semantic Understanding & Context Recognition"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a large, difficult multimodal benchmark intended to probe frontier knowledge and reasoning across many subjects, often requiring synthesis beyond straightforward recall. It is commonly reported both with and without tools (e.g., search or code), highlighting differences between pure reasoning and tool-augmented problem solving.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor), Planning (minor), Visual Perception (minor), Scene Understanding & Visual Reasoning (minor), Multisensory Integration (minor)"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-style mathematics problem solving, typically requiring multi-step derivations, algebraic manipulation, and careful case handling. Scores are usually reported without tools (pure reasoning) and sometimes with tools (e.g., Python) to separate reasoning skill from calculation support.","Logical Reasoning, Working Memory, Planning, Adaptive Error Correction (minor), Semantic Understanding & Context Recognition (minor)"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of GPQA consisting of very challenging graduate-level multiple-choice questions in physics, chemistry, and biology, designed to be hard to answer by superficial web search. It targets deep scientific understanding and careful reasoning under distractor options.","Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor), Decision-making (minor), Language Comprehension"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU to a multilingual setting, testing knowledge and reasoning across many academic subjects and multiple languages. It probes whether models maintain subject competence and reasoning consistency when operating outside English.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor), Language Production (minor)"
