Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software engineering agents on real GitHub issues where the goal is to produce a code patch that makes a hidden test suite pass. The Verified subset consists of problems curated/validated to be solvable and to reduce noisy or ambiguous instances, emphasizing reliable end-to-end bug fixing and feature implementation.","Planning, Logical Reasoning, Adaptive Error Correction, Working Memory, Language Comprehension (minor), Language Production (minor), Decision-making (minor)"
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, more difficult software engineering benchmark designed to be more contamination-resistant and more representative of professional, multi-language development. Tasks require generating patches that satisfy evaluation harnesses/tests, often involving deeper repo understanding, refactoring, and multi-file changes.","Planning, Logical Reasoning, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition, Decision-making (minor), Language Comprehension (minor)"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates “deep research” style agents that must answer questions by searching and synthesizing evidence from the web (or a controlled document index in some variants). It stresses query formulation, iterative retrieval, cross-checking sources, and producing a grounded final answer from multi-document evidence.","Planning, Attention, Working Memory, Semantic Understanding & Context Recognition, Episodic Memory (minor), Decision-making (minor), Language Production (minor)"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench measures an agent’s ability to complete multi-turn customer-support tasks (e.g., retail, airline, telecom) by interacting with simulated users and programmatic APIs while following domain-specific policies. Success depends on maintaining dialogue state, choosing correct tool/API actions, and adhering to constraints over long interactions.","Social Reasoning & Theory of Mind, Decision-making, Planning, Working Memory, Inhibitory Control, Language Comprehension (minor), Language Production (minor), Empathy (minor)"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI evaluates fluid reasoning on novel abstract grid-transformation puzzles where only a few input–output examples are provided. Models must infer the underlying rule and generalize it to a new input, emphasizing systematic generalization rather than memorization of known tasks.","Cognitive Flexibility, Logical Reasoning, Spatial Representation & Mapping, Visual Perception, Scene Understanding & Visual Reasoning, Working Memory (minor), Attention (minor)"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol (MCP), where models must discover tools, invoke them correctly, manage errors, and compose multi-step workflows across services. It targets robust agentic behavior under realistic API constraints and multi-call dependencies.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition (minor), Inhibitory Control (minor)"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a large, frontier-difficulty benchmark spanning many domains and modalities, intended to probe broad expert-level knowledge and reasoning. Questions often require multi-step inference, careful reading of problem statements, and (in tool-enabled settings) combining external resources with internal reasoning.","Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Language Comprehension, Language Production (minor), Multisensory Integration (minor), Visual Perception (minor)"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 is a competition-math benchmark based on the American Invitational Mathematics Examination problems. It emphasizes precise symbolic reasoning, multi-step derivations, and error-free arithmetic/algebra under time-test-style question formats.","Logical Reasoning, Working Memory, Planning (minor), Adaptive Error Correction (minor)"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a difficult multiple-choice science QA benchmark (physics, chemistry, biology) curated so that non-experts frequently fail while domain experts succeed. It tests deep scientific knowledge plus reasoning that is intended to be resistant to shallow web search strategies.","Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor), Decision-making (minor)"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends broad academic knowledge testing across many subjects into multiple languages, evaluating whether models can understand and answer domain questions beyond English. The benchmark stresses multilingual comprehension and cross-lingual robustness rather than tool use or long-horizon interaction.","Language Comprehension, Semantic Understanding & Context Recognition, Language Production (minor), Working Memory (minor)"
