Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,SWE-bench Verified evaluates whether a model can solve real-world GitHub issues by producing a code patch that makes the project’s tests pass. The “Verified” subset uses tasks that have been validated by humans to be solvable and aims to reduce ambiguity in problem statements and evaluation.,"Planning, Logical Reasoning, Adaptive Error Correction, Working Memory, Language Comprehension (minor), Decision-making (minor)"
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,SWE-bench Multilingual extends SWE-bench-style software engineering tasks beyond Python to multiple programming languages. It tests whether models can understand issue reports and repository context and then generate correct patches in the appropriate language ecosystems and tooling conventions.,"Language Comprehension, Language Production, Cognitive Flexibility, Planning, Adaptive Error Correction, Working Memory (minor)"
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, harder software engineering benchmark designed to be more challenging and contamination-resistant than prior SWE-bench variants. It emphasizes realistic, multi-language codebase modifications that must satisfy test suites and repository constraints.","Planning, Logical Reasoning, Adaptive Error Correction, Working Memory, Decision-making (minor), Cognitive Flexibility (minor)"
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic performance in command-line environments, where models must execute sequences of shell commands and file edits to accomplish tasks. It stresses robustness to tool errors and the ability to iteratively diagnose and fix problems under realistic environment constraints.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Inhibitory Control (minor), Language Comprehension (minor)"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates “deep research” behavior: models must search a fixed web-like corpus and synthesize answers that require multiple evidence-gathering steps. It targets long-horizon information seeking, source integration, and answer verification rather than pure closed-book recall.","Planning, Semantic Understanding & Context Recognition, Decision-making, Working Memory, Episodic Memory (minor), Logical Reasoning (minor)"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench measures how well an agent can complete multi-turn customer-support-style tasks by interacting with simulated users and APIs while adhering to domain policies. It probes reliable tool use within constraints, maintaining dialogue state, and resisting actions that violate policy even when user pressure is present.","Social Reasoning & Theory of Mind, Decision-making, Inhibitory Control, Planning, Working Memory (minor), Empathy (minor)"
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal computer-use agents on real OS tasks (e.g., using apps, settings, browsers) with screenshots and interactive actions. Success requires perceiving UI state, selecting correct action sequences, and recovering from UI and environment variability across many steps.","Visual Perception, Scene Understanding & Visual Reasoning, Planning, Decision-making, Attention (minor), Sensorimotor Coordination (minor)"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI measures fluid, abstract reasoning from a few demonstrations: given a small set of grid input-output examples, the model must infer the underlying transformation and apply it to new inputs. It is designed to emphasize generalization to novel rules over memorization of domain knowledge.","Logical Reasoning, Cognitive Flexibility, Working Memory, Spatial Representation & Mapping, Visual Perception (minor), Planning (minor)"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomous agent performance in a year-long simulated business management setting (inventory, pricing, supplier negotiation, budgeting). It emphasizes sustained coherence, strategy under delayed outcomes, and iterative adaptation to market dynamics over thousands of decisions.","Planning, Decision-making, Reward Mechanisms, Working Memory, Adaptive Error Correction (minor), Motivational Drives (minor)"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol (MCP), where models must discover and correctly call tools across multi-step workflows and integrate tool outputs. It focuses on correct tool selection, argument formation, error handling, and synthesis across heterogeneous APIs.","Planning, Decision-making, Adaptive Error Correction, Working Memory (minor), Language Comprehension (minor)"
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent tests agent performance on tasks typical of an entry-level financial analyst, often requiring multi-step analysis, structured outputs, and careful handling of constraints and assumptions. It emphasizes applied reasoning over financial concepts and producing decision-ready artifacts from messy inputs.","Logical Reasoning, Semantic Understanding & Context Recognition, Planning, Decision-making, Working Memory (minor), Adaptive Error Correction (minor)"
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent capabilities at scale, including finding known vulnerabilities in real open-source projects and discovering new issues. It stresses systematic investigation, hypothesis-driven debugging, and careful validation under realistic code and tooling constraints.","Logical Reasoning, Planning, Adaptive Error Correction, Working Memory, Inhibitory Control (minor)"
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench evaluates the ability to understand, navigate, and modify complex spreadsheets drawn from realistic tasks. It probes structured manipulation (formulas, tables, formatting) and multi-step workflows where intermediate states must remain consistent to achieve a correct final artifact.","Working Memory, Planning, Decision-making, Logical Reasoning, Adaptive Error Correction (minor)"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a difficult multimodal benchmark intended to sit near the frontier of human knowledge, spanning many domains and requiring careful reasoning and synthesis. Questions often demand integrating textual and visual information and avoiding superficial pattern-matching by using deep conceptual understanding.","Semantic Understanding & Context Recognition, Logical Reasoning, Language Comprehension, Scene Understanding & Visual Reasoning (minor), Working Memory (minor)"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-style mathematical problem solving, typically requiring multi-step derivations and exact final numeric answers. It emphasizes symbolic reasoning, constraint tracking, and the ability to carry intermediate results without losing correctness.","Logical Reasoning, Working Memory, Planning (minor), Attention (minor)"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,GPQA Diamond is a subset of especially challenging graduate-level science multiple-choice questions designed to be difficult to solve via simple web search or shallow recall. It targets deep domain understanding and multi-step reasoning under tightly specified answer options.,"Logical Reasoning, Semantic Understanding & Context Recognition, Language Comprehension (minor), Working Memory (minor)"
