Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates models on real GitHub issues where the goal is to produce a patch that makes a repository’s tests pass, with tasks filtered/verified for solvability and clearer evaluation. It emphasizes end-to-end software engineering: understanding bug reports, modifying code, and validating fixes via automated test outcomes.","L1: Language Comprehension, Language Production
L2: Logical Reasoning, Planning, Adaptive Error Correction, Working Memory
L3: ",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-bench-style evaluation beyond Python to multiple programming languages, testing whether a model can generalize software engineering behaviors across different ecosystems and toolchains. Success requires correctly interpreting issue descriptions and implementing patches that satisfy language-appropriate tests and conventions.","L1: Language Comprehension, Language Production
L2: Logical Reasoning, Planning, Adaptive Error Correction, Working Memory
L3: ",L2
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a more challenging, contamination-resistant software engineering benchmark with harder, more diverse real-world tasks across multiple languages and repositories. It stresses robust debugging, correct patch synthesis, and tool-aware iteration under stricter evaluation and broader task variety than SWE-bench Verified.","L1: Language Comprehension, Language Production
L2: Logical Reasoning, Planning, Adaptive Error Correction, Working Memory
L3: Inhibitory Control (minor)",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic performance in command-line environments on realistic tasks such as installing dependencies, editing files, running programs, and diagnosing failures. It measures how well a model can plan and execute multi-step terminal workflows while recovering from errors and environment constraints.","L1: Language Comprehension, Language Production (minor)
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates research-style web browsing: models must search, navigate sources, and synthesize answers from retrieved documents, often requiring multi-step information gathering. The benchmark emphasizes reliable tool use, source integration, and maintaining context across a browsing session.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Attention, Working Memory, Episodic Memory (minor)
L3: Self-reflection (minor)",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench measures whether an agent can resolve multi-turn customer-support tasks by interacting with simulated users and APIs while following domain policies (e.g., retail, airline, telecom). It probes policy adherence under conversational pressure, correct tool/API invocation, and coherent multi-step problem resolution.","L1: Language Comprehension, Language Production
L2: Decision-making, Planning, Working Memory
L3: Social Reasoning & Theory of Mind, Inhibitory Control, Empathy (minor)",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal computer-use agents that must complete tasks in a full operating-system environment using screenshots and interaction actions over many steps. It emphasizes UI understanding, long-horizon execution, and robust recovery from mistakes in realistic desktop workflows.","L1: Visual Perception
L2: Visual Attention & Eye Movements (minor), Scene Understanding & Visual Reasoning, Planning, Decision-making, Sensorimotor Coordination, Working Memory, Adaptive Error Correction
L3: ",L2
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI tests few-shot “fluid” reasoning on novel grid-based transformation puzzles, where models must infer latent rules from a small set of examples and generalize to new inputs. It is designed to reduce reliance on memorized knowledge and instead emphasize abstraction and transferable reasoning patterns.","L1: Visual Perception
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping, Planning (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomy by having an agent manage a simulated vending-machine business over an extended timeframe, optimizing inventory, pricing, procurement, and cashflow. It stresses sustained coherence, strategic decision-making, and adaptation to changing market dynamics across many steps.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Decision-making, Reward Mechanisms, Working Memory, Adaptive Error Correction (minor)
L3: Motivational Drives (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool use via the Model Context Protocol (MCP), requiring models to discover relevant tools, call them correctly, handle errors/retries, and combine outputs into a correct final response. Tasks reflect production-like multi-step workflows across heterogeneous services and APIs.","L1: Language Comprehension, Language Production (minor)
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory
L3: Inhibitory Control (minor)",L2
