Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software engineering agents by asking them to fix real bugs in GitHub repositories so that hidden unit tests pass. The “Verified” subset focuses on issues that have been confirmed solvable and reduces noise from ambiguous or broken tasks, emphasizing reliable end-to-end patch generation.","Planning, Decision-making, Logical Reasoning, Working Memory, Adaptive Error Correction, Language Comprehension (minor), Semantic Understanding & Context Recognition"
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-bench-style repository bug-fixing to multiple programming languages, testing whether agents can generalize beyond Python to diverse ecosystems and tooling. It emphasizes cross-language code understanding, patch synthesis, and debugging under realistic repo constraints.","Language Comprehension (minor), Semantic Understanding & Context Recognition, Language Production (minor), Logical Reasoning, Cognitive Flexibility, Planning, Adaptive Error Correction, Working Memory"
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, more difficult software engineering benchmark intended to be more contamination-resistant and more representative of professional development work. Tasks generally require deeper repository understanding, longer-horizon debugging, and more robust tool-and-test loops than SWE-bench Verified.","Planning, Decision-making, Logical Reasoning, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition, Inhibitory Control (minor)"
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agents on real command-line tasks in containerized environments (e.g., installing dependencies, manipulating files, running programs, diagnosing failures). It measures practical tool use, iterative debugging, and the ability to translate natural-language goals into correct terminal actions.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Attention, Language Comprehension (minor)"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures “deep research” capability by requiring models to locate, read, and synthesize information from a controlled web or document collection to answer difficult questions. It stresses evidence gathering, multi-step retrieval, and maintaining coherence across long browsing trajectories.","Planning, Decision-making, Language Comprehension, Semantic Understanding & Context Recognition, Working Memory, Episodic Memory (minor), Attention"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive customer-support agents that must use APIs and follow domain policies in multi-turn conversations (e.g., retail, airline, telecom). It emphasizes policy adherence under pressure, correct tool invocation, and socially appropriate responses while resolving user goals.","Social Reasoning & Theory of Mind, Language Comprehension, Language Production, Decision-making, Planning, Inhibitory Control, Empathy (minor)"
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld is a multimodal computer-use benchmark where agents perceive screenshots and interact with an operating-system-like environment to complete tasks. It tests UI understanding, sequential action execution, and robust recovery from mistakes in realistic workflows.","Visual Perception, Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Planning, Decision-making, Sensorimotor Coordination, Working Memory"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI presents few-shot abstract reasoning puzzles over colored grids, requiring inference of latent rules from a handful of examples and application to a new input. It aims to probe fluid intelligence and systematic generalization rather than memorized domain knowledge.","Logical Reasoning, Cognitive Flexibility, Working Memory, Spatial Representation & Mapping, Attention, Planning (minor)"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence by having the model run a simulated vending-machine business over extended time, optimizing profit under changing conditions. Success requires sustained strategy, iterative decisions, and adapting to feedback across many steps.","Planning, Decision-making, Reward Mechanisms, Working Memory, Episodic Memory, Self-reflection (minor), Cognitive Timing & Predictive Modeling (minor)"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol by testing whether a model can discover, call, and chain tools correctly to solve multi-step tasks. It emphasizes robust workflow execution, handling tool errors, and integrating tool outputs into final answers.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension (minor), Semantic Understanding & Context Recognition"
