Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates an agent’s ability to solve real-world software engineering issues by generating patches in a Python repository that satisfy tests and task descriptions. The “Verified” subset contains problems manually checked to be solvable and to have reliable evaluation signals, emphasizing end-to-end bug fixing rather than code-only microtasks.","Planning, Adaptive Error Correction, Logical Reasoning, Working Memory, Attention (minor), Semantic Understanding & Context Recognition (minor), Decision-making (minor)"
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-bench-style repository patching to multiple programming languages, testing whether agents can diagnose and repair issues across diverse code ecosystems. It stresses transferring debugging strategies across languages and tooling while still meeting test-based acceptance criteria.","Planning, Adaptive Error Correction, Logical Reasoning, Cognitive Flexibility, Working Memory, Language Comprehension (minor), Semantic Understanding & Context Recognition (minor)"
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, more difficult software engineering benchmark intended to be more robust and industrially representative, including tasks beyond the easiest verified fixes and spanning multiple languages. It emphasizes sustained, correct code changes under realistic repository constraints and aims to reduce shortcut solutions via stronger task construction and evaluation.","Planning, Adaptive Error Correction, Logical Reasoning, Decision-making, Working Memory, Cognitive Flexibility (minor), Attention (minor)"
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures agent performance on real command-line tasks in sandboxed environments, such as installing tools, manipulating files, running programs, and debugging failures. Success typically requires iterative tool use with feedback from command outputs and careful state tracking across many steps.","Planning, Adaptive Error Correction, Working Memory, Decision-making, Attention (minor), Spatial Representation & Mapping (minor), Semantic Understanding & Context Recognition (minor)"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates deep-research and browsing agents on information-seeking problems that require searching, reading, cross-checking sources, and synthesizing an answer. It is designed to test multi-step web navigation and evidence aggregation rather than single-shot recall.","Planning, Attention, Working Memory, Semantic Understanding & Context Recognition, Language Comprehension, Decision-making (minor), Episodic Memory (minor)"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive customer-support agents that must follow domain policies while using tools/APIs over multi-turn conversations with simulated users. It stresses policy adherence, robust dialogue management, and correct execution of operational workflows (e.g., refunds, bookings, troubleshooting).","Social Reasoning & Theory of Mind, Inhibitory Control, Decision-making, Planning, Language Comprehension, Language Production, Empathy (minor)"
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld is a multimodal computer-use benchmark where agents complete tasks in desktop environments by perceiving screens and interacting with applications through GUI actions. It measures practical tool use under partial observability, requiring navigation, error recovery, and long-horizon execution across heterogeneous software.","Visual Perception, Scene Understanding & Visual Reasoning, Planning, Decision-making, Visual Attention & Eye Movements (minor), Spatial Representation & Mapping (minor), Adaptive Error Correction (minor)"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI tests fluid reasoning on novel grid-based pattern transformation tasks given only a few demonstrations, aiming to minimize reliance on memorized knowledge. Models must infer latent rules, generalize to a new input, and output the correct transformed grid under strong distribution shift.","Logical Reasoning, Cognitive Flexibility, Working Memory, Scene Understanding & Visual Reasoning, Visual Perception (minor), Planning (minor)"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence and strategy by having agents run a simulated vending machine business over many decisions (inventory, pricing, suppliers, messaging). Performance depends on sustained goal tracking, adapting to changing conditions, and compounding gains over time.","Planning, Decision-making, Reward Mechanisms, Working Memory, Episodic Memory (minor), Social Reasoning & Theory of Mind (minor), Self-reflection (minor)"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool-use via the Model Context Protocol, where models must discover appropriate tools, call them with correct schemas, handle failures, and integrate results into final answers. Tasks typically involve multi-step workflows with authentic API-like interactions rather than purely textual reasoning.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition (minor), Inhibitory Control (minor)"
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent evaluates agentic performance on tasks representative of an entry-level financial analyst, such as building analyses, extracting figures, making assumptions explicit, and producing structured outputs with citations. It emphasizes combining domain knowledge with multi-step artifact creation and verification-like behavior.","Logical Reasoning, Decision-making, Planning, Working Memory, Semantic Understanding & Context Recognition, Attention (minor)"
