Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates agentic software engineering by asking a model to generate patches that resolve real issues in open-source Python repositories, with correctness judged by unit/integration tests. The “Verified” split uses human-vetted tasks intended to reduce ambiguity and ensure each task is solvable as specified, emphasizing reliable end-to-end coding behavior rather than only code synthesis.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-bench-style repository repair tasks beyond Python to multiple programming languages, requiring models to understand heterogeneous toolchains, test harnesses, and language idioms. It stresses cross-language transfer and robustness of the same agent loop (read context → plan → edit → test → iterate) across diverse ecosystems.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, more difficult software engineering benchmark designed to be more industrially representative and more resistant to contamination, spanning multiple languages and more complex change requirements. It emphasizes sustained multi-step problem solving in real codebases—triaging the failure, localizing the bug, implementing a fix, and satisfying tests—under realistic constraints.","L1: 
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition, Logical Reasoning
L3: Inhibitory Control (minor)",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agents operating in a command-line environment on practical tasks such as installing dependencies, inspecting files, running programs, debugging errors, and producing correct artifacts. Success requires reliable tool use, iterative troubleshooting, and maintaining state across many terminal interactions rather than answering a single prompt.","L1: 
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures deep-research and browsing agents that must locate and synthesize information from a large document collection, emphasizing search strategy and evidence-backed answers. It probes long-context behaviors such as tracking leads, reconciling conflicting sources, and compiling a coherent final response after multiple retrieval steps.","L1: Language Comprehension, Language Production
L2: Planning, Attention, Episodic Memory, Semantic Understanding & Context Recognition
L3: Self-reflection (minor)",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates tool-using customer-support agents in simulated domains (e.g., retail, airline, telecom) where models must interact with APIs and a user while adhering to domain policies. It stresses multi-turn workflow execution, policy compliance under pressure, and producing user-facing resolutions that are both correct and procedurally appropriate.","L1: Language Production
L2: Decision-making, Planning, Semantic Understanding & Context Recognition
L3: Inhibitory Control, Social Reasoning & Theory of Mind, Empathy (minor)",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal computer-use agents that must complete tasks in a realistic operating-system environment using screenshots and actions like clicking, typing, and navigating applications. It probes grounded perception-to-action loops, where success depends on interpreting UI state, planning sequences of interactions, and recovering from errors over many steps.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Sensorimotor Coordination, Planning, Decision-making, Adaptive Error Correction (minor)
L3: ",L2
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI presents few-shot grid transformation puzzles intended to measure fluid reasoning: models infer latent rules from a small set of input–output examples and apply them to a new input. It targets systematic generalization, compositional pattern discovery, and robustness to novelty rather than memorized knowledge.","L1: 
L2: Logical Reasoning, Spatial Representation & Mapping, Working Memory, Attention
L3: Cognitive Flexibility, Cognitive Timing & Predictive Modeling (minor)",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomy by placing an agent in a simulated year-long vending-machine business that requires sourcing inventory, setting prices, negotiating with suppliers, and adapting to market dynamics. The score reflects cumulative strategic choices across thousands of decisions, emphasizing coherence, long-term planning, and goal maintenance.","L1: 
L2: Planning, Decision-making, Reward Mechanisms, Working Memory, Episodic Memory
L3: Motivational Drives (minor), Self-reflection (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol, requiring models to discover tools, call them with correct schemas, manage errors/retries, and integrate results across multi-step workflows. It emphasizes reliable agentic orchestration across heterogeneous services rather than single-call function execution.","L1: 
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
