Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates LLMs as software engineering agents by giving real GitHub issue reports (plus repository context) and scoring whether the model produces a correct code patch that makes the project’s tests pass. The “Verified” subset contains tasks that have been checked by humans to be solvable and well-specified, emphasizing reliable end-to-end bug fixing and feature implementation.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Logical Reasoning, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition
L3: ",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends the SWE-bench paradigm beyond Python, measuring whether models can resolve real-world issues across multiple programming languages and ecosystems. It stresses cross-language generalization in debugging, patch construction, and aligning changes to project-specific conventions and tests.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Logical Reasoning, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a harder, larger software-engineering benchmark designed to be more realistic and contamination-resistant, requiring models to make nontrivial edits across repositories and languages. It targets robustness under ambiguity and longer dependency chains, where small design choices can determine whether integration tests succeed.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Logical Reasoning, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition
L3: Cognitive Flexibility (minor)",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic performance in command-line environments where models must use shell tools to complete real tasks (e.g., debugging, data wrangling, building, testing) under execution constraints. Success depends on iteratively forming hypotheses, running commands, inspecting outputs, and correcting course until the objective is met.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Logical Reasoning
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp tests “deep research” style browsing: models must search a fixed or controlled web corpus/index, gather evidence, and synthesize answers to information-seeking questions. It measures the ability to plan search strategies, integrate scattered sources, and maintain correctness despite noisy or misleading documents.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Attention, Episodic Memory (minor), Working Memory, Semantic Understanding & Context Recognition, Logical Reasoning
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive tool-using agents in customer-service style domains (e.g., retail, airline, telecom) with multi-turn simulated users and policy constraints. Models must decide what to ask, what tools/APIs to call, and how to stay within rules while resolving cases end-to-end.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Working Memory, Reward Mechanisms (minor)
L3: Social Reasoning & Theory of Mind, Inhibitory Control, Empathy (minor)",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld benchmarks multimodal “computer use” in realistic operating-system environments, where models must complete tasks by interacting with GUIs and applications within step limits. It emphasizes robust perception of screens, mapping intent to interface actions, and recovering from misclicks or unexpected UI states.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements (minor), Sensorimotor Coordination, Planning, Decision-making, Adaptive Error Correction, Working Memory
L3: ",L2
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI measures fluid reasoning on novel grid-transformation problems with only a few input–output examples, aiming to reduce reliance on memorized knowledge. Models must infer latent rules and generalize them to new instances, penalizing brittle pattern-matching.","L1: 
L2: Logical Reasoning, Spatial Representation & Mapping, Working Memory, Attention
L3: Cognitive Flexibility, Cognitive Timing & Predictive Modeling (minor)",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomous agency in a simulated business setting (running a vending machine operation over an extended period). Models must manage inventory, pricing, supplier interactions, and budget under delayed consequences, testing sustained coherence and strategy.","L1: 
L2: Planning, Decision-making, Reward Mechanisms, Working Memory, Episodic Memory (minor), Adaptive Error Correction (minor)
L3: Self-reflection (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool use via the Model Context Protocol (MCP), where models must discover appropriate tools, invoke them with correct schemas, and compose multi-step workflows across services. It focuses on reliability under tool errors, retries, and dependency between calls.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent evaluates agentic performance on tasks representative of an entry-level financial analyst, such as extracting facts from documents, doing calculations, building analyses, and producing well-supported outputs. It stresses disciplined reasoning with domain constraints (assumptions, formatting, and consistency) rather than only recall.","L1: Language Production (minor)
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Planning, Decision-making, Working Memory
L3: ",L2
