Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,SWE-bench Verified evaluates software engineering agents on real GitHub issues where the model must generate a code patch that passes the repository’s tests. The “Verified” subset focuses on tasks that have been confirmed solvable and are graded by whether the produced patch resolves the issue under the benchmark harness.,"L1: Language Comprehension, Language Production (minor)
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction
L3: ",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-bench-style issue-to-patch evaluation beyond Python, covering multiple programming languages and ecosystems. It tests whether models can understand issues, navigate unfamiliar codebases, and implement fixes across diverse toolchains and language conventions.","L1: Language Comprehension
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a harder, more contamination-resistant software engineering benchmark with a larger and more industrially realistic task set. Models must produce correct multi-file patches in real repositories, often requiring deeper repo understanding, dependency reasoning, and more robust debugging than standard SWE-bench tasks.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Logical Reasoning, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition
L3: ",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic performance on real tasks in a command-line environment, such as debugging, building, configuring software, and manipulating files via shell commands. Success depends on choosing effective command sequences, interpreting tool outputs, and iterating when errors occur under resource and time constraints.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction, Logical Reasoning, Attention (minor)
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates deep-research style agents that must browse and synthesize information from a controlled document index to answer complex questions reproducibly. It emphasizes search strategy, evidence aggregation, and faithful synthesis from retrieved sources rather than open-web variability.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition
L3: Self-reflection (minor)",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench measures how well agents complete multi-turn customer-support tasks by combining natural language interaction with API/tool use while following domain policies (e.g., retail, airline, telecom). It stresses consistent policy adherence, state tracking across turns, and pragmatic tool decisions under conversational pressure.","L1: Language Comprehension, Language Production
L2: Decision-making, Planning, Working Memory
L3: Social Reasoning & Theory of Mind, Inhibitory Control, Empathy (minor)",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld benchmarks multimodal “computer use” agents operating in realistic desktop environments, requiring navigation across GUIs to complete tasks in applications and browsers. It tests whether an agent can perceive screen state, decide next interactions, and recover from mistakes over long action sequences.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Sensorimotor Coordination, Planning, Decision-making, Working Memory, Adaptive Error Correction
L3: ",L2
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI is a fluid-intelligence benchmark based on abstract grid transformation puzzles with only a few demonstrations per task. Models must infer latent rules and generalize them to new inputs, emphasizing novel pattern discovery rather than memorized domain knowledge.","L1: Visual Perception (minor)
L2: Scene Understanding & Visual Reasoning, Spatial Representation & Mapping, Logical Reasoning, Working Memory, Attention
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomy by having an agent run a simulated vending-machine business over many steps, making pricing, purchasing, and negotiation decisions. Performance is measured by final business outcomes, requiring sustained coherence, strategic planning, and adaptation to changing conditions.","L1: Language Production (minor)
L2: Planning, Decision-making, Reward Mechanisms, Working Memory, Episodic Memory (minor)
L3: Motivational Drives (minor), Social Reasoning & Theory of Mind (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol (MCP), where agents must discover tools, call them correctly, handle errors, and compose multi-step workflows across services. It emphasizes reliable orchestration across multiple tool calls and robust recovery when tool outputs are imperfect.","L1: Language Comprehension, Language Production (minor)
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction
L3: Inhibitory Control (minor)",L2
