Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,SWE-bench Verified evaluates an LLM’s ability to solve real-world software engineering issues by generating patches that make a repository’s tests pass. The “Verified” subset consists of tasks that have been validated as solvable and is typically run with a fixed agent scaffold to measure end-to-end coding reliability.,"L1: Language Comprehension
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making (minor)
L3: ",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-bench-style patch generation to multiple programming languages, assessing whether an agent can read, modify, and validate code across diverse language ecosystems. It stresses generalization of debugging and fix synthesis beyond a single language/tooling stack.","L1: Language Comprehension, Language Production (minor)
L2: Planning, Logical Reasoning, Adaptive Error Correction, Working Memory
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger and harder software engineering benchmark designed to be more challenging and more contamination-resistant, spanning multiple languages and more industrially realistic tasks. It requires sustained tool-driven iteration (edit–run tests–diagnose–repair) and robust handling of complex repos.","L1: 
L2: Planning, Decision-making, Logical Reasoning, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition
L3: Cognitive Flexibility (minor), Inhibitory Control (minor)",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic performance on real command-line tasks (e.g., using shell tools, editing files, running programs, and diagnosing failures) in constrained environments. It emphasizes practical problem-solving loops under tool feedback rather than pure text-only reasoning.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures deep-research performance where models must search, read, and synthesize information from a controlled document collection (or browsing-like setup) to answer questions. It targets long-horizon information gathering, source integration, and error recovery when evidence is incomplete or misleading.","L1: Language Comprehension
L2: Planning, Attention, Working Memory, Semantic Understanding & Context Recognition, Logical Reasoning (minor), Adaptive Error Correction (minor)
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive agent behavior in customer-support-like environments where the model must follow domain policies while using tools/APIs over multi-turn dialogs. It probes reliability under policy constraints, maintaining state across turns, and balancing user goals with rules.","L1: Language Comprehension, Language Production
L2: Decision-making, Planning, Working Memory
L3: Social Reasoning & Theory of Mind, Inhibitory Control, Empathy (minor)",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal “computer use” agents that must complete tasks by interacting with a graphical desktop environment (e.g., apps, web pages, dialogs) within step limits. It measures grounded perception-to-action competence: interpreting UI state, choosing actions, and recovering from mistakes.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Planning, Decision-making, Sensorimotor Coordination, Working Memory, Adaptive Error Correction
L3: ",L2
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI (Abstraction and Reasoning Corpus) tests few-shot induction of novel rules from small sets of input–output grid examples, aiming to measure fluid reasoning rather than memorized knowledge. Solutions typically require discovering compositional transformations and applying them to new instances.","L1: Visual Perception
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning, Planning (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 measures long-horizon autonomous business management in a simulated setting, where an agent runs a vending machine business over an extended period. Success depends on sustained coherence, strategy under uncertainty, and adapting decisions based on outcomes and market dynamics.","L1: 
L2: Planning, Decision-making, Reward Mechanisms, Working Memory, Adaptive Error Correction (minor)
L3: Cognitive Timing & Predictive Modeling, Self-reflection (minor)",L3
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol, emphasizing multi-step workflows that require tool discovery, correct invocation, and synthesis of outputs. It stresses robust orchestration across heterogeneous tools and handling errors/retries in production-like settings.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: ",L2
