Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,SWE-bench Verified evaluates software engineering agents on real GitHub issues by requiring them to generate a patch that makes a failing test suite pass. The “Verified” subset uses human validation and stricter evaluation infrastructure to ensure tasks are solvable and that proposed fixes are correctly assessed under reproducible conditions.,"L1: Language Comprehension (minor)
L2: Planning, Logical Reasoning, Adaptive Error Correction, Working Memory, Decision-making (minor)
L3: ",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-bench-style issue-to-patch tasks beyond Python, testing agents across multiple programming languages and ecosystems. It probes whether an agent can transfer debugging, test-driven fixing, and repository navigation skills across varied syntax, tooling, and library conventions.","L1: Language Comprehension (minor)
L2: Planning, Logical Reasoning, Adaptive Error Correction, Working Memory
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, more difficult software engineering benchmark designed to be more industrially relevant and contamination-resistant, spanning multiple languages and complex repos. Agents must identify root causes from issue descriptions and repository state, implement robust fixes, and satisfy evaluation tests under realistic constraints.","L1: Language Comprehension (minor)
L2: Planning, Logical Reasoning, Adaptive Error Correction, Working Memory, Decision-making (minor)
L3: ",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic performance on real command-line tasks (e.g., debugging, building, data processing, environment configuration) executed inside terminal environments. Success depends on choosing correct sequences of shell commands, interpreting tool output, and iteratively fixing errors under resource and time constraints.","L1: 
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Logical Reasoning (minor)
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates “deep research” agents by requiring them to answer difficult questions using browsing/search over a fixed document collection, emphasizing reproducibility across systems. It tests whether an agent can formulate search strategies, gather evidence from multiple sources, and synthesize a final grounded response.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Semantic Understanding & Context Recognition, Working Memory, Decision-making
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench measures an agent’s ability to resolve multi-turn customer support tasks in simulated domains (e.g., retail, airline, telecom) while using tools/APIs and following policies. It stresses instruction adherence under interaction, including handling conflicting user demands, tool errors, and domain-specific rules.","L1: Language Production
L2: Decision-making, Planning, Adaptive Error Correction (minor)
L3: Inhibitory Control, Social Reasoning & Theory of Mind, Empathy (minor)",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal computer-use agents that must complete tasks on an operating system (e.g., navigating applications, configuring settings, manipulating files) using visual observations and action APIs. The benchmark emphasizes robust GUI understanding and long-horizon task completion with realistic interface variability.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Planning, Decision-making, Sensorimotor Coordination (minor), Working Memory (minor)
L3: ",L2
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI (Abstraction and Reasoning Corpus) tests fluid reasoning on novel grid-based pattern transformation tasks given only a few demonstrations. Models must infer latent rules and generalize to new inputs, emphasizing abstraction, compositional reasoning, and robust generalization beyond memorization.","L1: 
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning, Planning (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomous business operation in a simulated vending-machine company over an extended time period. Agents must plan inventory and pricing, interact with suppliers, adapt to changing conditions, and remain coherent across many sequential decisions to maximize final balance.","L1: 
L2: Planning, Decision-making, Working Memory, Reward Mechanisms, Adaptive Error Correction (minor)
L3: Self-reflection (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol, where agents must discover appropriate tools, call them with correct arguments, handle failures, and integrate results. It targets multi-step workflow execution across heterogeneous services in production-like environments.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction
L3: ",L2
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent evaluates whether models can perform tasks typical of an entry-level financial analyst, such as extracting information from documents, building analyses, and producing well-structured outputs with appropriate assumptions. It emphasizes domain-grounded reasoning, numerical consistency, and procedural task execution over multi-step workflows.","L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Planning, Decision-making, Working Memory (minor), Adaptive Error Correction (minor)
L3: ",L2
