Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software engineering agents by giving a real GitHub issue plus a repository snapshot and requiring the model to produce a correct patch that makes the test suite pass. The “Verified” subset contains problems that have been manually checked to be solvable and to have reliable evaluation via unit tests, enabling more dependable comparisons across models and scaffolds.","Planning, Logical Reasoning, Adaptive Error Correction, Working Memory, Language Comprehension (minor), Language Production (minor)"
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-bench-style patch generation to multiple programming languages, testing whether an agent can diagnose and fix real issues beyond Python. It stresses cross-language generalization while preserving the same core setup: repository context, problem statement, and test-driven verification.","Cognitive Flexibility, Planning, Logical Reasoning, Adaptive Error Correction, Working Memory, Language Comprehension (minor)"
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, more difficult software engineering benchmark designed to be more realistic and more contamination-resistant than earlier SWE-bench variants. It typically involves longer issue descriptions, trickier repos, and higher demands on end-to-end agent reliability under test-based grading.","Planning, Decision-making, Logical Reasoning, Adaptive Error Correction, Working Memory, Cognitive Flexibility"
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agents performing real tasks in a command-line environment (e.g., debugging, installing dependencies, manipulating files, running programs, and verifying outputs). Success requires the agent to choose and sequence shell commands, interpret errors, and iteratively converge on a working solution under resource and time constraints.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Logical Reasoning, Attention (minor)"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures deep web-research capability by requiring models to answer questions that demand multi-step browsing and evidence gathering rather than single-pass recall. The benchmark emphasizes verifying claims across sources, handling long-horizon search, and synthesizing a final grounded response.","Planning, Decision-making, Attention, Working Memory, Semantic Understanding & Context Recognition, Episodic Memory (minor), Language Production (minor)"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive customer-support agents in simulated domains (e.g., retail, airline, telecom) where the model must converse with a user and call APIs while following domain policies. It probes reliability under multi-turn constraints, including policy compliance, tool correctness, and coherent task completion despite noisy or adversarial user behavior.","Social Reasoning & Theory of Mind, Inhibitory Control, Decision-making, Planning, Working Memory, Language Comprehension (minor), Empathy (minor)"
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld is a multimodal computer-use benchmark where an agent operates a real or simulated desktop OS to complete tasks across applications using screenshots and interface interactions. It tests end-to-end perception–cognition–action loops: reading UI state, planning clicks/typing sequences, and recovering from mistakes or unexpected UI changes.","Visual Perception, Visual Attention & Eye Movements, Sensorimotor Coordination, Planning, Adaptive Error Correction, Working Memory, Decision-making"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI is a few-shot abstract reasoning benchmark based on grid transformation puzzles, where the model must infer latent rules from a handful of input–output examples and apply them to a new input. It is designed to emphasize novel pattern induction and compositional reasoning rather than memorized knowledge.","Logical Reasoning, Cognitive Flexibility, Spatial Representation & Mapping, Working Memory, Attention (minor)"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomous agency in a simulated business environment where the agent runs a vending-machine company over an extended period. The model must manage inventory, pricing, supplier negotiation, and changing market conditions, with final profit/balance reflecting sustained strategic competence.","Planning, Decision-making, Reward Mechanisms, Working Memory, Adaptive Error Correction, Motivational Drives (minor), Self-reflection (minor)"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas benchmarks real-world tool use through the Model Context Protocol (MCP), requiring models to discover, invoke, and chain multiple tools across production-like server environments. It emphasizes correct parameterization, error handling, and multi-step workflow execution rather than single-call function use.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension (minor), Language Production (minor)"
