Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates code-fixing agents on real GitHub issues by requiring a patch that makes a project’s tests pass, with tasks curated/verified to be solvable and to have reliable evaluation. It emphasizes end-to-end software engineering behavior: reading issue context, locating relevant code, implementing changes, and validating via tests under a standardized harness.","Planning, Logical Reasoning, Adaptive Error Correction, Working Memory, Language Comprehension, Language Production (minor), Decision-making (minor)"
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-bench-style repository patching beyond Python to multiple programming languages, assessing whether agents can generalize debugging and implementation skills across ecosystems. Success requires understanding different build/test toolchains and language-specific conventions while still producing a correct patch under automated evaluation.","Planning, Logical Reasoning, Cognitive Flexibility, Adaptive Error Correction, Working Memory, Language Comprehension (minor)"
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, more difficult and more contamination-resistant software engineering benchmark spanning multiple languages and more complex industrial-style tasks. It stresses robust agentic coding under realistic repo constraints, often requiring deeper diagnosis, multi-file changes, and careful regression avoidance to pass tests.","Planning, Logical Reasoning, Adaptive Error Correction, Decision-making, Working Memory, Cognitive Flexibility (minor)"
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates autonomous agents operating in command-line environments to accomplish practical tasks (e.g., debugging, environment setup, data manipulation) using shell commands and tooling. It probes whether an agent can iteratively observe outputs/errors, adjust strategy, and complete goals within real execution constraints.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Attention (minor), Language Comprehension (minor)"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates “deep research” style browsing agents that must search, read, and synthesize information from a controlled web document index to answer questions. It emphasizes evidence-based retrieval, cross-document integration, and maintaining task coherence while using search/browse tools under evaluation constraints.","Planning, Attention, Semantic Understanding & Context Recognition, Language Comprehension, Working Memory, Decision-making (minor)"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench measures interactive tool-using agents in customer-support-style domains (e.g., retail, airline, telecom), requiring multi-turn dialogue with simulated users and programmatic API actions while following policies. It tests the agent’s ability to balance helpfulness with constraints, manage state over turns, and execute correct tool calls to resolve cases.","Social Reasoning & Theory of Mind, Inhibitory Control, Decision-making, Planning, Working Memory, Language Comprehension, Language Production, Empathy (minor)"
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal “computer use” agents that interact with operating-system desktops to complete tasks across applications via clicks, typing, and navigation. It stresses perception-action coupling: interpreting UI screenshots, choosing actions, and recovering from errors across long multi-step workflows.","Visual Perception, Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements (minor), Spatial Representation & Mapping, Sensorimotor Coordination, Planning, Decision-making, Adaptive Error Correction (minor)"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI (Abstraction and Reasoning Corpus) tests fluid, few-shot pattern induction on grid-based puzzles, where models must infer latent rules from a handful of input-output examples. It is designed to emphasize generalization to novel tasks over memorization, requiring abstraction, compositional reasoning, and rapid hypothesis testing.","Logical Reasoning, Cognitive Flexibility, Working Memory, Spatial Representation & Mapping, Visual Perception (minor), Scene Understanding & Visual Reasoning (minor)"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence by simulating running a vending-machine business over an extended period, scoring final outcomes such as profitability. It probes sustained planning, adapting to a changing market, and integrating information across many sequential decisions and interactions (e.g., supplier negotiation, inventory control).","Planning, Decision-making, Reward Mechanisms, Episodic Memory, Working Memory (minor), Social Reasoning & Theory of Mind (minor), Self-reflection (minor)"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas assesses real-world tool use via the Model Context Protocol by requiring multi-step workflows that involve discovering tools, invoking them correctly, handling failures, and synthesizing results. It targets reliable API interaction and orchestration behavior rather than purely linguistic competence.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension (minor), Semantic Understanding & Context Recognition (minor)"
