Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software engineering agents on real GitHub issues where the model must produce a code patch that makes the repository’s tests pass. The “Verified” subset consists of tasks that have been human-validated as solvable, emphasizing reliability of automated evaluation via unit tests.","Language Comprehension, Planning, Logical Reasoning, Adaptive Error Correction, Working Memory (minor), Decision-making (minor)"
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-bench to multiple programming languages, requiring models to resolve real-world issues across diverse language ecosystems and tooling conventions. It emphasizes cross-language generalization, code understanding, and patch generation under varying build/test workflows.","Language Comprehension, Cognitive Flexibility, Planning, Logical Reasoning, Adaptive Error Correction, Semantic Understanding & Context Recognition (minor)"
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, more difficult software engineering benchmark designed to better reflect industrial complexity and to be more resistant to contamination and shortcutting. It typically requires deeper repo understanding, longer dependency chains, and more robust debugging than SWE-bench Verified.","Language Comprehension, Planning, Logical Reasoning, Adaptive Error Correction, Working Memory (minor), Inhibitory Control (minor)"
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures how well an agent can complete realistic tasks in a command-line environment, such as installing dependencies, manipulating files, running programs, and debugging failures. It stresses iterative interaction with a tool (the shell) under resource and state constraints typical of real systems.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension (minor), Attention (minor)"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates deep research and browsing agents on questions that require gathering and synthesizing evidence from many documents rather than relying on memorized facts. It is designed to test search strategy, source integration, and faithful citation-like grounding over multi-step information-seeking episodes.","Planning, Semantic Understanding & Context Recognition, Working Memory, Decision-making, Episodic Memory (minor), Language Production (minor)"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench measures agentic customer-support performance in simulated domains (e.g., retail, airline, telecom) where models must converse with a user and call APIs while adhering to domain policies. It emphasizes multi-turn procedural compliance, tool-use reliability, and resolving user goals under constraints.","Social Reasoning & Theory of Mind, Decision-making, Planning, Language Comprehension, Language Production, Inhibitory Control (minor), Empathy (minor)"
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal “computer use” agents that must operate a desktop-like environment to complete tasks via GUI interactions, often using screenshots and action tools (click, type, scroll). It probes end-to-end perception-action loops, including interpreting interfaces and executing multi-step procedures.","Visual Perception, Visual Attention & Eye Movements, Sensorimotor Coordination, Planning, Decision-making, Adaptive Error Correction (minor)"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI tests fluid reasoning by asking models to infer latent rules from a small number of input-output grid examples and then apply the inferred transformation to a new grid. It aims to minimize reliance on prior knowledge, focusing on novel pattern discovery and systematic generalization.","Logical Reasoning, Cognitive Flexibility, Working Memory, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning (minor)"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomous agency by simulating operation of a vending machine business over extended time, scoring outcomes like final balance. Success requires sustained coherence, strategic adaptation to market dynamics, and consistent execution across many sequential decisions.","Planning, Decision-making, Reward Mechanisms, Working Memory, Episodic Memory (minor), Self-reflection (minor)"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas assesses real-world tool use via the Model Context Protocol, requiring models to discover tools, execute multi-step workflows across MCP servers, and integrate results into correct final answers. It stresses correct API invocation, error recovery, and coordination across heterogeneous tools and data sources.","Planning, Decision-making, Adaptive Error Correction, Working Memory (minor), Language Comprehension (minor)"
