Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates end-to-end software engineering by giving a model a real GitHub repository, an issue description, and a test suite; the model must produce a patch that makes the tests pass. The “Verified” subset consists of tasks that were validated (e.g., by human review and/or stronger filtering) to be solvable and to have reliable evaluation, reducing noise from ambiguous issues and flaky tests.","Language Comprehension, Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition, Decision-making (minor)"
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-bench-style repository-level bug fixing beyond Python to multiple programming languages, requiring models to interpret issues, navigate unfamiliar codebases, and apply correct language-specific edits. It emphasizes cross-language generalization while keeping the same core requirement: produce a patch that satisfies the project’s tests or checks.","Language Comprehension, Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Cognitive Flexibility, Semantic Understanding & Context Recognition, Language Production (minor)"
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a harder, larger-scale software engineering benchmark designed to be more challenging and more representative of professional development work than earlier SWE-bench variants. Tasks typically require deeper debugging and integration across files and components, with stronger emphasis on robustness and reduced susceptibility to shortcut solving.","Language Comprehension, Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making, Cognitive Flexibility (minor), Semantic Understanding & Context Recognition"
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic performance in real command-line environments, where the model must accomplish practical tasks by issuing shell commands, inspecting outputs, and iteratively correcting mistakes. It measures reliability under tool use and long-horizon execution, with success judged by task-specific checkers rather than subjective grading.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition, Logical Reasoning (minor), Language Comprehension (minor)"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates deep-research style web browsing where models must search, read, and synthesize information across multiple documents to answer difficult questions. It is designed to stress retrieval strategy, source integration, and avoiding unsupported claims when evidence is dispersed across pages.","Planning, Attention, Semantic Understanding & Context Recognition, Episodic Memory, Working Memory, Logical Reasoning, Language Comprehension, Language Production (minor)"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive, multi-turn customer-support agents that must use tools/APIs while following domain policies (e.g., retail, airline, telecom). The benchmark stresses consistent policy adherence, correct state tracking over dialogue, and robust tool use under realistic conversational pressure.","Social Reasoning & Theory of Mind, Inhibitory Control, Decision-making, Planning, Working Memory, Language Comprehension, Language Production, Empathy (minor)"
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld is a multimodal computer-use benchmark where agents operate a desktop-like environment to complete tasks by interpreting the screen and taking UI actions. It measures perception-to-action competence on realistic workflows, including navigation, form filling, file operations, and error recovery.","Visual Perception, Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Sensorimotor Coordination, Planning, Decision-making, Working Memory, Adaptive Error Correction (minor)"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI is a few-shot abstraction and reasoning benchmark where models infer a latent rule from a small number of input–output grid examples and apply it to a new grid. It targets generalization to novel transformations and compositional pattern induction rather than memorized task formats.,"Logical Reasoning, Cognitive Flexibility, Working Memory, Spatial Representation & Mapping, Attention, Scene Understanding & Visual Reasoning, Cognitive Timing & Predictive Modeling (minor)"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomous decision-making in a simulated vending-machine business over many steps (e.g., procurement, pricing, inventory, and negotiation-like interactions). The score is typically tied to final financial outcomes, requiring sustained coherence, adaptation to changing conditions, and strategic planning.","Planning, Decision-making, Reward Mechanisms, Episodic Memory, Working Memory, Motivational Drives (minor), Social Reasoning & Theory of Mind (minor), Adaptive Error Correction (minor)"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool-use via the Model Context Protocol (MCP), where models must discover appropriate tools, call them with correct arguments, handle failures, and synthesize results. It emphasizes multi-step workflow execution across heterogeneous APIs and environments.","Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition, Adaptive Error Correction, Language Comprehension (minor), Inhibitory Control (minor)"
