Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates whether a model can solve real GitHub software engineering issues by producing a code patch that makes the project’s tests pass. The “Verified” subset emphasizes tasks that have been validated as solvable and uses an execution-based harness to check correctness, reflecting realistic debugging and code-edit workflows.","Planning, Adaptive Error Correction, Logical Reasoning, Working Memory, Language Comprehension (minor), Decision-making (minor)"
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends the SWE-bench paradigm beyond Python, testing whether models can repair real repositories across multiple programming languages and ecosystems. It probes whether agents can transfer debugging and patch-construction strategies across different syntax, tooling, and conventions.","Planning, Adaptive Error Correction, Cognitive Flexibility, Logical Reasoning, Working Memory, Language Comprehension (minor)"
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a more challenging, more contamination-resistant software engineering benchmark designed to better approximate industrial difficulty, including more diverse tasks and multiple languages. It stresses end-to-end problem solving: understanding an issue, locating relevant code, implementing a fix, and validating it under a realistic evaluation harness.","Planning, Adaptive Error Correction, Logical Reasoning, Decision-making, Working Memory, Semantic Understanding & Context Recognition (minor)"
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic performance on real tasks inside a command-line environment, requiring models to choose commands, inspect files, run programs, and iteratively diagnose failures. Success depends on chaining tool interactions over multiple steps while maintaining state about what has been tried and what remains.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension (minor), Inhibitory Control (minor)"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures how well a model can use browsing/search-like tool interactions to answer difficult information-seeking questions that require multi-step investigation. It emphasizes decomposing queries, gathering evidence across sources, and synthesizing a final answer grounded in retrieved material.","Planning, Attention, Episodic Memory, Semantic Understanding & Context Recognition, Language Comprehension, Logical Reasoning (minor)"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive tool-using agents in multi-turn customer-service-style environments (e.g., retail, airline, telecom) with policies and APIs. It tests whether an agent can follow domain rules, ask clarifying questions, and reliably execute API/tool actions while maintaining coherent dialogue state.","Social Reasoning & Theory of Mind, Decision-making, Planning, Inhibitory Control, Working Memory, Language Production (minor), Empathy (minor)"
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld is a benchmark for multimodal computer-use agents operating a real (or realistic) desktop OS via screenshots and tool actions (mouse/keyboard-like operations). Tasks require navigating GUIs, locating information, and performing procedural operations across applications under step limits.","Visual Perception, Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Planning, Decision-making, Sensorimotor Coordination (minor), Working Memory (minor)"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI presents few-shot grid transformation problems intended to measure fluid reasoning: models infer the underlying rule from a small set of input-output examples and apply it to a new input. It is designed to minimize reliance on memorized knowledge and emphasize abstraction and systematic generalization.,"Logical Reasoning, Working Memory, Cognitive Flexibility, Spatial Representation & Mapping, Visual Perception (minor), Planning (minor)"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomous agency in a simulated business setting where the agent must manage a vending-machine operation over an extended period. High scores require sustained coherence, strategic planning, adaptation to changing conditions, and effective handling of multi-step operational decisions.","Planning, Decision-making, Reward Mechanisms, Episodic Memory, Working Memory, Self-reflection (minor), Social Reasoning & Theory of Mind (minor)"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool use through the Model Context Protocol, requiring models to discover appropriate tools, call them with correct arguments, handle errors, and integrate returned data. It reflects production-like multi-tool workflows, emphasizing robustness and correct orchestration over multiple steps.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension (minor)"
