Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,SWE-bench Verified evaluates software engineering agents on real GitHub issues by requiring them to produce patches that make a failing test suite pass. The Verified variant uses a curated subset of tasks that are human-validated as solvable and aims to reduce noise from ambiguous or incorrect problem instances.,"Planning, Decision-making, Adaptive Error Correction, Working Memory, Logical Reasoning, Language Comprehension, Semantic Understanding & Context Recognition (minor)"
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic problem-solving in command-line environments, where models must accomplish real tasks by issuing shell commands and inspecting outputs. It emphasizes iterative debugging, tool use, and robustness to environment feedback under realistic resource and time constraints.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension (minor), Inhibitory Control (minor)"
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures an agent’s ability to perform web-based information-seeking and synthesis, typically requiring multiple navigation steps, evidence gathering, and final answer generation. It stresses reliability under partial information and the need to reconcile conflicting sources.","Planning, Decision-making, Attention, Working Memory, Episodic Memory (minor), Language Comprehension, Semantic Understanding & Context Recognition, Language Production (minor)"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive customer-support agents that must follow domain policies while using tools/APIs in multi-turn dialogues with a simulated user. It probes whether the agent can maintain state, handle exceptions, and adhere to constraints despite user pressure or ambiguous situations.","Social Reasoning & Theory of Mind, Inhibitory Control, Planning, Decision-making, Working Memory, Language Comprehension, Language Production, Empathy (minor)"
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal computer-use agents on real desktop-like operating system tasks (e.g., navigating UIs, managing files, and using applications). Success requires grounding actions in visual observations and executing long, error-prone action chains with recovery from misclicks or misunderstandings.","Visual Perception, Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Sensorimotor Coordination, Planning, Decision-making, Adaptive Error Correction, Working Memory, Spatial Representation & Mapping (minor)"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI is a few-shot abstract reasoning benchmark where systems infer hidden rules from a handful of input–output grid examples and apply them to a new grid. It is designed to emphasize fluid reasoning and compositional generalization rather than memorization of task patterns.,"Logical Reasoning, Cognitive Flexibility, Working Memory, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning (minor), Attention (minor)"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomy by having an agent manage a simulated vending-machine business over an extended period (e.g., a year) with many sequential decisions. It stresses sustained coherence, planning under uncertainty, and adapting strategy based on market and operational feedback.","Planning, Decision-making, Reward Mechanisms, Cognitive Timing & Predictive Modeling, Working Memory, Episodic Memory (minor), Adaptive Error Correction (minor)"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool-use via the Model Context Protocol (MCP), requiring models to discover relevant tools, invoke them correctly, and compose multi-step workflows. It emphasizes correct API usage, error handling, and integrating tool outputs into final responses.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension, Language Production (minor)"
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent evaluates performance on tasks typical of an entry-level financial analyst, such as analysis, reasoning over financial documents/data, and producing decision-support outputs. It stresses quantitative and domain reasoning, structured communication, and workflow execution across subtasks.","Logical Reasoning, Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition, Language Production"
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent capabilities on large-scale, real-software vulnerability tasks, including identifying known weaknesses and discovering new ones. It stresses investigative reasoning, hypothesis testing, and iterative correction based on tool outputs and code evidence.","Logical Reasoning, Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension (minor)"
