Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software engineering agents on real GitHub issues by requiring them to generate a patch that fixes the bug or implements the requested change and passes the repository’s tests. The ""Verified"" split uses tasks that have been manually validated as solvable with the provided repo state and tests, emphasizing end-to-end debugging and codebase navigation under realistic constraints.","Planning, Decision-making, Logical Reasoning, Working Memory, Adaptive Error Correction, Language Comprehension, Language Production, Semantic Understanding & Context Recognition"
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures how well an agent can complete real-world tasks in a command-line environment, such as installing tools, manipulating files, running programs, and interpreting logs and outputs. It stresses reliable tool use over multiple steps, recovery from errors, and maintaining task state across long action sequences.","Planning, Decision-making, Working Memory, Adaptive Error Correction, Logical Reasoning, Semantic Understanding & Context Recognition, Inhibitory Control"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive, policy-constrained customer support agents that must communicate with a simulated user and call domain APIs to resolve multi-turn tasks (e.g., retail orders, airline changes, telecom troubleshooting). It probes whether the agent can follow rules consistently while still being helpful under conversational pressure and ambiguous user intent.","Language Comprehension, Language Production, Social Reasoning & Theory of Mind, Decision-making, Planning, Inhibitory Control, Empathy, Working Memory"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI is a few-shot abstract reasoning benchmark in which models infer hidden transformations from a small number of input-output grid examples and produce the correct output grid for a new input. The tasks are designed to emphasize novelty and compositional pattern learning rather than memorization of domain facts.,"Logical Reasoning, Cognitive Flexibility, Working Memory, Spatial Representation & Mapping, Visual Perception, Scene Understanding & Visual Reasoning, Attention"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence by simulating a year of operating a vending machine business, starting from a small budget. The agent must make repeated decisions about inventory, pricing, supplier negotiation, and adapting to market dynamics, with success measured by final financial outcomes.","Planning, Decision-making, Reward Mechanisms, Working Memory, Semantic Understanding & Context Recognition, Adaptive Error Correction, Self-reflection"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a frontier, multi-domain benchmark intended to stress advanced academic reasoning, specialized knowledge, and (in some settings) multimodal understanding across a large set of difficult questions. Evaluations often compare tool-free reasoning versus tool-enabled configurations (e.g., web search or code) to assess end-to-end problem solving.","Language Comprehension, Language Production, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Multisensory Integration, Decision-making"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 benchmarks competition-style mathematics problem solving, typically requiring multi-step symbolic reasoning, careful case analysis, and exact numeric answers. It is often used to measure reliability of chain-of-thought reasoning (tool-free) and the marginal benefit of external computation tools.","Logical Reasoning, Working Memory, Planning, Adaptive Error Correction, Cognitive Flexibility"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a hard subset of GPQA consisting of high-quality, graduate-level multiple-choice questions in sciences where non-experts tend to fail but experts succeed. It targets deep conceptual understanding and multi-step reasoning under a fixed set of answer options, discouraging shallow pattern matching.","Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Decision-making, Inhibitory Control, Language Comprehension"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU-style evaluation to multiple languages, testing broad academic knowledge and reasoning across many subjects via multiple-choice questions. It is used to assess multilingual generalization, robustness of learned concepts across languages, and consistency of knowledge retrieval.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Cognitive Flexibility"
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a multimodal benchmark that tests expert-level understanding and reasoning over images paired with text (e.g., diagrams, charts, scientific figures) across many disciplines. Compared with earlier multimodal benchmarks, it emphasizes harder questions, reduced shortcutting, and stronger evaluation protocols for vision-language reasoning.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Visual Attention & Eye Movements, Working Memory, Language Comprehension"
