Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,SWE-bench Verified evaluates software engineering by asking a model to fix real issues in open-source Python repositories and submit patches that pass the project’s tests. The “Verified” variant focuses on problems confirmed solvable and uses standardized evaluation to measure end-to-end bug fixing and code change quality.,"L1: Language Comprehension, Language Production
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction
L3: ",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures an agent’s ability to complete real command-line tasks (e.g., installing tools, manipulating files, running programs, debugging) in a sandboxed terminal environment. It emphasizes multi-step tool use with feedback from the environment (stdout/stderr, exit codes) and requires iterative troubleshooting.","L1: Language Comprehension
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive agent behavior in simulated service domains (e.g., retail, airline, telecom) where the model must follow policies while using tools/APIs across multiple turns. Success requires maintaining conversation state, executing correct tool calls, and balancing helpfulness with constraints.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Working Memory
L3: Inhibitory Control, Social Reasoning & Theory of Mind",L3
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI tests fluid reasoning through grid-based puzzles where the system must infer hidden rules from a few input–output examples and produce the correct output for a new input. It is designed to reward abstraction and generalization rather than memorization of specific tasks.,"L1: Visual Perception
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping, Planning
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence by simulating management of a vending machine business over an extended time period, scoring outcomes like final balance. The agent must make many sequential decisions (inventory, pricing, suppliers) under changing conditions, where early mistakes compound over time.","L1: 
L2: Planning, Decision-making, Reward Mechanisms, Working Memory, Semantic Understanding & Context Recognition, Adaptive Error Correction
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a difficult multimodal benchmark spanning advanced knowledge and reasoning across many domains, with questions intended to be at or beyond typical expert difficulty. It stresses integrating evidence (sometimes from images) with rigorous multi-step reasoning to arrive at final answers.","L1: Language Comprehension, Language Production, Visual Perception
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Scene Understanding & Visual Reasoning
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 benchmarks competition-style mathematics using problems from the American Invitational Mathematics Examination. It emphasizes multi-step derivations, careful constraint handling, and exact final numeric answers rather than explanation quality.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Adaptive Error Correction
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-difficulty multiple-choice science QA benchmark designed to be resistant to shallow pattern matching and web-search shortcuts. The Diamond subset focuses on the most carefully curated questions, emphasizing deep scientific reasoning under uncertainty.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Decision-making
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends broad academic knowledge testing across many subjects into multiple languages, assessing whether a model can understand prompts and answer correctly beyond English. It measures multilingual generalization of knowledge and reasoning across diverse domains.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro evaluates multimodal understanding and reasoning across expert-level topics by requiring models to answer questions grounded in images (diagrams, charts, figures) plus text. It stresses robust visual grounding, cross-modal integration, and disciplined reasoning under multiple-choice constraints.","L1: Visual Perception, Language Comprehension
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory, Visual Attention & Eye Movements
L3: ",L2
