Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,SWE-bench Verified evaluates LLM-based software engineering agents on real GitHub issues by asking them to produce code changes that make a failing test suite pass. The “Verified” subset uses human-validated tasks and standardized evaluation harnesses to ensure the issues are solvable and that patches are graded reliably by running tests.,"Language Comprehension, Language Production, Logical Reasoning, Planning, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition"
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 tests agents in real command-line environments where they must complete multi-step tasks by issuing shell commands, editing files, and interpreting program outputs. Success depends on correctly navigating stateful environments, debugging failures, and iterating toward a working solution under resource constraints.","Planning, Decision-making, Working Memory, Adaptive Error Correction, Logical Reasoning, Semantic Understanding & Context Recognition, Inhibitory Control"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates tool-using conversational agents in simulated customer-support domains (e.g., retail, airline, telecom) where the agent must follow policies while using APIs over multiple turns. It stresses robust interaction with a user simulator, correct tool invocation, and adherence to constraints despite ambiguity and adversarial or distracting context.","Language Comprehension, Language Production, Decision-making, Planning, Working Memory, Social Reasoning & Theory of Mind, Inhibitory Control, Attention"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI measures “fluid” pattern generalization by presenting a few input–output grid examples and asking the model to infer the hidden transformation for a new grid. Tasks are designed to be novel and low-data, emphasizing abstraction, compositional reasoning, and systematic generalization rather than memorization.","Logical Reasoning, Working Memory, Cognitive Flexibility, Spatial Representation & Mapping, Visual Perception, Scene Understanding & Visual Reasoning, Attention"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomy by having an agent run a simulated vending machine business across many decisions (inventory, pricing, suppliers, budgeting) with delayed consequences. The score reflects sustained coherence and strategy over extended interaction sequences rather than isolated short tasks.","Planning, Decision-making, Working Memory, Reward Mechanisms, Semantic Understanding & Context Recognition, Self-reflection, Adaptive Error Correction"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a challenging multi-domain (often multimodal) benchmark intended to probe frontier knowledge and reasoning on difficult questions across many subjects. It emphasizes complex problem solving, careful reading, and synthesis, and is frequently reported both with and without tool use (e.g., search or code).","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 is a competition-math benchmark drawn from the American Invitational Mathematics Examination, focusing on nontrivial algebra, geometry, number theory, and counting problems. It rewards precise multi-step derivations and error-free symbolic reasoning under strict answer formats.","Logical Reasoning, Working Memory, Adaptive Error Correction, Attention"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a graduate-level, “Google-proof” multiple-choice science benchmark designed to resist simple retrieval and reward genuine reasoning. The Diamond subset is curated for high quality, with questions that require deep understanding across physics, chemistry, and biology.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Inhibitory Control"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends broad academic knowledge testing to multiple languages, evaluating whether models can answer questions across many subjects beyond English. It probes both multilingual comprehension and whether reasoning and knowledge transfer remain robust under language shifts.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Cognitive Flexibility"
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a harder multimodal benchmark that tests expert-level understanding and reasoning over images plus text across many disciplines (e.g., charts, diagrams, scientific figures). It emphasizes grounded interpretation of visual evidence and integrating it with domain knowledge to select or construct correct answers.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Language Comprehension, Logical Reasoning, Working Memory, Visual Attention & Eye Movements"
