Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software engineering ability by giving a model a real GitHub repository plus an issue description, then scoring whether the model produces a patch that makes the repository’s tests pass. The “Verified” subset uses human-validated tasks intended to be solvable and to reduce noise from ambiguous or broken tasks.","L1: Language Comprehension
L2: Planning, Logical Reasoning, Adaptive Error Correction, Working Memory
L3: ",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures agentic competence in real command-line environments, where models must use shell commands, inspect files, install/run tools, and iteratively troubleshoot to complete tasks. It emphasizes end-to-end execution under realistic system constraints rather than single-shot question answering.","L1: 
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Attention
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates tool-using customer-support agents in multi-turn simulations (e.g., retail, airline, telecom) that require calling APIs, following domain policies, and maintaining coherent dialogue with a simulated user. Scoring rewards both task completion and policy-consistent behavior across long interactions.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Working Memory
L3: Inhibitory Control, Social Reasoning & Theory of Mind",L3
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI tests “fluid” abstract reasoning using grid-based input–output examples where a model must infer the hidden transformation rule from only a few demonstrations. Success requires generalizing to novel patterns and compositions rather than recalling domain facts.,"L1: Visual Perception
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomous agency by having a model run a simulated vending-machine business over an extended time period, making thousands of decisions about inventory, pricing, supplier negotiation, and cash management. Performance is typically based on final business outcomes (e.g., ending balance), stressing sustained coherence and strategy.","L1: 
L2: Planning, Decision-making, Reward Mechanisms, Working Memory
L3: Self-reflection",L3
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a difficult, broad benchmark intended to probe frontier-level knowledge and reasoning across many domains, with many questions designed to be challenging for both models and non-experts. Variants may be run with or without tools (e.g., search/code), and grading is typically strict due to the long-tail of specialized topics.","L1: Language Comprehension, Visual Perception
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Scene Understanding & Visual Reasoning
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-style mathematics using problems from the American Invitational Mathematics Examination, emphasizing multi-step derivations and careful symbolic manipulation. Because answers are typically short (often a single integer), the benchmark heavily rewards correct intermediate reasoning under tight constraints.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Adaptive Error Correction
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-difficulty multiple-choice science benchmark (physics, chemistry, biology) designed to be “Google-proof,” focusing on questions that require expert-level understanding rather than superficial recall. The Diamond subset is curated for quality and difficulty, making it a common stress test for frontier reasoning in scientific domains.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory
L3: Inhibitory Control",L3
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends the MMLU-style academic knowledge evaluation to multiple languages, probing whether models can maintain subject-matter competence and reasoning across diverse linguistic contexts. It spans many subjects and tests both understanding of the prompt language and robust cross-lingual generalization.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory
L3: Cognitive Flexibility",L3
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a professional-grade multimodal benchmark that tests expert-level understanding and reasoning over text-plus-image questions across many disciplines (e.g., science, engineering, medicine). It emphasizes complex visual interpretation and grounded reasoning rather than simple recognition.","L1: Visual Perception
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Logical Reasoning, Working Memory, Attention
L3: ",L2
