Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a large, hard software engineering benchmark where a model must produce patches that fix real issues in open-source repositories and satisfy hidden tests. Compared with SWE-bench Verified, it broadens difficulty and (typically) language and task diversity, stressing end-to-end code understanding, editing, and debugging under realistic constraints.","Language Comprehension, Language Production, Planning, Decision-making, Adaptive Error Correction, Working Memory, Logical Reasoning"
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates computer-use agents that operate a real desktop environment to complete multi-step tasks across applications (e.g., browsing, file operations, productivity tools). Agents must interpret screenshots and UI state, choose actions (click/type/shortcut), and recover from errors within a step budget.","Visual Perception, Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Sensorimotor Coordination, Spatial Representation & Mapping, Planning, Decision-making, Working Memory, Adaptive Error Correction"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI measures few-shot abstract reasoning on grid-based puzzles where the system must infer a hidden rule from a handful of input–output examples and apply it to a new input. The benchmark is designed to emphasize generalization to novel patterns rather than memorization of task types.,"Logical Reasoning, Cognitive Flexibility, Working Memory, Visual Perception, Spatial Representation & Mapping, Planning, Attention"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomous agency in a simulated vending-machine business over an extended time period. The agent must manage inventory and cash flow, interact with suppliers/customers via messages, adapt to changing conditions, and maintain coherent strategy across many decisions.","Planning, Decision-making, Reward Mechanisms, Cognitive Timing & Predictive Modeling, Working Memory, Language Comprehension, Language Production, Adaptive Error Correction"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas assesses real-world tool use via the Model Context Protocol by requiring models to discover, call, and compose tools across multi-step workflows. Tasks emphasize correct parameterization, handling tool errors, and integrating tool outputs into a final answer.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension, Language Production, Semantic Understanding & Context Recognition"
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent capabilities on tasks such as reproducing known vulnerabilities in real projects and, in some settings, discovering new vulnerabilities. It stresses understanding codebases and vulnerability descriptions, forming hypotheses, and iteratively testing and refining exploits or patches.","Logical Reasoning, Planning, Adaptive Error Correction, Working Memory, Language Comprehension, Decision-making, Semantic Understanding & Context Recognition"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a multimodal benchmark intended to probe frontier academic knowledge and reasoning across many domains, often at expert difficulty. Questions can require synthesizing information, performing multi-step reasoning, and (in some configurations) using tools like search or code to verify results.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Visual Perception, Planning, Decision-making"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of GPQA composed of very difficult multiple-choice science questions designed to be resistant to superficial retrieval. It emphasizes deep domain understanding, careful elimination among options, and robust reasoning under uncertainty.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Decision-making"
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a challenging multimodal benchmark spanning many disciplines, requiring models to answer questions grounded in images (figures, diagrams, charts) and text. It stresses integrated visual–text reasoning and precise interpretation of scientific/technical visuals.","Multisensory Integration, Visual Perception, Scene Understanding & Visual Reasoning, Language Comprehension, Logical Reasoning, Working Memory, Attention"
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR-centric extraction across heterogeneous layouts (text, formulas, tables, reading order). Systems must recognize content and structure from document images and reconstruct or extract it with high fidelity.","Visual Perception, Scene Understanding & Visual Reasoning, Attention, Language Comprehension, Working Memory"
