Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,SWE-bench Verified evaluates software engineering agents by giving them a real GitHub issue plus repository context and asking them to produce a patch that makes the test suite pass. The Verified split adds additional human verification to ensure tasks are solvable and that the evaluation reliably reflects end-to-end debugging and code change competence.,"Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making"
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures an agent’s ability to complete practical tasks in a command-line environment (e.g., installing tools, manipulating files, running programs, and troubleshooting). Success depends on choosing correct shell commands, interpreting outputs, and iterating when errors occur under realistic constraints.","Planning, Decision-making, Working Memory, Adaptive Error Correction, Language Comprehension, Inhibitory Control"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates tool-using, policy-following customer support agents in simulated domains (e.g., retail, airline, telecom) that require multi-turn interaction with a user and APIs. It tests whether an agent can achieve user goals while adhering to domain rules and maintaining consistent behavior across long dialogues.","Language Comprehension, Language Production, Social Reasoning & Theory of Mind, Decision-making, Planning, Inhibitory Control, Working Memory, Empathy"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI is a few-shot abstract reasoning benchmark where models infer the hidden transformation rule from a small number of input–output grid examples and apply it to a new grid. It targets generalization to novel concepts and compositional rules rather than memorized domain knowledge.,"Logical Reasoning, Cognitive Flexibility, Working Memory, Spatial Representation & Mapping, Attention, Cognitive Timing & Predictive Modeling"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence and strategy by simulating operation of a vending machine business over an extended period. The agent must manage inventory, pricing, supplier interactions, and cash flow to maximize final balance while adapting to changing conditions.","Planning, Decision-making, Working Memory, Reward Mechanisms, Cognitive Timing & Predictive Modeling, Adaptive Error Correction"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a broad, frontier-level benchmark spanning difficult questions across many academic and professional domains (often including multimodal items). It emphasizes deep reasoning, precise knowledge application, and (in tool-enabled settings) effective use of search/code tools without over-relying on spurious sources.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Planning, Adaptive Error Correction, Visual Perception, Scene Understanding & Visual Reasoning"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 consists of competition mathematics problems designed to test multi-step mathematical reasoning under tight answer formats. It rewards structured derivations, careful error-checking, and the ability to maintain intermediate constraints across long solution chains.","Logical Reasoning, Working Memory, Adaptive Error Correction, Planning"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,GPQA Diamond is a challenging multiple-choice science QA benchmark curated to be difficult for non-experts and resistant to simple web lookup. It measures whether models can apply graduate-level scientific knowledge and reasoning to distinguish among close distractors.,"Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Decision-making"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends broad subject-matter testing into multiple languages, probing whether models can answer questions across many academic domains beyond English. It highlights multilingual understanding, cross-lingual transfer, and robustness of knowledge and reasoning under language variation.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory"
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a multimodal benchmark requiring models to answer expert-level questions grounded in images (diagrams, charts, figures) alongside text. It stresses integrated visual understanding and textual reasoning, often requiring interpretation of fine-grained visual evidence.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Visual Attention & Eye Movements, Logical Reasoning, Working Memory"
