Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software-engineering agents on real GitHub issues where the model must produce code patches that pass the project’s test suite. The “Verified” subset is curated to remove ambiguous or unsolvable tasks, focusing the score on reliably planning, implementing, and validating fixes under realistic repo constraints.","L1: Language Comprehension
L2: Planning, Logical Reasoning, Adaptive Error Correction, Working Memory, Decision-making
L3: ",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures an agent’s ability to complete real command-line tasks by interacting with a Unix-like environment (e.g., running programs, inspecting files, and iterating on errors). It emphasizes long-horizon execution with tool feedback loops, where success depends on choosing correct shell actions and recovering from failures.","L1: Language Comprehension
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates tool-using customer-support agents in simulated domains (e.g., retail, airline, telecom) that require multi-turn dialogue plus API calls under policy constraints. It tests whether an agent can follow rules, gather needed information from a user, and execute correct tool actions to resolve a case end-to-end.","L1: Language Comprehension, Language Production
L2: Decision-making, Planning
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI tests “fluid” abstract reasoning by presenting a small set of input-output grid examples and requiring the model to infer the latent rule and produce the correct output for a new grid. The tasks are designed to be novel and compositional, rewarding flexible hypothesis formation rather than rote pattern matching.","L1: 
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence and strategy by simulating operation of a vending-machine business over an extended period. The agent must manage inventory, pricing, supplier interactions, and cash flow, making many sequential decisions that trade off short-term costs against long-term profit.","L1: 
L2: Planning, Decision-making, Reward Mechanisms, Working Memory, Semantic Understanding & Context Recognition
L3: Cognitive Timing & Predictive Modeling",L3
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a broad, frontier-difficulty benchmark spanning many expert-level questions, often including multimodal items and requiring nontrivial reasoning. It aims to approximate challenging real-world problem solving where models must integrate knowledge and reasoning (and sometimes tools) to reach correct answers.","L1: Language Comprehension, Language Production
L2: Logical Reasoning, Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition, Working Memory
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 uses problems from a high-level mathematics competition that require multi-step derivations, careful case analysis, and precise numerical answers. It stresses reliability of symbolic reasoning and the ability to carry intermediate results correctly across a solution.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Adaptive Error Correction
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond consists of graduate-level, “Google-proof” multiple-choice science questions selected to be difficult for non-experts and to reduce simple retrieval advantages. It probes deep scientific understanding and multi-step reasoning under time/attention constraints typical of exam-style questions.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends broad academic knowledge testing across many subjects and multiple non-English languages, measuring whether a model retains competence beyond English-only settings. It captures how well models generalize semantic knowledge and reasoning across linguistic variation and domain contexts.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a multimodal, expert-level benchmark where questions require combining visual inputs (diagrams, plots, screenshots, scientific figures) with text to answer. It targets robust multimodal grounding, cross-domain reasoning, and careful interpretation of visual evidence.","L1: Visual Perception, Language Comprehension
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Visual Attention & Eye Movements
L3: ",L2
