Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro evaluates real-world software engineering by giving a model a repository, an issue description, and requiring it to produce a correct patch that passes tests. Compared to earlier SWE-bench variants, it is designed to be more challenging and more representative of professional, multi-language engineering work under realistic constraints.","Language Comprehension, Language Production, Logical Reasoning, Planning, Working Memory, Adaptive Error Correction, Decision-making"
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates computer-use agents on end-to-end tasks inside a real operating system environment (e.g., browsing, file operations, app interactions) using screenshots and GUI actions. Success requires interpreting interface state, selecting correct UI operations over many steps, and recovering from action or perception errors.","Visual Perception, Scene Understanding & Visual Reasoning, Attention, Spatial Representation & Mapping, Planning, Decision-making, Sensorimotor Coordination, Working Memory"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI measures fluid reasoning via novel grid transformation puzzles where only a few input-output examples are provided and the model must infer the hidden rule. It is designed to emphasize generalization to unfamiliar tasks rather than memorization of domain knowledge.,"Logical Reasoning, Working Memory, Cognitive Flexibility, Attention, Planning, Scene Understanding & Visual Reasoning, Spatial Representation & Mapping"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomous agent behavior by having a model run a simulated vending machine business over an extended period, making thousands of operational and strategic decisions. It rewards sustained coherence, adaptive strategy, and effective interaction with simulated stakeholders (e.g., suppliers) to maximize final balance.","Planning, Decision-making, Working Memory, Episodic Memory, Reward Mechanisms, Motivational Drives, Language Comprehension, Language Production, Social Reasoning & Theory of Mind"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use through the Model Context Protocol (MCP), requiring models to discover tools, call them with correct arguments, and compose multi-step workflows. Tasks stress robustness to tool errors, retries, and cross-tool integration in production-like environments.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Attention, Language Comprehension, Language Production"
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym benchmarks agentic cybersecurity skill by testing whether models can locate known vulnerabilities in real open-source projects from a weakness description and, in some settings, discover new vulnerabilities. It emphasizes structured investigation across codebases and precise reasoning about program behavior and security properties.","Logical Reasoning, Planning, Adaptive Error Correction, Working Memory, Attention, Language Comprehension, Decision-making"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a difficult, frontier-level benchmark spanning broad academic and professional knowledge, including multimodal questions, often intended to stress test models near the limits of current capability. Variants may allow tool use (e.g., search, code execution), testing whether models can orchestrate reasoning and tools without losing reliability.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Visual Perception, Scene Understanding & Visual Reasoning, Planning, Decision-making"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,GPQA Diamond is a high-quality subset of extremely challenging graduate-level science multiple-choice questions designed to be resistant to shallow pattern matching and simple web search. It probes whether a model can integrate scientific knowledge with multi-step reasoning to select the best answer under distractors.,"Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Attention"
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro evaluates expert-level multimodal understanding and reasoning across many disciplines using images (e.g., diagrams, plots, scientific figures) paired with text questions. It stresses grounded visual reasoning and the ability to combine information from multiple modalities to reach a correct choice or explanation.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Language Comprehension, Logical Reasoning, Working Memory, Attention"
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document AI systems on end-to-end understanding of complex documents, including OCR text accuracy, table structure, formula recognition, and reading order. It tests whether a model can preserve layout and structure while converting visual documents into faithful, usable representations.","Visual Perception, Scene Understanding & Visual Reasoning, Spatial Representation & Mapping, Attention, Language Comprehension, Working Memory"
