Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software-engineering capability by asking a model to produce patches in real GitHub repositories so that previously failing tests pass. The “Verified” split consists of tasks that have been validated as solvable and are typically scored by running the repo’s test suite to check functional correctness, emphasizing end-to-end debugging and code editing rather than isolated coding puzzles.","Planning, Logical Reasoning, Adaptive Error Correction, Working Memory, Language Comprehension, Language Production"
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures how well an agent can complete real tasks in a command-line environment, such as installing dependencies, manipulating files, running programs, and diagnosing failures. Success depends on choosing effective command sequences, interpreting tool outputs, and iteratively correcting mistakes under environment constraints.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension, Language Production, Inhibitory Control"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive agent performance in multi-turn customer-support style settings (e.g., retail, airline, telecom) where the agent must use tools/APIs and follow domain policies. It stresses consistent policy adherence while responding helpfully to a simulated user over long dialogs with state changes and external actions.","Social Reasoning & Theory of Mind, Decision-making, Planning, Inhibitory Control, Working Memory, Language Comprehension, Language Production"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI is a fluid-intelligence benchmark of novel pattern induction on small grid-based tasks: the model sees a few input–output examples and must infer the hidden transformation rule for a new input. It is designed to reward generalization and compositional reasoning under minimal supervision and few-shot evidence.,"Logical Reasoning, Cognitive Flexibility, Working Memory, Spatial Representation & Mapping, Visual Perception, Scene Understanding & Visual Reasoning, Attention"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 tests long-horizon agent coherence and strategy by simulating a year of running a vending-machine business, requiring repeated decisions about purchasing, pricing, inventory, and negotiations. The benchmark rewards sustained planning, adapting to market dynamics, and maintaining consistent goals across many steps.","Planning, Decision-making, Reward Mechanisms, Working Memory, Episodic Memory, Cognitive Timing & Predictive Modeling, Language Comprehension, Language Production"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a large, frontier-level benchmark of difficult questions spanning advanced academic and professional knowledge, often including multimodal items. It aims to measure robust reasoning and synthesis rather than rote recall, and is commonly evaluated both with and without tool assistance (e.g., code or search) depending on the setup.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Scene Understanding & Visual Reasoning, Visual Perception"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 consists of competition-style mathematics problems that require multi-step derivations and careful symbolic manipulation. Performance reflects the model’s ability to plan solution strategies, execute precise intermediate steps, and avoid or correct algebraic/logical slips.","Logical Reasoning, Planning, Working Memory, Adaptive Error Correction"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of graduate-level multiple-choice science questions designed to be difficult to answer via shallow pattern matching. It emphasizes deep domain understanding and reasoning over plausible distractors across physics, chemistry, and biology.","Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Inhibitory Control, Language Comprehension"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends broad subject-area testing into multiple languages, evaluating whether a model’s knowledge and reasoning transfer beyond English across many academic topics. It probes multilingual comprehension and the ability to map questions in diverse languages onto correct conceptual and factual knowledge.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory"
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a multimodal benchmark of expert-level questions that combine text with images (e.g., diagrams, charts, scientific figures) and require multi-step reasoning. It tests whether models can integrate visual evidence with language instructions and domain knowledge to select or produce correct answers.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Language Comprehension, Logical Reasoning, Working Memory, Visual Attention & Eye Movements"
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex aggregates challenging math problems to compare advanced mathematical reasoning across models under standardized prompting and scoring. It targets non-trivial problem solving (often beyond basic contest items), where success depends on sustained chains of reasoning and error-resistant computation.","Logical Reasoning, Planning, Working Memory, Adaptive Error Correction"
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates GUI understanding and grounding from screenshots, typically requiring the model to identify interface elements, interpret layout, and answer questions tied to precise visual targets. It stresses spatially grounded visual reasoning and robust attention to small but task-critical UI details.","Visual Perception, Visual Attention & Eye Movements, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning, Decision-making, Working Memory"
