Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro evaluates software engineering agents on realistic repo-level bug-fix and feature tasks that require producing correct patches that pass tests under an automated harness. Compared with simpler coding sets, it emphasizes harder, more diverse, and more contamination-resistant tasks across multiple programming languages and real project constraints.","Planning, Adaptive Error Correction, Logical Reasoning, Working Memory, Decision-making (minor), Language Comprehension (minor), Language Production (minor)"
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld measures “computer use” by having an agent complete user-like tasks in a real operating-system environment, such as navigating GUIs, manipulating files, and using applications. Success depends on interpreting screenshots and UI state, selecting actions over many steps, and recovering from tool/UI errors.","Visual Perception, Scene Understanding & Visual Reasoning, Planning, Decision-making, Attention, Sensorimotor Coordination, Working Memory (minor), Adaptive Error Correction (minor), Spatial Representation & Mapping (minor)"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI evaluates abstraction and fluid reasoning using small grid-based input–output examples where a hidden rule must be inferred and applied to new instances. Tasks are designed to require systematic generalization from only a few demonstrations rather than relying on memorized patterns.,"Logical Reasoning, Cognitive Flexibility, Working Memory, Spatial Representation & Mapping, Attention (minor), Scene Understanding & Visual Reasoning (minor)"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence by simulating a year of running a vending-machine business with many interdependent decisions (inventory, pricing, supplier negotiation, and adaptation to market conditions). The score is based on final outcomes (e.g., balance/profit), rewarding sustained strategy rather than single-step correctness.","Planning, Decision-making, Reward Mechanisms, Working Memory, Adaptive Error Correction (minor), Language Production (minor), Semantic Understanding & Context Recognition (minor)"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas assesses real-world tool use via the Model Context Protocol, requiring models to discover tools, call them with correct schemas, handle errors/retries, and integrate results into final answers. It targets multi-step workflow execution over authentic API-like tool surfaces rather than pure text-only reasoning.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Language Comprehension (minor), Language Production (minor)"
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent capability on tasks such as locating known vulnerabilities from descriptions and discovering new vulnerabilities in real open-source codebases at scale. It emphasizes end-to-end technical reasoning: understanding code, hypothesizing flaws, validating findings, and producing correct exploit/vulnerability reports under an evaluation harness.","Logical Reasoning, Planning, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition, Inhibitory Control (minor), Decision-making (minor)"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a large, frontier-level benchmark intended to probe advanced academic and professional knowledge across many domains, with an emphasis on difficult reasoning rather than routine recall. It includes challenging questions (often multimodal) designed to separate top models and to test robustness under high uncertainty.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor), Visual Perception (minor), Scene Understanding & Visual Reasoning (minor)"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,GPQA Diamond is a high-quality subset of graduate-level multiple-choice science questions designed to be difficult for non-experts and resistant to simple web lookup. It tests whether a model can use scientific understanding and multi-step reasoning to select the correct option under tight distractors.,"Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor), Decision-making (minor)"
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro evaluates expert-level multimodal understanding across many disciplines using problems that combine images (e.g., diagrams, charts, scenes) and text. It targets multi-step reasoning grounded in visual evidence, often requiring careful interpretation of figures and domain knowledge.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Language Comprehension, Logical Reasoning, Visual Attention & Eye Movements (minor), Working Memory (minor)"
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 measures document understanding and OCR robustness across heterogeneous layouts, including text, formulas, tables, and reading order. It evaluates whether a system can accurately perceive and reconstruct structured content from document images rather than only recognizing isolated text lines.","Visual Perception, Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Language Comprehension (minor), Semantic Understanding & Context Recognition (minor), Working Memory (minor)"
