Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software engineering agents by asking them to produce code patches that fix real issues in Python repositories, then running the project’s tests to verify correctness. The Verified subset uses tasks curated to be solvable and to reduce ambiguous problem statements and flaky evaluation, emphasizing end-to-end repo understanding, implementation, and debugging.","L1: Language Comprehension (minor)
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making (minor)
L3: ",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures an agent’s ability to accomplish practical command-line tasks in sandboxed environments (e.g., installing tools, manipulating files, running programs, and debugging failures). Success typically requires iteratively issuing shell commands, interpreting tool outputs, and recovering from errors under resource and time constraints.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Attention (minor)
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates tool-using customer-support agents in multi-turn scenarios (e.g., retail, airline, telecom) where the model must follow domain policies while interacting with simulated users and backend APIs. It stresses reliable tool invocation, policy compliance across long dialogues, and robust handling of edge cases and user pressure.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making
L3: Inhibitory Control, Social Reasoning & Theory of Mind (minor)",L3
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI measures abstract, few-shot “fluid intelligence” by requiring models to infer transformation rules from a small number of input–output grid examples and apply them to a new grid. The tasks are designed to penalize rote memorization and reward flexible rule induction and compositional generalization.","L1: 
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence and strategy in a simulated year-long vending-machine business, where the agent must manage inventory, pricing, supplier negotiation, and budgeting. The score is based on business outcomes (e.g., final balance), rewarding sustained planning and adaptation across many steps rather than single-turn correctness.","L1: 
L2: Planning, Decision-making, Reward Mechanisms, Working Memory, Adaptive Error Correction (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a frontier, multidisciplinary benchmark with difficult questions intended to probe deep reasoning and broad knowledge, often across multimodal inputs. It is commonly used to compare models both with and without tools (e.g., search, code execution), emphasizing synthesis and error-avoidant problem solving on hard items.","L1: Language Comprehension, Visual Perception (minor)
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor), Multisensory Integration (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-style mathematics problem solving using short-answer questions that typically require multi-step derivations rather than pattern matching. It stresses symbolic manipulation, precise quantitative reasoning, and maintaining intermediate results across a solution chain.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: Cognitive Flexibility (minor)",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,GPQA Diamond is a high-difficulty subset of graduate-level multiple-choice science questions designed to be resistant to shallow retrieval and to require careful reasoning. It probes whether models can integrate domain knowledge with multi-step inference under adversarially hard distractors.,"L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU to multiple languages, testing broad academic knowledge and reasoning across many subjects and non-English settings. It emphasizes cross-lingual understanding and robustness to linguistic variation while keeping the underlying task formats similar to standard knowledge exams.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a multimodal expert-level benchmark that evaluates understanding and reasoning over images paired with text across many disciplines, with a focus on harder professional-grade items. It targets integrated visual–text reasoning (e.g., interpreting diagrams, tables, charts, and technical visuals) rather than pure OCR.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory (minor)
L3: ",L2
