Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates whether a model can resolve real GitHub issues by producing a correct code patch that passes repository tests under a standardized harness. The “Verified” subset uses tasks filtered/validated to be solvable and to reduce ambiguous or uncheckable instances, emphasizing reliable end-to-end software engineering.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction
L3: ",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures an agent’s ability to complete practical tasks inside a command-line environment (e.g., configuring tools, editing files, running programs, debugging). Success requires sequencing tool invocations, interpreting tool output, and iterating when commands or hypotheses fail.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive, policy-constrained agent behavior in realistic customer-support style domains (e.g., retail, airline, telecom) with simulated users and APIs. The agent must follow domain rules while completing multi-turn workflows, handling exceptions, and maintaining consistency across the dialogue.","L1: Language Comprehension, Language Production
L2: Decision-making, Planning, Working Memory (minor)
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI tests few-shot “fluid reasoning” on novel grid transformation puzzles where the model must infer latent rules from a handful of input–output examples. It emphasizes abstraction, generalization to unfamiliar patterns, and robustness to distribution shift rather than memorized knowledge.","L1: 
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning, Attention (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent performance in a simulated vending-machine business over many sequential decisions (e.g., inventory, pricing, supplier interaction). The score is typically tied to final business outcomes, requiring coherent strategy, adaptation to dynamics, and sustained execution.","L1: 
L2: Planning, Decision-making, Reward Mechanisms, Working Memory, Adaptive Error Correction (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a large, frontier-difficulty benchmark spanning expert-level questions, including multimodal items, designed to probe broad reasoning and knowledge at the limits of current models. It is often evaluated in both tool-free and tool-augmented settings, stressing synthesis and careful constraint-following under uncertainty.","L1: Language Comprehension, Visual Perception (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Multisensory Integration (minor), Working Memory (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 consists of competition-style math problems requiring multi-step derivations and exact answers, typically under strict constraints. It emphasizes precise symbolic reasoning, intermediate-result tracking, and avoiding logical slips across longer solution chains.","L1: 
L2: Logical Reasoning, Working Memory, Attention (minor), Adaptive Error Correction (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a curated subset of hard, graduate-level science multiple-choice questions designed to be “Google-proof” and resistant to superficial pattern matching. It targets deep conceptual understanding and multi-step reasoning across biology, chemistry, and physics.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU-style academic knowledge and reasoning evaluation across many subjects and multiple languages. It measures whether a model can preserve meaning, apply domain knowledge, and reason consistently when prompts and answers are expressed in diverse linguistic contexts.","L1: Language Comprehension, Language Production (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro evaluates expert-level multimodal understanding and reasoning over images paired with text questions across many disciplines. Compared with simpler vision QA, it stresses grounded interpretation of diagrams/figures and multi-step inference that depends on both visual and textual evidence.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Visual Attention & Eye Movements (minor), Working Memory (minor)
L3: ",L2
