Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates LLM-based software engineering agents on real GitHub issues by requiring them to produce code patches that make a test suite pass. The “Verified” split emphasizes tasks that are confirmed solvable and uses strict, execution-based grading in repository environments.","Planning, Logical Reasoning, Adaptive Error Correction, Working Memory, Decision-making (minor), Language Comprehension (minor)"
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures agentic performance on real command-line tasks (e.g., debugging, data processing, environment configuration) executed in a terminal sandbox. Success depends on iteratively issuing commands, interpreting outputs/errors, and converging on a correct end state under realistic tooling constraints.","Planning, Adaptive Error Correction, Logical Reasoning, Working Memory, Decision-making (minor), Language Comprehension (minor)"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive tool-using agents in customer-support-like domains (e.g., retail, airline, telecom) where the model must follow policies while taking actions through APIs and multi-turn dialogue. It emphasizes robustness to conversation dynamics, correct tool invocation, and policy-consistent outcomes rather than one-shot answers.","Language Comprehension, Language Production, Planning, Decision-making, Inhibitory Control, Social Reasoning & Theory of Mind (minor)"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI tests fluid reasoning by presenting few input–output grid examples and asking the model to infer the hidden rule to transform a new input grid. The tasks are intentionally out-of-distribution and reward discovering novel abstractions rather than recalling learned patterns.,"Logical Reasoning, Cognitive Flexibility, Working Memory, Spatial Representation & Mapping, Visual Perception (minor), Scene Understanding & Visual Reasoning (minor)"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomy by having an agent run a simulated vending machine business over extended time, making thousands of decisions about inventory, suppliers, pricing, and operations. The score is based on cumulative business outcomes, incentivizing coherent strategy, adaptation to market dynamics, and sustained execution.","Planning, Decision-making, Reward Mechanisms, Working Memory, Semantic Understanding & Context Recognition (minor), Adaptive Error Correction (minor)"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a difficult, broad benchmark designed to probe frontier knowledge and reasoning across many domains, including multimodal questions. It targets synthesis and problem-solving under uncertainty, often requiring integrating specialized concepts rather than relying on surface-level recall.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor), Visual Perception (minor), Scene Understanding & Visual Reasoning (minor)"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 consists of competition-style mathematics problems that demand multi-step derivations and careful symbolic manipulation. Performance reflects the model’s ability to set up correct solution approaches, maintain intermediate results, and avoid arithmetic/algebraic slips.","Logical Reasoning, Working Memory, Planning, Adaptive Error Correction (minor), Language Comprehension (minor)"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of graduate-level multiple-choice science questions curated to be difficult for non-experts and resistant to simple web lookup. It emphasizes deep conceptual understanding and multi-step scientific reasoning across physics, chemistry, and biology.","Semantic Understanding & Context Recognition, Logical Reasoning, Language Comprehension, Working Memory (minor)"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU-style knowledge and reasoning evaluation to many languages, testing whether models maintain competence across multilingual prompts and culturally varied phrasing. It stresses broad academic knowledge, comprehension in the target language, and consistent reasoning across translations.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor), Language Production (minor)"
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro evaluates expert-level multimodal understanding by asking questions that require interpreting images (e.g., diagrams, charts, scientific figures) together with text. It focuses on cross-domain reasoning where visual evidence must be combined with domain knowledge to reach the correct answer.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Language Comprehension, Logical Reasoning (minor)"
