Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software-engineering agents on real GitHub issues by asking them to produce a code patch that makes the repository’s tests pass. The Verified subset uses tasks that have been human-checked for solvability and clearer evaluation, emphasizing end-to-end debugging, editing, and validation under realistic constraints.","Planning, Adaptive Error Correction, Logical Reasoning, Working Memory, Language Comprehension (minor), Decision-making (minor)"
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures an agent’s ability to complete practical tasks in a command-line environment (e.g., file manipulation, package/tool use, scripting, and diagnosing failures). It stresses iterative interaction: interpreting outputs, choosing next commands, and recovering from errors under time/step constraints.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Inhibitory Control (minor), Language Comprehension (minor)"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive tool-using customer-support agents in simulated domains (e.g., retail, airline, telecom) that must follow policies while using APIs over multiple turns. It probes robustness to user behavior, policy compliance, and sustained task execution across long dialogues with tool calls.","Social Reasoning & Theory of Mind, Decision-making, Planning, Inhibitory Control, Language Comprehension, Language Production, Working Memory (minor)"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI tests few-shot abstract reasoning on novel grid-based pattern transformation tasks, where models infer hidden rules from a small number of input–output examples. It is designed to emphasize generalization and problem solving under distribution shift rather than memorized domain knowledge.","Cognitive Flexibility, Logical Reasoning, Working Memory, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning, Attention (minor)"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent competence in a simulated vending-machine business, requiring inventory management, vendor negotiation, pricing, and adaptation over many steps. The score is typically tied to business outcomes (e.g., final balance), rewarding coherent strategy and error recovery over extended trajectories.","Planning, Decision-making, Reward Mechanisms, Adaptive Error Correction, Working Memory, Cognitive Timing & Predictive Modeling (minor), Motivational Drives (minor)"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a high-difficulty, broad-coverage benchmark intended to approximate frontier academic and professional reasoning across many domains, often including multimodal questions. It emphasizes solving novel, knowledge-intensive problems and integrating information, sometimes with optional tool use depending on the evaluation setup.","Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Language Comprehension, Scene Understanding & Visual Reasoning (minor), Visual Perception (minor)"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-style mathematics problem solving on the 2025 AIME set, typically scored by exact final answers. It probes multi-step derivations, algebraic/number-theoretic reasoning, and careful constraint handling under limited context.","Logical Reasoning, Working Memory, Planning, Adaptive Error Correction (minor), Attention (minor)"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a curated subset of GPQA designed to be especially difficult and resistant to superficial lookup, using graduate-level science multiple-choice questions. It emphasizes deep conceptual understanding and multi-step scientific reasoning rather than rote recall.","Logical Reasoning, Semantic Understanding & Context Recognition, Language Comprehension, Working Memory (minor), Inhibitory Control (minor)"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends broad academic knowledge testing to multiple languages, covering many subjects with standardized question formats. It targets cross-lingual generalization and the ability to apply knowledge and reasoning consistently across linguistic contexts.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor), Language Production (minor)"
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more challenging variant of MMMU for multimodal expert reasoning, combining text with images from diverse disciplines (e.g., charts, diagrams, documents). It emphasizes grounded visual understanding plus domain reasoning, often with stricter protocols to reduce shortcut solving.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Attention (minor), Language Comprehension (minor)"
