Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software-engineering agents on real GitHub issues by requiring them to generate a patch that makes a target repository’s tests pass. The “Verified” subset filters tasks to those confirmed solvable and is typically run in a single-attempt, tool-driven repo-editing workflow (edit, run tests, iterate).","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction
L3: ",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures an agent’s ability to accomplish realistic command-line tasks in sandboxed environments (e.g., debugging, installing dependencies, running scripts, manipulating files). Success requires selecting and sequencing shell commands, interpreting outputs, and recovering from tool or environment errors under resource constraints.","L1: 
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory, Logical Reasoning (minor)
L3: Inhibitory Control (minor)",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates interactive agentic tool use in customer-support-style simulations (e.g., retail, airline, telecom), where the model must follow policies while calling APIs over multiple turns. It stresses long-horizon dialogue control, correct tool invocation, and adherence to constraints despite ambiguous or adversarial user requests.","L1: Language Comprehension, Language Production (minor)
L2: Decision-making, Planning, Working Memory (minor)
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI (Abstraction and Reasoning Corpus) tests few-shot “fluid” reasoning by asking models to infer the hidden rule mapping between small input/output grids and apply it to a new grid. Tasks are designed to require novel pattern induction rather than memorization of domain facts.,"L1: Visual Perception
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping, Attention (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomous agent coherence by simulating a year of operating a vending machine business (inventory, pricing, supplier negotiation, budgeting). The score is typically the final balance, rewarding sustained strategy, adaptation to dynamics, and consistent execution across thousands of steps.","L1: 
L2: Planning, Decision-making, Reward Mechanisms, Working Memory, Adaptive Error Correction (minor)
L3: Motivational Drives (minor)",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a broad, frontier-style benchmark spanning difficult questions across many fields, often including multimodal items and tool-enabled variants (e.g., search or code). It aims to probe deep reasoning and knowledge integration rather than narrow skill execution.","L1: Language Comprehension, Visual Perception (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Multisensory Integration (minor), Working Memory (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 is a set of contest mathematics problems used to evaluate step-by-step quantitative reasoning and symbolic manipulation. Model performance is typically measured by accuracy across the problem set, sometimes with and without tool support (e.g., Python).","L1: 
L2: Logical Reasoning, Working Memory, Adaptive Error Correction (minor)
L3: Cognitive Timing & Predictive Modeling (minor)",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of extremely difficult, “Google-proof” multiple-choice science questions intended to require expert-level reasoning rather than retrieval. It emphasizes careful reading and elimination among close distractors across physics, chemistry, and biology.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor)
L3: Inhibitory Control (minor)",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU to multiple languages, testing broad academic knowledge and reasoning across many subjects and non-English settings. It probes whether models preserve competence under multilingual comprehension and culturally varied phrasing.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: Cognitive Flexibility (minor)",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a multimodal benchmark of expert-level questions requiring joint understanding of images and text across many disciplines (e.g., diagrams, tables, charts). Compared to earlier variants, it is designed to be more challenging and to better separate perception from higher-level reasoning.","L1: Visual Perception, Language Comprehension
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning (minor), Attention (minor)
L3: ",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a difficult mathematics benchmark curated to stress advanced problem solving beyond routine contest items, often emphasizing compositional reasoning and proof-like steps. Scores reflect accuracy on problems intended to discriminate top-tier reasoning models.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: Cognitive Flexibility (minor)",L2
