Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a large, contamination-resistant software engineering benchmark where a model must generate correct code patches in real repositories to satisfy a natural-language issue and pass the project’s tests. It extends SWE-bench beyond the easier Verified setting by increasing task difficulty, diversity, and realism (e.g., more complex bug fixes and feature work across multiple languages and codebases).","Language Comprehension, Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Decision-making (minor), Language Production (minor)"
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal “computer use” agents that must complete tasks on a desktop-like operating system by interpreting screenshots and interacting via UI actions (e.g., mouse/keyboard). Success requires navigating applications, handling multi-step workflows, and recovering from UI or state errors under step limits.","Visual Perception, Scene Understanding & Visual Reasoning, Planning, Decision-making, Attention, Working Memory, Spatial Representation & Mapping (minor), Sensorimotor Coordination (minor), Adaptive Error Correction (minor)"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI (Abstraction and Reasoning Corpus) measures fluid reasoning by asking models to infer latent rules from a few input–output grid examples and produce the correct output grid for a new input. It is designed to emphasize compositional generalization and novel pattern induction rather than memorized knowledge.,"Logical Reasoning, Working Memory, Cognitive Flexibility, Visual Perception (minor), Scene Understanding & Visual Reasoning (minor), Attention (minor)"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 is a long-horizon agent benchmark where a model runs a simulated vending-machine business over an extended period (e.g., a year), starting from limited capital. The agent must make coherent strategic decisions across many steps, including procurement, pricing, inventory management, and adapting to changing demand/constraints.","Planning, Decision-making, Working Memory, Adaptive Error Correction, Reward Mechanisms (minor), Motivational Drives (minor), Self-reflection (minor)"
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use through the Model Context Protocol (MCP), testing whether models can discover the right tools, call them correctly, and chain multiple tool invocations into a successful workflow. Tasks resemble production integration work: dealing with API schemas, errors, retries, and synthesizing tool outputs into correct final answers.","Planning, Decision-making, Working Memory, Adaptive Error Correction, Language Comprehension (minor), Semantic Understanding & Context Recognition (minor)"
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym measures agentic cybersecurity capability on large-scale, real-software vulnerability tasks, including finding known vulnerabilities from high-level descriptions and, in some settings, discovering new weaknesses. It stresses iterative investigation, hypothesis testing, and code-driven debugging/exploitation-style reasoning under realistic constraints.","Logical Reasoning, Planning, Adaptive Error Correction, Working Memory, Decision-making (minor), Inhibitory Control (minor)"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a frontier, multimodal academic benchmark spanning many domains (including problems that benefit from tool use such as search or code execution). It is intended to probe expert-level reasoning and knowledge integration on difficult questions, often requiring careful interpretation of provided context and multi-step problem solving.","Language Comprehension, Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition, Scene Understanding & Visual Reasoning (minor), Visual Perception (minor), Planning (minor)"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is the highest-quality subset of GPQA: graduate-level, “Google-proof” multiple-choice questions in physics, chemistry, and biology that are easy for experts but hard for non-experts. It targets deep scientific reasoning and careful elimination rather than superficial recall.","Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor), Inhibitory Control (minor), Language Comprehension (minor)"
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is an advanced multimodal benchmark covering many academic subjects where models must answer questions that rely on interpreting images (e.g., diagrams, charts, figures) together with text. Compared to earlier MMMU settings, it aims to be harder and more diagnostic of expert-level multimodal reasoning.","Visual Perception, Scene Understanding & Visual Reasoning, Language Comprehension, Working Memory (minor), Attention (minor)"
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding/OCR across heterogeneous content such as plain text, formulas, tables, and reading order in complex layouts. Systems must accurately extract and structure information from realistic document images where layout and symbol-level fidelity matter.","Visual Perception, Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements (minor), Working Memory (minor), Language Production (minor)"
