Benchmark,Website,Paper,Description,Cognitive Functions
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates an agent’s ability to fix real issues in open-source Python repositories by producing a patch that makes the project’s tests pass. The “Verified” subset emphasizes problem instances that have been validated as solvable and reliably graded, making it a common reference for agentic software engineering performance.","Planning, Logical Reasoning, Working Memory, Adaptive Error Correction, Language Comprehension (minor), Language Production (minor)"
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 tests autonomous agent performance on real command-line tasks (e.g., inspecting files, running programs, installing dependencies, debugging failures) within constrained execution environments. It stresses iterative trial-and-error interaction with tools and the ability to recover from mistakes under resource and time limits.","Planning, Decision-making, Adaptive Error Correction, Working Memory, Inhibitory Control (minor), Language Comprehension (minor)"
τ2-bench,https://sierra.ai/uk/blog/benchmarking-ai-agents,https://arxiv.org/abs/2406.12045,"τ2-bench evaluates tool-using conversational agents in multi-turn customer-support style scenarios (e.g., retail, airline, telecom) that require following policies while interacting with simulated users and backend APIs. Success depends on maintaining dialogue state, choosing correct tool calls, and adhering to domain constraints over extended interactions.","Social Reasoning & Theory of Mind, Planning, Decision-making, Inhibitory Control, Working Memory, Language Comprehension, Language Production"
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,"ARC-AGI measures abstract pattern induction from a small number of examples, typically using grid-based input–output demonstrations that hide an underlying rule. It targets generalization to novel transformations with minimal task-specific priors, emphasizing reasoning over memorization.","Logical Reasoning, Working Memory, Cognitive Flexibility, Spatial Representation & Mapping, Visual Perception, Attention (minor), Cognitive Timing & Predictive Modeling (minor)"
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomy by having an agent manage a simulated vending-machine business over an extended “year,” making many sequential decisions (inventory, pricing, negotiation, logistics). The score reflects the agent’s ability to plan, adapt to changing conditions, and maintain coherent strategy over long trajectories.","Planning, Decision-making, Reward Mechanisms, Working Memory, Episodic Memory (minor), Adaptive Error Correction (minor)"
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a broad, frontier-oriented benchmark spanning challenging questions across many domains, often including multimodal inputs. It is designed to stress high-level reasoning and knowledge integration rather than narrow task skills, and is frequently used to compare overall frontier-model capability.","Language Comprehension, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor), Visual Perception (minor), Scene Understanding & Visual Reasoning (minor)"
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,AIME 2025 comprises competition mathematics problems (from the 2025 AIME) that require multi-step symbolic reasoning and careful handling of constraints. It is commonly used to probe precise mathematical problem-solving without relying on external tools.,"Logical Reasoning, Working Memory, Planning (minor), Adaptive Error Correction (minor)"
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,GPQA Diamond is a curated subset of graduate-level multiple-choice science questions intended to be difficult to solve via superficial pattern matching or simple web lookup. It probes deep scientific reasoning and the ability to discriminate between closely competing answer choices.,"Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor), Inhibitory Control (minor)"
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends broad academic knowledge testing to multiple languages, assessing whether models can answer subject-area questions across diverse linguistic contexts. It emphasizes cross-lingual robustness, domain knowledge retrieval, and consistent reasoning across translations and culturally varied phrasing.","Language Comprehension, Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)"
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro evaluates multimodal understanding and reasoning across many disciplines, requiring the model to integrate text with images such as diagrams, tables, charts, and scientific figures. Compared to simpler vision QA, it emphasizes expert-level interpretation and multi-step reasoning grounded in visual evidence.","Visual Perception, Scene Understanding & Visual Reasoning, Multisensory Integration, Language Comprehension, Working Memory (minor), Logical Reasoning (minor)"
