Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro evaluates software engineering agents on real-world GitHub issues that require producing correct patches across large, messy repositories (more challenging and broader than SWE-bench Verified). Solutions are judged by running tests and other repo-specific checks, emphasizing end-to-end debugging and implementation under realistic constraints.","L1: Language Comprehension, Language Production
L2: Planning, Adaptive Error Correction, Working Memory, Logical Reasoning, Decision-making (minor)
L3: ",L2
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld benchmarks multimodal “computer use” agents that must operate an OS-like desktop to complete tasks (e.g., using apps, navigating UI, filling forms) over many steps. It measures grounded perception-action loops, interface understanding, and robustness to UI variability and long-horizon execution.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements (minor), Planning, Decision-making, Sensorimotor Coordination, Working Memory
L3: ",L2
ARC-AGI,https://arcprize.org/arc-agi,https://arxiv.org/abs/1911.01547,ARC-AGI tests “fluid intelligence” via few-shot grid-based puzzles: models infer a latent transformation from a handful of input-output examples and apply it to a new grid. It is designed to reduce reliance on memorized knowledge and emphasize novel pattern discovery and compositional generalization.,"L1: 
L2: Logical Reasoning, Working Memory, Scene Understanding & Visual Reasoning, Spatial Representation & Mapping
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence and strategy by having a model run a simulated vending-machine business over an extended period. Success requires managing inventory, pricing, supplier negotiations, and adapting to changing market conditions to maximize final profit.","L1: 
L2: Planning, Decision-making, Reward Mechanisms, Working Memory, Adaptive Error Correction, Semantic Understanding & Context Recognition (minor)
L3: ",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool use through the Model Context Protocol: the model must discover tools, call them correctly, recover from errors, and synthesize results across multi-step workflows. It targets practical agent reliability under authentic API schemas and execution feedback.","L1: Language Comprehension, Language Production (minor)
L2: Planning, Decision-making, Adaptive Error Correction, Working Memory
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agents on tasks involving identifying known vulnerabilities and discovering new ones in real open-source projects. It emphasizes reasoning over codebases, following exploit-relevant clues, and iteratively testing hypotheses in an environment with concrete feedback.","L1: 
L2: Logical Reasoning, Planning, Adaptive Error Correction, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a large, frontier-level benchmark intended to probe advanced academic reasoning and expert knowledge, including multimodal questions. It often benefits from tool use (e.g., web search or code) but is designed to remain challenging and to highlight gaps in robust reasoning and grounding.","L1: Language Comprehension
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Scene Understanding & Visual Reasoning (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of graduate-level, “Google-proof” multiple-choice science questions in physics, chemistry, and biology. It targets deep scientific reasoning under strong distractors where shallow pattern matching and simple retrieval are less effective.","L1: Language Comprehension
L2: Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a multimodal benchmark spanning many disciplines where models answer questions requiring integration of images (e.g., charts, diagrams, figures) with text. It stresses expert-level multimodal reasoning rather than only recognition, often requiring multi-step interpretation and domain knowledge.","L1: Visual Perception, Language Comprehension
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Logical Reasoning, Working Memory (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR pipelines on diverse document elements, including text, formulas, tables, and reading order. It probes robust parsing of complex layouts and faithful transcription/structuring of visually presented information.","L1: Visual Perception, Language Comprehension (minor)
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Working Memory (minor)
L3: ",L2
