Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software engineering by asking a model to generate a patch that fixes a real GitHub issue in a Python repository, validated by running the project’s tests. The “Verified” subset consists of tasks that have been human-verified as solvable with the provided repository state and test harness, reducing label noise and unsound tasks.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: Inhibitory Control (minor)",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends the SWE-bench patch-generation setup beyond Python to multiple programming languages, testing whether models can apply debugging and code-editing skills across language ecosystems. Tasks still require producing repository patches that satisfy tests, but with additional variability in toolchains, conventions, and library APIs.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a harder, more contamination-resistant software engineering benchmark designed to better reflect industrial coding tasks across multiple languages and larger, more complex repos. Models must produce correct patches under stricter evaluation conditions, with tasks intended to be more diverse and less prone to memorization than earlier coding benchmarks.","L1: 
L2: Planning, Logical Reasoning, Working Memory
L3: Inhibitory Control (minor), Cognitive Flexibility (minor)",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic coding and systems work by giving tasks that must be completed inside a command-line environment using shell commands, files, and programming tools. Success depends on producing correct artifacts (code, configs, outputs) under realistic constraints such as dependency management, debugging, and iterative verification.","L1: 
L2: Planning, Decision-making, Logical Reasoning, Working Memory
L3: Inhibitory Control (minor)",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates research-oriented browsing agents on information-seeking questions that require multi-step web navigation and synthesis rather than single-page lookup. Models must plan search strategies, collect evidence across documents, and produce grounded answers under constraints meant to reduce irreproducibility from changing web content.","L1: Language Comprehension
L2: Planning, Attention, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-agents-in-collaborative-real-world-scenarios,https://arxiv.org/abs/2506.07982,"τ2-bench measures interactive, policy-constrained tool use in simulated real-world customer-support settings (e.g., retail, airline, telecom), where an agent must converse with a user and call APIs to resolve tasks. It stresses maintaining consistent adherence to domain policies over multi-turn dialogues while completing user goals.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making (minor)
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal computer-use agents that operate a desktop-like environment to complete tasks by interacting with GUIs, applications, and system settings. Agents must perceive screen state, choose actions (click/typing/navigation), and execute long-horizon workflows robustly across diverse tasks.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Planning, Decision-making, Sensorimotor Coordination (minor)
L3: ",L2
ARC-AGI-2,https://arcprize.org/arc-agi/2,https://arxiv.org/abs/1911.01547,"ARC-AGI-2 is a fluid-reasoning benchmark where models infer abstract transformation rules from a few input–output grid examples and apply them to new grids. It is designed to emphasize novel pattern induction and generalization over memorized knowledge, with limited examples per task.","L1: Visual Perception (minor)
L2: Logical Reasoning, Working Memory, Scene Understanding & Visual Reasoning (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomous agency in a simulated business environment where an agent manages a vending-machine operation over many steps (e.g., inventory, pricing, supplier negotiation). Performance is scored by end-of-horizon business outcomes, encouraging sustained coherence, strategy, and adaptation.","L1: 
L2: Planning, Decision-making, Working Memory, Reward Mechanisms (minor)
L3: Self-reflection (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol (MCP), testing whether a model can discover appropriate tools, invoke them correctly, and chain multiple calls into a workflow. Tasks emphasize robustness to API details, error handling, and synthesizing outputs into a correct final response.","L1: 
L2: Planning, Decision-making, Working Memory, Logical Reasoning
L3: Inhibitory Control (minor)",L2
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent evaluates agent performance on tasks representative of an entry-level financial analyst, such as interpreting financial documents, building or checking analyses, and producing justified recommendations. It often stresses multi-step quantitative reasoning, domain knowledge, and producing professional-grade outputs.","L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Planning, Working Memory, Decision-making (minor)
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity capabilities by having models find known vulnerabilities and sometimes uncover new ones in real open-source projects given task descriptions and codebases. It measures practical security reasoning: understanding code behavior, identifying exploit-relevant patterns, and producing correct vulnerability findings or patches.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: Inhibitory Control (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench evaluates the ability to understand, edit, and compute over complex spreadsheets derived from real-world scenarios. Agents must perform multi-step operations (e.g., formulas, formatting, data manipulation) and deliver correct final spreadsheet states or answers, often requiring tool-mediated execution.","L1: 
L2: Planning, Working Memory, Logical Reasoning, Attention (minor), Decision-making (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a difficult multimodal benchmark spanning advanced academic and professional topics, intended to probe frontier-level reasoning and knowledge across many domains. Questions often require integrating text with figures or other modalities, and may be run with or without tools such as web search or code execution depending on the evaluation setup.","L1: Language Comprehension (minor), Visual Perception (minor)
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 uses problems from the American Invitational Mathematics Examination, a competition math test emphasizing clever multi-step reasoning rather than routine computation. Models must derive exact numeric answers, often benefiting from rigorous symbolic manipulation and careful constraint handling.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Inhibitory Control (minor)",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of GPQA consisting of difficult multiple-choice graduate-level science questions designed to be resistant to simple web search (“Google-proof”). It targets deep domain understanding and reasoning under distractors, emphasizing questions that non-experts typically miss.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor)
L3: Inhibitory Control (minor)",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU-style academic QA to multiple languages, measuring how well models generalize knowledge and reasoning across linguistic contexts. It covers many subjects and tests both multilingual language understanding and the ability to answer exam-style questions reliably.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark covering many disciplines where models answer questions that require combining textual prompts with images (e.g., diagrams, charts, photos). It tests visual understanding and cross-domain reasoning in expert-like settings rather than simple image captioning.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Attention (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more challenging variant of MMMU intended to raise difficulty and better separate strong multimodal reasoners from weaker ones. It emphasizes higher-quality, harder questions and evaluation protocols that stress robust visual grounding and disciplined reasoning across domains.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA evaluates scientific figure understanding, asking models to answer questions that require interpreting plots and complex visuals from biology papers. Success depends on extracting the right visual evidence, mapping it to scientific concepts, and producing correct, grounded answers.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Attention, Logical Reasoning, Semantic Understanding & Context Recognition (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents on realistic tasks across multiple web apps (e-commerce, CMS, forums, code hosting, maps), requiring navigation and interaction with dynamic pages. Agents must perceive webpages, plan multi-step action sequences, and recover from mistakes to satisfy task goals.","L1: Visual Perception
L2: Planning, Decision-making, Visual Attention & Eye Movements, Working Memory
L3: Inhibitory Control (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a competitive mathematics benchmark suite emphasizing difficult problems that require substantial multi-step reasoning, often under competition-style constraints. It is used to compare frontier mathematical problem solving, sometimes with tool-assisted settings depending on the track.","L1: 
L2: Logical Reasoning, Working Memory, Planning
L3: Cognitive Flexibility (minor)",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates vision-and-action understanding over high-resolution UI screenshots from professional software contexts, requiring models to answer questions grounded in interface details. It stresses reading small text, interpreting layout and UI affordances, and reasoning about what actions or states the interface implies.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Spatial Representation & Mapping (minor), Working Memory (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning evaluates understanding of scientific figures and surrounding context from arXiv-style papers, typically requiring chart/diagram interpretation plus reasoning to answer questions. It often benefits from tool use (e.g., Python) for quantitative extraction or verification, but still depends on correct visual grounding and scientific inference.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR across diverse document elements such as text blocks, formulas, tables, and reading order. It tests whether models can accurately transcribe and structure information from complex page layouts, a key capability for automating document-heavy workflows.","L1: Visual Perception, Language Comprehension
L2: Attention, Spatial Representation & Mapping (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal reasoning to videos, requiring models to integrate information over time (multiple frames) along with text questions. Tasks emphasize temporal grounding, comprehension of events and interactions, and synthesis of visual evidence into correct answers.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Working Memory, Multisensory Integration (minor), Attention (minor)
L3: ",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates code generation and problem solving on fresh, competition-style or practical programming tasks with protocols intended to reduce contamination and better reflect real-time coding ability. It commonly reports metrics such as pass@k or an ELO-style rating based on performance over many tasks.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Adaptive Error Correction (minor)
L3: Inhibitory Control (minor)",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"FACTS Benchmark Suite measures factuality and grounding behavior across a collection of tasks designed to surface hallucinations, unsupported claims, and failures to follow evidence. It emphasizes producing answers that remain consistent with provided sources or known truth conditions, rather than merely fluent text generation.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Inhibitory Control, Self-reflection (minor)",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,"SimpleQA Verified is a short-form factual question answering benchmark with verified ground truth, designed to measure whether models can answer simple questions accurately without confabulation. It stresses precision and restraint: answering correctly when known and avoiding confident errors when uncertain.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Inhibitory Control",L3
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,Global PIQA evaluates multilingual commonsense and pragmatic reasoning by testing physical or everyday “how-to” plausibility judgments across languages and cultures. It targets whether models can reliably choose sensible actions/solutions and transfer that commonsense across linguistic contexts.,"L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: Cognitive Flexibility (minor)",L2
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,"MRCR v2 (8-needle) is a long-context evaluation where multiple similar “needle” queries and answers are embedded in a long “haystack,” and the model must retrieve the correct response corresponding to a specified needle. It stresses maintaining and using information distributed across very long contexts and resisting interference from near-duplicates.","L1: Language Comprehension
L2: Working Memory, Attention, Semantic Understanding & Context Recognition (minor)
L3: Inhibitory Control (minor)",L2
