Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software-engineering bugfix tasks drawn from real GitHub issues, where a model must produce a code patch that makes a provided test suite pass. The “Verified” subset consists of tasks that have been human-validated as solvable and correctly specified, reducing label noise and underspecified problems.","L1: Language Comprehension (minor)
L2: Planning, Logical Reasoning, Working Memory
L3: Self-reflection (minor)",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-bench-style issue-to-patch evaluation beyond Python to multiple programming languages, emphasizing cross-language code understanding and patch generation. Tasks require reading repository context and producing changes that satisfy language-specific tooling and tests.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Logical Reasoning, Working Memory
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, more difficult software-engineering benchmark designed to be more diverse and contamination-resistant than earlier SWE-bench variants. It evaluates end-to-end patch generation across multiple languages and more complex real-world engineering scenarios.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Decision-making (minor)
L3: Cognitive Flexibility, Self-reflection (minor)",L3
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic performance in a command-line environment, where the model must use shell commands and files to complete realistic tasks (e.g., debugging, data manipulation, system operations). Success depends on choosing correct sequences of actions under tool feedback and environmental constraints.","L1: 
L2: Planning, Decision-making, Working Memory, Attention (minor)
L3: Cognitive Flexibility, Self-reflection (minor)",L3
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp tests deep-research behavior: a model must search a document index / web-like corpus and synthesize correct answers to information-seeking questions. It stresses selecting queries, iterating based on retrieved evidence, and composing grounded final responses.","L1: Language Production (minor)
L2: Planning, Attention, Working Memory, Semantic Understanding & Context Recognition, Decision-making (minor)
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-agents-in-collaborative-real-world-scenarios,https://arxiv.org/abs/2506.07982,"τ2-bench measures interactive agent performance in customer-support-style domains (e.g., retail, airline, telecom) requiring multi-turn dialogue plus API/tool use under domain policies. The agent must follow rules, manage state over the conversation, and coordinate tool calls to resolve the user’s problem.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Decision-making, Working Memory
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal computer-use agents operating on desktop-like environments to complete tasks via GUI interactions (clicking, typing, navigation) under step limits. It emphasizes interpreting screenshots, tracking task progress, and selecting correct action sequences across applications.","L1: Visual Perception
L2: Planning, Decision-making, Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements (minor), Working Memory (minor)
L3: ",L2
ARC-AGI-2,https://arcprize.org/arc-agi/2,https://arxiv.org/abs/1911.01547,"ARC-AGI-2 is a fluid-reasoning benchmark based on abstract grid transformations, where models infer a latent rule from a few input–output examples and apply it to a new input. It is designed to emphasize novel pattern induction and generalization rather than memorized domain knowledge.","L1: Visual Perception (minor)
L2: Logical Reasoning, Working Memory, Scene Understanding & Visual Reasoning, Planning (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomous business management in a simulated vending-machine company across many decisions over a year. Models must plan strategy, manage inventory/pricing, and adapt to changing conditions to maximize final balance.","L1: 
L2: Planning, Decision-making, Working Memory, Reward Mechanisms (minor)
L3: Cognitive Flexibility (minor), Social Reasoning & Theory of Mind (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use through the Model Context Protocol (MCP): models must discover appropriate tools, call them with correct arguments, handle errors, and synthesize outputs. Tasks typically require multi-step workflows across APIs in production-like settings.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility, Self-reflection (minor)",L3
