Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software engineering by asking a model to produce a patch that fixes real issues in open-source Python repositories. Submissions are judged by whether the repository’s tests pass after applying the patch, using a curated set of tasks verified by human annotators to be solvable.","L1: Language Comprehension, Language Production (minor)
L2: Planning, Logical Reasoning, Working Memory
L3: Cognitive Flexibility (minor)",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends the SWE-bench setup beyond Python, testing whether models can fix real issues across multiple programming languages and ecosystems. It stresses transferring debugging and patch-construction skills across varied toolchains, conventions, and library APIs.","L1: Language Comprehension, Language Production
L2: Planning, Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, harder software engineering benchmark designed to better reflect industrially relevant coding work and to be more resistant to contamination. It evaluates whether a model can implement robust fixes across diverse repositories and multiple languages under stricter task design.","L1: Language Comprehension, Language Production
L2: Planning, Logical Reasoning, Working Memory
L3: Cognitive Flexibility, Inhibitory Control (minor)",L3
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures agentic performance on real command-line workflows, where the model must use a terminal to inspect files, run commands, debug failures, and complete tasks end-to-end. Success depends on choosing effective shell actions over multiple steps and recovering from errors such as missing dependencies or incorrect commands.","L1: 
L2: Planning, Decision-making, Working Memory, Logical Reasoning, Attention (minor)
L3: Cognitive Flexibility",L3
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates ‘deep research’ by requiring models to browse and synthesize information from documents to answer challenging questions, often with tool-mediated retrieval. It targets the ability to plan searches, verify evidence, and integrate dispersed facts into a final grounded response.","L1: Language Comprehension
L2: Planning, Attention, Working Memory, Semantic Understanding & Context Recognition, Decision-making (minor)
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-agents-in-collaborative-real-world-scenarios,https://arxiv.org/abs/2506.07982,"τ2-bench evaluates interactive, policy-constrained agent behavior in simulated real-world service domains (e.g., retail, airline, telecom) that require multi-turn dialogue plus API/tool use. The agent must follow policies, maintain conversational state, and complete workflows reliably despite user variability and long-horizon interactions.","L1: Language Comprehension, Language Production (minor)
L2: Planning, Decision-making, Working Memory
L3: Social Reasoning & Theory of Mind, Inhibitory Control, Emotional intelligence (minor)",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld is a multimodal ‘computer use’ benchmark where agents operate within a desktop-like environment to accomplish tasks across applications (e.g., file management, browsing, app interactions). Models must interpret screenshots, decide action sequences, and execute UI operations over many steps with partial observability.","L1: Visual Perception
L2: Planning, Decision-making, Working Memory, Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Sensorimotor Coordination (minor)
L3: Cognitive Flexibility (minor)",L2
ARC-AGI-2,https://arcprize.org/arc-agi/2,https://arxiv.org/abs/1911.01547,"ARC-AGI-2 is a fluid-reasoning benchmark of abstract grid transformation tasks, where models infer latent rules from a handful of input–output examples and apply them to new inputs. It is designed to emphasize generalization to novel patterns rather than recall of domain knowledge.","L1: Visual Perception (minor)
L2: Logical Reasoning, Working Memory, Scene Understanding & Visual Reasoning, Spatial Representation & Mapping (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence and strategy in a simulated business setting, where an agent manages a vending machine operation over an extended period. The score is typically based on financial outcomes, requiring sustained planning, negotiation-like interactions, and adaptation to market dynamics.","L1: 
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition (minor), Reward Mechanisms (minor)
L3: Cognitive Flexibility, Self-reflection (minor)",L3
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool use via the Model Context Protocol, focusing on selecting appropriate tools, issuing correct calls, handling errors, and composing multi-step workflows. Tasks typically require integrating tool outputs into coherent final answers under realistic API constraints.","L1: Language Comprehension
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility, Inhibitory Control (minor)",L3
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent evaluates agent performance on tasks resembling entry-level financial analyst work, often involving multi-step analysis, document interpretation, and creation of finance deliverables. Strong performance requires correctly applying domain conventions, tracking assumptions, and producing structured outputs that match the task specification.","L1: Language Production (minor)
L2: Semantic Understanding & Context Recognition, Planning, Decision-making, Logical Reasoning, Working Memory
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym tests cybersecurity agent skills on real software vulnerability tasks, including identifying known vulnerabilities from descriptions and discovering previously unknown issues. It emphasizes practical reasoning over codebases, reproducing failures, and proposing actionable fixes or exploit paths in a controlled evaluation setup.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Attention (minor), Semantic Understanding & Context Recognition (minor)
L3: Cognitive Flexibility",L3
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench evaluates the ability to understand, edit, and compute with complex spreadsheets using realistic tasks derived from real-world use. Models must navigate cell dependencies, apply transformations, and output corrected files or computed results under tool-based execution.","L1: Language Comprehension (minor)
L2: Planning, Working Memory, Logical Reasoning, Attention
L3: Cognitive Flexibility (minor)",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a broad, frontier-style benchmark intended to stress advanced reasoning and expert knowledge, including multimodal questions in some settings. It targets hard questions where shallow pattern matching is less effective and where careful synthesis and verification matter.","L1: Language Comprehension, Visual Perception (minor)
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Scene Understanding & Visual Reasoning (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 consists of competition math problems from the American Invitational Mathematics Examination, typically requiring multi-step derivations and exact final answers. The benchmark measures mathematical problem solving under time-tested contest-style constraints.","L1: Language Comprehension (minor)
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a high-quality subset of GPQA with very challenging graduate-level science multiple-choice questions designed to be difficult to answer by simple web search. It emphasizes careful scientific reasoning and deep conceptual understanding across physics, chemistry, and biology.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Decision-making (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends the MMLU-style subject coverage to multiple non-English languages, testing whether models can answer academic questions across many domains in multilingual settings. It probes both breadth of knowledge and the ability to maintain reasoning quality when the language changes.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: Cognitive Flexibility (minor)",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark spanning many disciplines where models must answer questions that require integrating text with images such as diagrams, charts, and figures. It stresses visual grounding and cross-domain reasoning rather than pure text-only recall.","L1: Visual Perception, Language Comprehension
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Logical Reasoning, Working Memory (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more challenging variant of MMMU intended to better separate top multimodal models through harder questions and evaluation design. It places greater emphasis on precise visual reasoning, robust cross-domain knowledge, and faithful integration of visual evidence into answers.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Attention (minor), Working Memory (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA evaluates whether models can interpret scientific figures from biology papers and answer detailed questions grounded in those visuals. It targets practical figure reading skills such as mapping labels to plots, reading axes/legends, and combining visual evidence with biological context.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Attention, Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena measures autonomous web navigation in a realistic, self-hosted set of web applications (e-commerce, CMS, forums, GitLab-like tooling, etc.). Agents must interpret pages, keep track of goals, and execute multi-step UI interactions to complete tasks under an action budget.","L1: Visual Perception, Language Comprehension (minor)
L2: Planning, Decision-making, Working Memory, Visual Attention & Eye Movements
L3: Cognitive Flexibility (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,MathArena Apex is a difficult mathematics evaluation that aggregates high-challenge problems and reports model performance under standardized configurations. It is designed to stress advanced multi-step problem solving beyond typical competition math difficulty.,"L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: Cognitive Flexibility (minor)",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates understanding of high-resolution screenshots from real software interfaces and professional dashboards, often requiring precise localization and interpretation of UI elements. Many tasks reward models that can ground language in pixel-level layout and reason about interface state and affordances.","L1: Visual Perception, Language Comprehension (minor)
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Spatial Representation & Mapping, Planning (minor)
L3: ",L2
