Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software engineering agents on real GitHub issues by requiring them to produce a patch that makes a project’s tests pass, using a curated set of tasks verified to be solvable. It emphasizes end-to-end debugging and repository-level understanding under a standardized evaluation harness.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Decision-making, Attention (minor)
L3: Self-reflection (minor)",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends the SWE-bench paradigm beyond Python to multiple programming languages and ecosystems, testing whether an agent can adapt its debugging and patching skills across different tooling and conventions. Tasks still require producing correct code changes that satisfy tests, but add cross-language generalization pressure.","L1: Language Comprehension (minor)
L2: Planning, Logical Reasoning, Working Memory, Decision-making
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, more challenging software engineering benchmark designed to be more contamination-resistant and to reflect industrially realistic bug-fixing and feature tasks across multiple languages. It tests robust agent behavior in complex repositories where shallow pattern matching is less effective.","L1: 
L2: Planning, Logical Reasoning, Decision-making, Working Memory, Attention (minor)
L3: Self-reflection (minor)",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agent performance on real command-line tasks inside sandboxed environments, such as configuring tools, inspecting files, running programs, and fixing issues via shell commands. Success depends on choosing correct actions over multiple steps and interpreting tool feedback from the terminal.","L1: 
L2: Planning, Decision-making, Working Memory, Logical Reasoning, Attention (minor)
L3: Inhibitory Control (minor)",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates deep-research agents on questions that require multi-step web browsing and synthesis, typically using search and document retrieval tools across many pages. It measures whether an agent can find relevant evidence, integrate it, and produce a final answer under tool and context constraints.","L1: Language Comprehension
L2: Planning, Attention, Working Memory, Decision-making, Semantic Understanding & Context Recognition
L3: Self-reflection (minor)",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-agents-in-collaborative-real-world-scenarios,https://arxiv.org/abs/2506.07982,"τ2-bench measures an agent’s ability to complete multi-turn customer-support-like tasks in simulated domains (e.g., retail, airline, telecom) while using tools/APIs and following stated policies. It emphasizes policy adherence, dialogue coherence, and correct tool use over extended interactions.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making, Working Memory
L3: Social Reasoning & Theory of Mind, Inhibitory Control (minor)",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal computer-use agents that must complete tasks on an operating system via screenshots and interaction actions (e.g., clicks, typing, navigation) within a step budget. It probes grounded UI understanding, long-horizon task execution, and robustness to interface variation.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Planning, Decision-making, Working Memory, Spatial Representation & Mapping (minor), Sensorimotor Coordination (minor)
L3: ",L2
ARC-AGI-2,https://arcprize.org/arc-agi/2,https://arxiv.org/abs/1911.01547,ARC-AGI-2 is a “fluid reasoning” benchmark where models infer latent transformation rules from a few input–output grid examples and apply them to a new grid. The tasks are designed to resist memorization by emphasizing novel pattern induction and compositional generalization.,"L1: 
L2: Logical Reasoning, Working Memory, Scene Understanding & Visual Reasoning, Spatial Representation & Mapping, Attention (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence and strategy in a simulated vending-machine business over many decisions, with performance measured by final profit/balance. The agent must manage inventory, pricing, supplier interactions, and adapt to changing conditions over an extended episode.","L1: 
L2: Planning, Decision-making, Working Memory, Reward Mechanisms
L3: Social Reasoning & Theory of Mind (minor), Self-reflection (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol by testing whether a model can discover tools, invoke them correctly, handle errors, and compose multi-step workflows across multiple servers. It emphasizes structured tool calling and accurate synthesis of tool outputs into final responses.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Decision-making, Working Memory, Logical Reasoning
L3: ",L2
