Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software engineering by asking models to generate patches that fix real GitHub issues in Python repositories, with tasks filtered/verified to be solvable and reliably testable. Submissions are judged by whether the repository’s tests pass after applying the patch, emphasizing end-to-end debugging and code modification rather than isolated coding puzzles.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends the SWE-bench paradigm beyond Python to multiple programming languages, requiring models to understand diverse ecosystems, libraries, and idioms. It tests whether agentic code-repair competence transfers across languages and tooling while maintaining correct, test-passing changes.","L1: Language Comprehension (minor)
L2: Logical Reasoning, Planning, Working Memory, Semantic Understanding & Context Recognition
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, more difficult software engineering benchmark intended to be more challenging and more resistant to contamination than earlier SWE-bench variants, spanning multiple languages and more industrially realistic tasks. Models must produce correct patches under realistic repository constraints, often requiring multi-file edits and careful test-driven iteration.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Decision-making
L3: Inhibitory Control (minor)",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic performance in command-line environments, where models must run shell commands, inspect outputs, manipulate files, and iteratively solve real tasks under operational constraints. Success depends on correctly sequencing actions and interpreting tool feedback to converge on a working solution.","L1: 
L2: Planning, Decision-making, Working Memory, Logical Reasoning, Attention (minor)
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates deep information-seeking where an agent must retrieve, verify, and synthesize answers from external sources rather than rely solely on parametric memory. It emphasizes robust search/browsing strategy, source triangulation, and maintaining coherence while integrating evidence across multiple documents.","L1: 
L2: Planning, Attention, Semantic Understanding & Context Recognition, Working Memory
L3: Inhibitory Control (minor)",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-agents-in-collaborative-real-world-scenarios,https://arxiv.org/abs/2506.07982,"τ2-bench measures interactive, policy-constrained agent behavior in multi-turn customer-support style scenarios with simulated users and APIs (e.g., retail, airline, telecom). It tests whether agents can follow domain rules while coordinating tool calls, clarifying user needs, and completing tasks over long dialogues.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld is a multimodal computer-use benchmark in which an agent must operate within a desktop-like environment by interpreting screenshots and executing UI actions to complete tasks. It stresses robust perception of interfaces, long-horizon planning, and recovery from mistakes in interactive workflows.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Planning, Decision-making, Working Memory, Sensorimotor Coordination (minor)
L3: Inhibitory Control (minor)",L2
ARC-AGI-2,https://arcprize.org/arc-agi/2,https://arxiv.org/abs/1911.01547,"ARC-AGI-2 is a “fluid intelligence” style benchmark where models infer the rule of a novel grid transformation from only a few examples and must apply it to a new input. It is designed to reduce reliance on memorized patterns and instead measure abstraction, compositional generalization, and robust problem decomposition.","L1: 
L2: Logical Reasoning, Working Memory, Scene Understanding & Visual Reasoning, Spatial Representation & Mapping (minor), Planning (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomous agency in a simulated business setting, where models must manage inventory, pricing, supplier negotiation, and budgeting over an extended timeframe. The score reflects sustained coherence, strategic adaptation, and the ability to accumulate value across many sequential decisions.","L1: 
L2: Planning, Decision-making, Working Memory, Reward Mechanisms (minor)
L3: Self-reflection (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool use via the Model Context Protocol (MCP), requiring models to discover tools, call them correctly, handle errors, and compose multi-step workflows across services. Performance depends on selecting appropriate actions, understanding API/tool semantics, and integrating tool outputs into final answers.","L1: 
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent assesses agent performance on tasks typical of an entry-level financial analyst, such as extracting information, performing calculations, and producing structured deliverables. It emphasizes grounded quantitative reasoning, careful use of tools (e.g., spreadsheets/code), and adherence to task constraints and formats.","L1: 
L2: Logical Reasoning, Decision-making, Planning, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent capability on large-scale, real-world vulnerability tasks, including identifying known vulnerabilities from descriptions and discovering new ones. It requires understanding codebases and security concepts, forming hypotheses, running analyses, and proposing precise fixes or exploit-relevant reasoning depending on the task design.","L1: 
L2: Logical Reasoning, Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench measures the ability to navigate, manipulate, and compute with complex spreadsheets derived from realistic tasks. Models must maintain structured state, apply correct formulas/transformations, and produce correct outputs under tool-mediated execution constraints.","L1: 
L2: Working Memory, Logical Reasoning, Planning, Attention, Decision-making (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a broad, frontier-oriented benchmark spanning difficult questions across domains and modalities, intended to probe advanced reasoning and knowledge at the edge of typical training distributions. It often rewards careful problem decomposition, verification, and (when allowed) effective tool use or external evidence integration.","L1: Language Comprehension (minor), Language Production (minor)
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Planning, Scene Understanding & Visual Reasoning (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-style mathematics reasoning on problems that typically require multi-step derivations, algebraic manipulation, and clever transformations. It is commonly used to measure deliberate, error-sensitive symbolic reasoning rather than retrieval of factual knowledge.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: Inhibitory Control (minor)",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,"GPQA Diamond is a highly challenging multiple-choice science QA benchmark designed to be “Google-proof,” emphasizing scientific reasoning over surface recall. The Diamond subset contains especially high-quality items that discriminate expert-level understanding from non-expert pattern matching.","L1: Language Comprehension (minor)
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Decision-making (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends the MMLU-style academic knowledge and reasoning evaluation to many non-English languages, testing robustness of understanding across linguistic variation. It primarily measures broad domain knowledge plus light-to-moderate reasoning under multilingual prompts.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: Cognitive Flexibility (minor)",L2
