Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software engineering agents on a curated set of real GitHub issues that have been human-verified as solvable, typically requiring generating a patch that passes the project’s tests. It emphasizes end-to-end debugging and codebase modification under realistic repository constraints (dependencies, test suites, and style conventions).","L1: 
L2: Logical Reasoning, Planning, Working Memory, Attention (minor)
L3: Inhibitory Control (minor)",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-style repository repair to multiple programming languages beyond Python, stressing cross-language tooling and idioms. Tasks still require implementing fixes within real repos, but success depends on language-specific APIs, build systems, and tests across diverse ecosystems.","L1: Language Comprehension (minor)
L2: Logical Reasoning, Planning, Working Memory
L3: Cognitive Flexibility (minor)",L2
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, harder software engineering benchmark designed to be more realistic and contamination-resistant, spanning multiple languages and more complex issue types. It targets professional-level debugging and implementation, often requiring deeper repo understanding, multi-file changes, and careful test-driven iteration.","L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Cognitive Flexibility (minor), Inhibitory Control (minor)",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures an agent’s ability to complete practical tasks in a command-line environment (e.g., navigating files, running programs, installing dependencies, or using CLI tools). It stresses tool use under execution feedback, where success depends on selecting correct commands, interpreting outputs, and recovering from errors.","L1: 
L2: Planning, Decision-making, Working Memory, Logical Reasoning
L3: Self-reflection (minor)",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates “deep research” style question answering where models must locate and synthesize information from documents (often via search/browsing tools) rather than relying on parametric memory alone. It emphasizes source-grounded reasoning, multi-hop evidence integration, and minimizing hallucinated unsupported claims.","L1: 
L2: Attention, Semantic Understanding & Context Recognition, Working Memory, Planning (minor)
L3: Inhibitory Control (minor)",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-agents-in-collaborative-real-world-scenarios,https://arxiv.org/abs/2506.07982,"τ2-bench (Tau2-bench) tests interactive tool-using agents in customer-support-like domains (e.g., retail, airline, telecom) with policies, multi-turn dialogue, and API/tool calls. It measures whether an agent can coordinate conversation, follow constraints, and correctly invoke tools over long horizons to resolve user requests.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making
L3: Social Reasoning & Theory of Mind, Inhibitory Control (minor)",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal computer-use agents performing tasks inside operating-system-like environments using screenshots and UI interactions. It stresses perception-to-action grounding: locating UI elements, executing correct multi-step procedures, and handling variability in interfaces and task states.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Planning, Working Memory (minor), Sensorimotor Coordination (minor)
L3: ",L2
ARC-AGI-2,https://arcprize.org/arc-agi/2,https://arxiv.org/abs/1911.01547,ARC-AGI-2 is a fluid-intelligence-style benchmark where models infer abstract transformation rules from a few input-output grid examples and apply them to new inputs. It is designed to emphasize novel pattern induction and compositional generalization rather than memorized factual knowledge.,"L1: Visual Perception (minor)
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence and strategy in a simulated business setting where the agent runs a vending machine operation over many steps. It requires sustained planning (inventory, pricing, suppliers) and adaptation to market dynamics to maximize final profit/balance.","L1: 
L2: Planning, Decision-making, Working Memory, Reward Mechanisms (minor)
L3: Self-reflection (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use through the Model Context Protocol (MCP), requiring models to discover, select, and correctly call tools across multi-step workflows. It emphasizes API literacy, error handling, and synthesizing results from multiple tool invocations into accurate final outputs.","L1: 
L2: Planning, Decision-making, Working Memory, Logical Reasoning (minor)
L3: Inhibitory Control (minor)",L2
