Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates LLM-based coding agents on real GitHub issues by asking them to generate patches that make the repository’s tests pass. The Verified subset contains tasks that have been human-validated as solvable and reliably testable, emphasizing end-to-end software maintenance rather than standalone coding puzzles.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction (minor)
L3: Inhibitory Control (minor)",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-bench-style repository patching to multiple programming languages, requiring agents to understand and modify non-Python codebases. It stresses cross-language generalization, tool-assisted debugging, and adapting solutions to language- and ecosystem-specific conventions.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger and more challenging software engineering benchmark designed to be more contamination-resistant and industrially representative, spanning multiple languages and more complex repos. It evaluates whether agents can perform realistic multi-step debugging and implementation under tighter reliability expectations.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Decision-making (minor)
L3: Inhibitory Control (minor)",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agent performance on real-world command-line tasks (e.g., debugging, building, running utilities) inside a terminal environment using an agent harness. Success requires selecting appropriate shell actions, interpreting outputs/errors, and iterating toward task completion under resource and time constraints.","L1: 
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction (minor), Attention (minor)
L3: ",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates deep research and web-browsing agents on questions that require multi-step information gathering and synthesis from sources, often with tool-mediated search and retrieval. It emphasizes evidence-driven answers, source triangulation, and resilience to distractors in retrieved content.","L1: 
L2: Planning, Attention, Semantic Understanding & Context Recognition, Working Memory
L3: Inhibitory Control (minor)",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-agents-in-collaborative-real-world-scenarios,https://arxiv.org/abs/2506.07982,"τ2-bench measures agent performance in multi-turn customer-support-like scenarios where the model must interact with simulated users and APIs while following domain-specific policies. It tests whether agents can maintain policy compliance, use tools correctly, and resolve cases across long dialogues.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld is a multimodal computer-use benchmark where agents operate within desktop-like operating system environments to complete tasks via GUI interactions. It assesses the ability to perceive screen state, choose sequences of actions, recover from mistakes, and pursue goals over many steps.","L1: 
L2: Planning, Decision-making, Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Working Memory (minor)
L3: ",L2
ARC-AGI-2,https://arcprize.org/arc-agi/2,https://arxiv.org/abs/1911.01547,"ARC-AGI-2 is an abstract reasoning benchmark based on solving novel grid-based transformation tasks from only a few examples, aiming to isolate fluid intelligence and systematic generalization. Models must infer latent rules, apply them to new inputs, and handle distribution shifts across tasks.","L1: Visual Perception (minor)
L2: Logical Reasoning, Working Memory, Scene Understanding & Visual Reasoning
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence by simulating a year-long vending-machine business, scoring the final financial outcome after thousands of decisions. Strong performance requires sustained planning, inventory/pricing strategy, negotiation-like interactions, and adaptation to changing conditions.","L1: 
L2: Planning, Decision-making, Working Memory, Reward Mechanisms (minor)
L3: Cognitive Flexibility (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol, requiring models to discover tools, invoke them correctly, and complete multi-step workflows across authentic API-like environments. It emphasizes robust tool selection, argument formation, error handling, and synthesis of tool outputs.","L1: 
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
