Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates LLM-based software engineering by asking a model to produce patches that fix real issues in open-source Python repositories, validated by running the project’s tests. The “Verified” split emphasizes tasks confirmed solvable and reduces evaluation noise via standardized, executable grading.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction (minor), Decision-making (minor)
L3: ",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-bench-style patch generation beyond Python to multiple programming languages, testing whether models can generalize software engineering skills across diverse ecosystems. It retains the core setup of repo-level context and test-based verification while stressing cross-language robustness.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, more difficult software engineering benchmark intended to be more contamination-resistant and more representative of professional engineering work across multiple languages. Models must localize issues, implement correct changes, and satisfy automated grading via project tests and checks.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Decision-making (minor)
L3: Cognitive Flexibility (minor)",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic performance in command-line environments, where models use shell tools to accomplish real tasks such as installing dependencies, running programs, debugging failures, and producing correct artifacts. Success depends on robust multi-step execution under environment constraints and feedback from tool outputs.","L1: 
L2: Planning, Adaptive Error Correction, Working Memory, Decision-making
L3: Inhibitory Control (minor)",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures web-browsing research ability: models must search, read, and synthesize information from the web (or a controlled corpus) to answer challenging questions. It stresses reliable tool use, evidence gathering, and resisting spurious shortcuts while maintaining a coherent research plan.","L1: 
L2: Planning, Attention, Working Memory, Semantic Understanding & Context Recognition, Decision-making (minor)
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-agents-in-collaborative-real-world-scenarios,https://arxiv.org/abs/2506.07982,"τ2-bench (Tau2-bench) evaluates interactive tool-using agents in realistic customer-support style scenarios (e.g., retail, airline, telecom) with simulated users and APIs plus policy constraints. Models must coordinate dialogue, tool calls, and policy adherence over multi-turn trajectories to resolve tasks end-to-end.","L1: Language Comprehension
L2: Planning, Decision-making
L3: Social Reasoning & Theory of Mind, Inhibitory Control (minor)",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal computer-use agents that operate desktop-like environments to complete tasks through UI interaction (e.g., opening apps, navigating settings, and completing workflows). It emphasizes grounding, long-horizon control, and adapting to dynamic interfaces and partial observability.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Planning, Sensorimotor Coordination (minor), Working Memory (minor)
L3: ",L2
ARC-AGI-2,https://arcprize.org/arc-agi/2,https://arxiv.org/abs/1911.01547,ARC-AGI-2 is a fluid reasoning benchmark where models infer latent transformation rules from a few input–output grid examples and must apply the inferred rule to new grids. It is designed to minimize reliance on memorized knowledge and highlight abstract pattern induction and generalization.,"L1: Visual Perception (minor)
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence and business management in a simulated vending-machine company over many steps (e.g., sourcing, pricing, inventory, and negotiation). The score typically reflects economic outcomes, requiring sustained strategy, adaptation to changing conditions, and consistent execution.","L1: 
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: Self-reflection (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas assesses real-world tool use via Model Context Protocol servers, where models must discover tools, invoke them correctly across multi-step workflows, handle errors, and synthesize results. It aims to reflect production-like API orchestration rather than isolated question answering.","L1: 
L2: Planning, Decision-making, Working Memory, Logical Reasoning (minor)
L3: Inhibitory Control (minor)",L2
