Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates LLM-based coding agents on real GitHub issues where the model must produce a patch that makes a failing test suite pass, using a curated set of tasks verified to be solvable. It emphasizes end-to-end software debugging and repair in a realistic repository setting rather than isolated algorithmic coding.","L1: Language Comprehension (minor)
L2: Planning, Logical Reasoning, Working Memory, Attention (minor)
L3: Self-reflection (minor)",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends software engineering bug-fixing to multiple programming languages and ecosystems, testing whether an agent can navigate language-specific tooling, dependencies, and idioms. It stresses cross-language generalization while maintaining the realistic “patch a repo to satisfy tests” format.","L1: Language Comprehension (minor)
L2: Planning, Logical Reasoning, Working Memory, Attention (minor)
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger and more challenging software engineering benchmark designed to be more robust and industrially relevant than SWE-bench Verified, spanning multiple languages and harder real-world issues. It targets sustained agentic coding ability under realistic constraints and aims to reduce the impact of memorization via increased diversity and difficulty.","L1: 
L2: Planning, Decision-making, Logical Reasoning, Working Memory
L3: Cognitive Flexibility (minor), Self-reflection (minor)",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agents performing practical tasks inside a command-line environment (e.g., installing dependencies, running programs, manipulating files, debugging failures). It measures the ability to iteratively execute commands, interpret outputs, and recover from errors in long, tool-heavy workflows.","L1: 
L2: Planning, Decision-making, Working Memory, Logical Reasoning, Attention
L3: Self-reflection (minor), Inhibitory Control (minor)",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures “deep research” performance where an agent must use web browsing/search tools to answer difficult questions that typically require evidence gathering and synthesis. It evaluates tool use, source navigation, and integrating information across multiple documents rather than single-shot recall.","L1: Language Comprehension
L2: Planning, Attention, Working Memory, Episodic Memory, Semantic Understanding & Context Recognition, Decision-making (minor)
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-agents-in-collaborative-real-world-scenarios,https://arxiv.org/abs/2506.07982,"τ2-bench evaluates interactive, policy-constrained customer support style tasks where an agent must communicate with a simulated user and invoke programmatic APIs to resolve requests. It probes multi-turn cooperation, policy adherence, and reliable tool calling under realistic conversational dynamics.","L1: Language Comprehension, Language Production
L2: Planning, Decision-making
L3: Social Reasoning & Theory of Mind, Inhibitory Control, Empathy (minor), Emotional intelligence (minor)",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal computer-use agents that interact with desktop-like graphical environments to complete tasks across applications. Success requires perceiving UI state from screenshots, deciding next actions, and executing long-horizon step sequences under a step budget.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Planning, Decision-making, Working Memory, Sensorimotor Coordination (minor)
L3: ",L2
ARC-AGI-2,https://arcprize.org/arc-agi/2,https://arxiv.org/abs/1911.01547,ARC-AGI-2 is a fluid reasoning benchmark based on abstract grid transformation tasks where models must infer rules from few examples and generalize to a new input. It is designed to reduce reliance on memorized patterns and emphasize novel problem solving and rule induction.,"L1: Visual Perception (minor)
L2: Logical Reasoning, Working Memory, Scene Understanding & Visual Reasoning, Spatial Representation & Mapping (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomy by having an agent run a simulated vending machine business over an extended period, managing inventory, pricing, purchasing, and negotiations. It tests whether an agent can maintain coherent strategy and adapt decisions across thousands of steps with delayed outcomes.","L1: 
L2: Planning, Decision-making, Working Memory, Reward Mechanisms
L3: Self-reflection (minor), Social Reasoning & Theory of Mind (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol (MCP), requiring models to discover tools, call them correctly, and compose multi-step workflows across servers. It emphasizes robust API interaction, error handling, and synthesis of tool outputs into correct final responses.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Working Memory, Attention, Semantic Understanding & Context Recognition (minor)
L3: Self-reflection (minor)",L2
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent measures agent performance on tasks resembling entry-level financial analyst work, such as analyzing documents, computing metrics, and producing finance-relevant deliverables. It stresses multi-step reasoning with domain knowledge, often benefiting from tool use for calculation and structured analysis.","L1: Language Production (minor)
L2: Decision-making, Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition, Planning (minor)
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent capabilities on large-scale, real-world vulnerability tasks, including identifying known vulnerabilities and discovering new ones in open-source projects. It emphasizes reasoning about codebases, attack surfaces, and exploit conditions under realistic constraints.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Attention, Semantic Understanding & Context Recognition (minor)
L3: Inhibitory Control (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench tests an agent’s ability to navigate and manipulate complex spreadsheets to solve practical problems (e.g., computing values, reformatting, transforming tables). It targets structured data reasoning and procedural correctness in a tool-mediated environment.","L1: Language Production (minor)
L2: Working Memory, Planning, Decision-making, Attention, Logical Reasoning (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a broad, frontier-difficulty benchmark spanning many academic and real-world domains (and often multimodal inputs), intended to probe model capability near the limits of current systems. Tasks typically require integrating knowledge with multi-step reasoning rather than surface pattern matching.","L1: Language Comprehension, Language Production (minor), Visual Perception (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Multisensory Integration (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates mathematical competition problem solving from the 2025 AIME, requiring exact numeric answers and multi-step derivations. It stresses symbolic manipulation, careful constraint tracking, and error-avoidant reasoning under tight problem statements.","L1: 
L2: Logical Reasoning, Working Memory, Attention (minor), Planning (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,GPQA Diamond is a challenging multiple-choice benchmark of graduate-level science questions designed to be difficult to solve via shallow search or pattern matching. The Diamond subset focuses on high-quality items where experts succeed and non-experts commonly fail.,"L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU to multiple languages, testing academic knowledge and reasoning across many subjects in a multilingual multiple-choice format. It probes whether a model can preserve competence across languages and scripts without losing conceptual accuracy.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a multimodal benchmark requiring models to answer questions that combine text with images across many disciplines (e.g., charts, diagrams, scenes). It measures visual understanding grounded in language and the ability to reason from visual evidence.","L1: Visual Perception, Language Comprehension
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Attention (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more difficult variant of MMMU intended to better separate frontier multimodal models, often increasing reasoning depth and robustness requirements. It evaluates disciplined interpretation of complex visuals and higher-level inference from multimodal context.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Working Memory (minor), Attention (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA evaluates whether models can correctly interpret scientific figures (common in biology papers), answering questions that require extracting trends, labels, and quantitative relationships from plots and diagrams. It targets visual evidence-based reasoning rather than purely textual recall.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Semantic Understanding & Context Recognition (minor), Attention (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents completing tasks across realistic websites (shopping, CMS, forums, repos, maps), requiring navigation, form filling, and multi-step interaction. It probes long-horizon planning under partial observability of dynamic web UIs.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Working Memory
L3: Inhibitory Control (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a high-difficulty mathematics benchmark (competition-style) designed to compare frontier models on advanced problem solving beyond standard school contests. It emphasizes deep multi-step reasoning, correctness under ambiguity, and robustness across diverse math topics.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention (minor)
L3: Cognitive Flexibility (minor)",L2
ScreenShot-Pro,https://gui-agent.github.io/grounding-leaderboard/,https://arxiv.org/abs/2504.07981,"ScreenShot-Pro evaluates GUI understanding and grounding from screenshots, where models must interpret interface elements and answer questions or choose actions based on visual layout. It stresses precise localization-like reasoning over buttons, menus, and form fields in real software UIs.","L1: Visual Perception, Language Comprehension (minor)
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Planning (minor), Sensorimotor Coordination (minor)
L3: ",L2
CharXiv Reasoning,https://charxiv.github.io/,https://arxiv.org/abs/2406.18521,"CharXiv Reasoning evaluates reasoning over figures and charts from scientific papers, often requiring quantitative or relational inference grounded in visual evidence. It targets the ability to connect plot structure, legends, and axes to a correct scientific interpretation.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Attention (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
OmniDocBench 1.5,https://github.com/opendatalab/OmniDocBench,https://arxiv.org/abs/2412.07626,"OmniDocBench 1.5 evaluates document understanding and OCR across heterogeneous layouts, including text, tables, formulas, and reading order. It measures whether a model can faithfully extract and structure information from complex documents rather than only recognizing plain text.","L1: Visual Perception, Language Comprehension, Language Production
L2: Attention, Working Memory (minor), Scene Understanding & Visual Reasoning (minor)
L3: ",L2
Video-MMMU,https://videommmu.github.io/,https://arxiv.org/abs/2501.13826,"Video-MMMU extends multimodal understanding to video, requiring models to answer questions that depend on temporally evolving visual content. It tests whether models can integrate information across frames and maintain coherence about events and state changes over time.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Working Memory, Attention, Multisensory Integration (minor)
L3: ",L2
LiveCodeBench Pro,https://livecodebenchpro.com/projects/livecodebench-pro/leaderboard,https://arxiv.org/abs/2506.11928,"LiveCodeBench Pro evaluates coding performance on time-sliced or competition-like programming tasks, often emphasizing solution quality under realistic constraints and reduced contamination risk. It aims to capture practical coding competence beyond static, heavily practiced benchmark sets.","L1: Language Production (minor)
L2: Logical Reasoning, Working Memory, Planning, Attention (minor)
L3: ",L2
FACTS Benchmark Suite,https://deepmind.google/blog/facts-benchmark-suite-systematically-evaluating-the-factuality-of-large-language-models/,https://arxiv.org/abs/2512.10791,"FACTS Benchmark Suite systematically evaluates factuality-related behavior, including whether model outputs remain grounded, consistent, and resistant to hallucination under varied conditions. It focuses on reliability of generated claims rather than task completion alone.","L1: 
L2: Semantic Understanding & Context Recognition, Attention (minor), Logical Reasoning (minor)
L3: Inhibitory Control, Self-reflection",L3
SimpleQA Verified,https://www.kaggle.com/benchmarks/deepmind/simpleqa-verified,https://arxiv.org/abs/2509.07968,SimpleQA Verified is a short-form factual question answering benchmark with verified ground truth to reduce ambiguity and grading noise. It targets precise retrieval and expression of basic facts while penalizing incorrect or unsupported answers.,"L1: Language Comprehension, Language Production (minor)
L2: Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
Global PIQA,https://huggingface.co/datasets/mrlbenchmarks/global-piqa-nonparallel,https://arxiv.org/abs/2510.24081,"Global PIQA is a multilingual, cross-cultural pragmatic reasoning benchmark intended to test whether models can answer questions that depend on everyday commonsense and pragmatic interpretation across languages and locales. It emphasizes robustness to linguistic and cultural variation rather than narrow domain expertise.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: Social Reasoning & Theory of Mind",L3
MRCR v2 (8-needle),https://huggingface.co/datasets/openai/mrcr,https://arxiv.org/abs/2409.12640,MRCR v2 (8-needle) evaluates long-context multi-round coreference resolution by embedding multiple similar “needle” interactions into a long “haystack” and asking the model to reproduce the correct referenced response. It measures the ability to track entities and retrieve the correct earlier information under heavy interference.,"L1: Language Comprehension
L2: Working Memory, Attention, Episodic Memory
L3: ",L2
GDPval,https://openai.com/index/gdpval/,https://arxiv.org/abs/2510.04374,"GDPval evaluates economically relevant, well-specified professional knowledge work across many occupations, where models must produce realistic work products (e.g., spreadsheets, presentations, schedules) judged against expert professionals. It emphasizes end-to-end task execution quality, structure, and usefulness rather than single-answer accuracy.","L1: Language Production
L2: Planning, Decision-making, Semantic Understanding & Context Recognition, Working Memory
L3: Cognitive Flexibility (minor), Social Reasoning & Theory of Mind (minor)",L2
SWE-Lancer,https://openai.com/index/swe-lancer/,https://arxiv.org/abs/2502.12115,"SWE-Lancer evaluates agentic software engineering in settings that resemble real development workflows (e.g., handling issues, implementing changes, and producing high-quality patches under constraints). It targets practical autonomy: decomposing work, making local edits safely, and iterating toward acceptance criteria.","L1: 
L2: Planning, Decision-making, Logical Reasoning, Working Memory, Attention (minor)
L3: Self-reflection (minor)",L2
Graphwalks,https://huggingface.co/datasets/openai/graphwalks,,"Graphwalks evaluates reasoning over graph-structured problems (often serialized into text) that require following edges, tracking paths, and performing multi-step traversal-like inference. It stresses robustness to long chains of dependencies where a single missed step breaks the final answer.","L1: 
L2: Logical Reasoning, Working Memory, Attention, Spatial Representation & Mapping (minor)
L3: ",L2
