Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates an AI system’s ability to fix real issues in open-source Python repositories by producing a patch that makes failing tests pass. The “Verified” subset consists of problems that have been manually checked to be solvable and to have reliable evaluation via unit tests, reducing noise from ambiguous or broken tasks.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction (minor)
L3: ",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends the SWE-bench patch-generation setup beyond Python to multiple programming languages and ecosystems, testing whether models can generalize software engineering skills across toolchains and code conventions. It emphasizes practical debugging and implementation under language-specific constraints, typically graded by tests or other automated checks.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Logical Reasoning, Working Memory
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a harder, more contamination-resistant software engineering benchmark designed to better reflect real-world development, including multi-language tasks and more complex repositories. It aims to increase difficulty and industrial relevance (e.g., broader stacks, more realistic failure modes) while retaining automated grading through repository tests or similar verifiers.","L1: 
L2: Planning, Logical Reasoning, Decision-making, Working Memory, Adaptive Error Correction (minor)
L3: Cognitive Flexibility (minor)",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic capability in command-line environments, where models must navigate filesystems, run commands, install dependencies, debug errors, and complete realistic system tasks. Performance depends on chaining tool calls correctly over multiple steps while responding to feedback from command outputs and failures.","L1: 
L2: Planning, Decision-making, Working Memory, Logical Reasoning, Adaptive Error Correction
L3: Inhibitory Control (minor)",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures deep-research and browsing capability by requiring models/agents to find and synthesize answers from web-like document collections under controlled retrieval setups. It stresses query formulation, evidence gathering, and composing a final response that matches a ground-truth answer or rubric.","L1: 
L2: Planning, Attention, Working Memory, Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: Self-reflection (minor)",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-agents-in-collaborative-real-world-scenarios,https://arxiv.org/abs/2506.07982,"τ2-bench evaluates interactive agent performance in simulated customer-support domains (e.g., retail, airline, telecom) where the agent must converse with a user and call APIs/tools while following domain policies. It probes robustness in multi-turn tool use, policy adherence, and handling edge cases that resemble real service workflows.","L1: Language Comprehension (minor), Language Production (minor)
L2: Decision-making, Planning
L3: Social Reasoning & Theory of Mind, Inhibitory Control, Emotional intelligence (minor)",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld is a multimodal benchmark for computer-use agents operating within an operating-system-like environment (e.g., apps, settings, browsers), requiring perception of screens and execution of multi-step interactions. Tasks test whether an agent can plan, navigate interfaces, and recover from errors over long action sequences.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Planning, Decision-making, Working Memory, Sensorimotor Coordination (minor)
L3: ",L2
ARC-AGI-2,https://arcprize.org/arc-agi/2,https://arxiv.org/abs/1911.01547,ARC-AGI-2 is a fluid-intelligence style benchmark based on abstract grid transformation puzzles where the model must infer rules from few input–output examples and apply them to new inputs. It emphasizes generalization to novel patterns and compositional reasoning rather than memorized domain knowledge.,"L1: Visual Perception (minor)
L2: Logical Reasoning, Working Memory, Scene Understanding & Visual Reasoning, Planning (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomy by placing an agent in a simulated business environment where it runs a vending-machine operation over an extended period, making many interdependent decisions. Success depends on coherent strategy (inventory, pricing, suppliers) and adapting to changing market conditions over thousands of steps.","L1: 
L2: Planning, Decision-making, Working Memory, Reward Mechanisms (minor)
L3: Self-reflection (minor), Cognitive Flexibility (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas assesses real-world tool use through the Model Context Protocol (MCP), requiring models to discover tools, invoke them correctly, manage multi-step workflows, and integrate results across calls. It focuses on reliability under realistic API behavior (errors, retries, argument formats) and correct synthesis into user-facing outputs.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Working Memory, Logical Reasoning
L3: Inhibitory Control (minor)",L2
