Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software-engineering patch generation on a curated subset of SWE-bench issues that have been human-verified as solvable and correctly specified. Models are given a repository state and an issue description, and must produce a code change that makes the test suite pass under the benchmark harness.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Attention (minor)
L3: Self-reflection (minor)",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends the SWE-bench style of repository-level bugfixing beyond Python to multiple programming languages, testing whether models can generalize software-engineering problem solving across ecosystems. Tasks require producing patches that satisfy project tests and conventions in each language setting.","L1: Language Comprehension (minor)
L2: Planning, Logical Reasoning, Working Memory
L3: Cognitive Flexibility (minor)",L2
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, harder, and more contamination-resistant software-engineering benchmark designed to better reflect professional, multi-language development. Models must generate correct patches for realistic issues with stricter evaluation and broader codebase diversity than the Verified variant.","L1: 
L2: Planning, Logical Reasoning, Decision-making, Working Memory
L3: Inhibitory Control (minor)",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic coding and systems tasks performed via a command-line environment, such as debugging, building, testing, and manipulating files and tools within a sandbox. Success depends on choosing effective shell actions, interpreting tool feedback, and iterating toward a working solution under resource constraints.","L1: 
L2: Planning, Decision-making, Working Memory, Attention (minor)
L3: Self-reflection (minor)",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures deep-research style question answering where models must find and synthesize evidence from a controlled web-like document collection (or search index) rather than relying purely on parametric memory. It emphasizes identifying relevant sources, cross-checking, and producing grounded answers with minimal hallucination.","L1: 
L2: Planning, Attention, Working Memory, Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor), Self-reflection (minor)",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-agents-in-collaborative-real-world-scenarios,https://arxiv.org/abs/2506.07982,"τ2-bench evaluates tool-using customer-support agents in multi-turn simulated environments (e.g., retail, airline, telecom) where the model must follow domain policies while interacting with APIs and a user simulator. It rewards reliable tool invocation, policy adherence, and coherent dialogue across long interactions.","L1: Language Production (minor)
L2: Planning, Decision-making, Working Memory
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld is a computer-use benchmark where agents complete tasks in an operating-system-like environment using screenshots and UI interactions (e.g., clicking, typing, navigating apps). It tests grounded perception-to-action loops, step-by-step task execution, and robustness to interface variability.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Planning, Decision-making, Working Memory
L3: Inhibitory Control (minor)",L2
ARC-AGI-2,https://arcprize.org/arc-agi/2,https://arxiv.org/abs/1911.01547,"ARC-AGI-2 is a fluid-reasoning benchmark of abstract grid transformation problems where models infer latent rules from a few input–output examples and apply them to novel inputs. Compared with many knowledge-heavy tests, it emphasizes generalization and systematic pattern induction under severe data scarcity.","L1: 
L2: Logical Reasoning, Working Memory, Attention (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomous-agent performance in a simulated vending-machine business over many decision steps (e.g., sourcing, pricing, inventory management, negotiation). The score is typically based on final business value, requiring sustained coherence, strategy, and adaptation over time.","L1: 
L2: Planning, Decision-making, Working Memory, Reward Mechanisms
L3: Self-reflection (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool-use via the Model Context Protocol, focusing on whether models can discover appropriate tools, call them with correct arguments, handle errors, and compose multi-step workflows across services. It reflects production-like API usage rather than purely textual reasoning.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Working Memory
L3: Inhibitory Control (minor)",L2
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent evaluates agentic performance on tasks representative of an entry-level financial analyst, such as extracting information, building analyses, and producing finance-relevant outputs. Tasks typically require multi-step reasoning over documents/tables and producing structured, decision-relevant deliverables.","L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Planning, Decision-making (minor)
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent capabilities on large-scale, real-world vulnerability tasks, including identifying known vulnerabilities from descriptions and discovering new issues. It emphasizes technical reasoning about code and systems, careful hypothesis testing, and reliable exploitation/verification within constraints.","L1: 
L2: Logical Reasoning, Planning, Decision-making, Working Memory
L3: Inhibitory Control (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench tests the ability to solve realistic spreadsheet tasks such as editing formulas, transforming data, and producing correct outputs in complex workbooks. Many tasks require decomposing goals into precise operations and maintaining correctness across interdependent cells and sheets.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention, Decision-making (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam (HLE) is a difficult, frontier-knowledge benchmark spanning many academic and professional domains, often including multimodal questions and tasks that benefit from tools (search, code) when allowed. It is designed to stress broad general reasoning, synthesis, and reliability near the limits of current models.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Attention (minor), Multisensory Integration (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition mathematics on problems from the American Invitational Mathematics Examination, typically requiring multi-step derivations and careful algebraic reasoning. Scoring is based on exact final answers, penalizing small logical or arithmetic mistakes.","L1: 
L2: Logical Reasoning, Working Memory, Attention (minor)
L3: ",L2
