Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates an LLM’s ability to solve real GitHub issues by producing code patches that make a failing test suite pass, using problems that were human-verified as solvable. It emphasizes end-to-end debugging, codebase navigation, and correct patch synthesis under a single-attempt setting in many reports.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction (minor)
L3: ",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends the SWE-bench task format to multiple programming languages, requiring models to fix real-world issues across diverse language ecosystems and tooling conventions. It stresses transfer of software-engineering competence across languages and repositories with different idioms and build systems.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,SWE-bench Pro is a larger and more difficult software engineering benchmark designed to be more industrially representative and contamination-resistant than SWE-bench Verified. It tests whether a model can reliably generate correct patches under tighter realism constraints and broader task diversity.,"L1: 
L2: Planning, Decision-making, Logical Reasoning, Working Memory
L3: Cognitive Flexibility",L3
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic performance in a command-line environment, where the model must execute multi-step tasks using shell commands, file edits, and program execution. Success depends on correct sequencing of actions, interpreting tool outputs, and recovering from errors in a realistic terminal workflow.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility",L3
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures a model’s ability to answer questions by performing web browsing or web-style retrieval, often requiring multi-hop evidence gathering and synthesis. It targets deep research behavior: choosing search queries, selecting sources, and integrating information into a final grounded response.","L1: 
L2: Planning, Attention, Semantic Understanding & Context Recognition, Working Memory, Decision-making
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-agents-in-collaborative-real-world-scenarios,https://arxiv.org/abs/2506.07982,"τ2-bench evaluates interactive, policy-constrained customer-support style tasks where an agent must converse with a simulated user and call tools/APIs to resolve issues. It emphasizes long multi-turn adherence to domain policies while still completing user goals through correct tool use and dialogue management.","L1: Language Production (minor)
L2: Planning, Decision-making, Working Memory
L3: Social Reasoning & Theory of Mind, Inhibitory Control, Emotional intelligence (minor)",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld benchmarks multimodal computer-use agents on tasks carried out in a real or simulated desktop operating system, requiring interaction with GUIs over multiple steps. Models must perceive screens, decide actions (click/type), and maintain progress toward goals under step limits.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Planning, Decision-making, Working Memory, Sensorimotor Coordination (minor)
L3: ",L2
ARC-AGI-2,https://arcprize.org/arc-agi/2,https://arxiv.org/abs/1911.01547,ARC-AGI-2 is a fluid-reasoning benchmark of novel grid transformation puzzles where models infer hidden rules from a handful of input–output examples. It is designed to stress generalization to unseen concepts and compositional rule induction rather than memorized knowledge.,"L1: 
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping (minor), Scene Understanding & Visual Reasoning (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence and strategy by having a model run a simulated vending-machine business over an extended period. Performance is measured by outcomes like final balance, requiring sustained planning, adaptation to market dynamics, and consistent execution of business operations.","L1: 
L2: Planning, Decision-making, Working Memory, Reward Mechanisms (minor)
L3: Self-reflection (minor), Cognitive Flexibility",L3
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool-use competence via the Model Context Protocol (MCP), requiring models to discover tools, invoke them with correct schemas, and compose multi-step workflows across servers. Tasks emphasize robust API interaction, error handling, and synthesis of tool outputs into correct final results.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility (minor), Inhibitory Control (minor)",L2
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent evaluates agentic performance on tasks typical of an entry-level financial analyst, such as analyzing documents, performing calculations, and producing professional deliverables with citations or structured outputs. It often rewards correct tool use (spreadsheets/code) and careful, domain-appropriate reasoning.","L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Planning, Decision-making, Working Memory
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity capabilities on real-world vulnerability tasks, including identifying known vulnerabilities and discovering new ones in open-source projects. It tests careful reading of code and descriptions, hypothesis-driven investigation, and producing correct exploit/patch reasoning under constrained attempts.","L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Cognitive Flexibility, Inhibitory Control (minor)",L3
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench measures a model’s ability to understand, edit, and compute with complex spreadsheets, often via programmatic tools (e.g., Python + spreadsheet libraries) or spreadsheet UIs. Tasks require maintaining consistency across formulas, tables, and formatting while achieving a precise numerical or structural target.","L1: 
L2: Working Memory, Planning, Logical Reasoning, Attention (minor), Decision-making (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a large, difficult multimodal benchmark intended to probe frontier-level knowledge and reasoning across many domains, often beyond routine textbook questions. It commonly benefits from careful multi-step reasoning and, in some settings, tool use (search/code) with decontamination controls.","L1: Language Comprehension (minor)
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory, Multisensory Integration (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-style mathematics problem solving drawn from the American Invitational Mathematics Examination. Problems typically require multi-step derivations, symbolic manipulation, and careful constraint tracking rather than external factual knowledge.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,GPQA Diamond is a high-quality subset of graduate-level science multiple-choice questions designed to be hard to answer by superficial pattern matching. It targets deep domain understanding and reasoning that resists simple web search or memorized trivia.,"L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Decision-making (minor), Working Memory (minor)
L3: ",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU-style academic multiple-choice evaluation across many subjects and multiple non-English languages. It tests whether knowledge and reasoning transfer across languages, stressing multilingual comprehension and stable conceptual representations.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor)
L3: Cognitive Flexibility (minor)",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU is a broad multimodal understanding benchmark covering many disciplines where answers require combining text with images such as diagrams, charts, and visual scenes. It tests whether models can ground reasoning in visual evidence rather than relying only on language priors.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Logical Reasoning, Attention (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a harder, more contamination-aware variant/extension of MMMU aimed at stronger evaluation of expert-level multimodal reasoning. It typically increases difficulty through more complex visuals, longer contexts, and stricter answer expectations.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Logical Reasoning, Working Memory, Multisensory Integration (minor)
L3: ",L2
