Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software engineering agents on real GitHub issues where the model must produce a code patch that makes a project’s test suite pass. The “Verified” subset consists of tasks that have been human-checked to be solvable and correctly specified, reducing noise from ambiguous or broken tasks.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Semantic Understanding & Context Recognition
L3: Inhibitory Control (minor)",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-bench-style patch generation beyond Python to multiple programming languages and ecosystems, requiring models to diagnose issues, modify code, and satisfy tests in varied toolchains. It stresses generalization across language syntax, libraries, and project conventions rather than reliance on one dominant stack.","L1: Language Comprehension (minor), Language Production (minor)
L2: Logical Reasoning, Planning, Working Memory
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger and more difficult software engineering benchmark designed to be more industrially representative and contamination-resistant, spanning multiple languages and more complex repositories. Models must identify the root cause of failures and implement robust fixes under realistic constraints where naive edits often break other components.","L1: 
L2: Logical Reasoning, Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition
L3: Cognitive Flexibility",L3
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures an agent’s ability to solve real tasks in a command-line environment (e.g., debugging, scripting, file manipulation, package/tool use) by issuing sequences of shell commands. Success depends on iterative diagnosis, interpreting command outputs, and reliably steering toward an end state under resource and tooling constraints.","L1: 
L2: Planning, Decision-making, Working Memory, Logical Reasoning, Attention (minor)
L3: Cognitive Flexibility",L3
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates “deep research” agents that must answer questions by searching and synthesizing information from a controlled web corpus or browsing environment. It emphasizes multi-step retrieval, cross-checking, and integrating evidence from multiple documents into a final grounded response.","L1: Language Comprehension
L2: Planning, Attention, Working Memory, Semantic Understanding & Context Recognition
L3: Self-reflection (minor)",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-agents-in-collaborative-real-world-scenarios,https://arxiv.org/abs/2506.07982,"τ2-bench measures an agent’s ability to conduct multi-turn customer-support style interactions while using tools/APIs and complying with domain policies (e.g., retail, airline, telecom). Agents must maintain dialogue state, select correct tool actions, and produce policy-consistent resolutions over long interaction traces.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Decision-making, Working Memory
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal computer-use agents that operate within desktop-like operating system environments, completing tasks by interacting with GUIs (apps, settings, files) under step limits. It tests whether models can perceive UI state, plan sequences of interactions, and recover from errors while pursuing a concrete goal.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Planning, Decision-making, Working Memory, Sensorimotor Coordination (minor)
L3: ",L2
ARC-AGI-2,https://arcprize.org/arc-agi/2,https://arxiv.org/abs/1911.01547,ARC-AGI-2 is a fluid-reasoning benchmark where models infer hidden transformation rules from a few input-output grid examples and apply them to new inputs. It is designed to minimize reliance on memorized knowledge by emphasizing novel pattern induction and compositional reasoning under sparse supervision.,"L1: Visual Perception (minor)
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping, Attention (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomy by placing an agent in a simulated vending-machine business over an extended period, requiring inventory management, supplier negotiation, pricing, and budgeting. Performance is typically measured by final financial outcomes, rewarding coherent strategy and consistent execution across many decisions.","L1: 
L2: Planning, Decision-making, Working Memory, Episodic Memory (minor), Reward Mechanisms
L3: Self-reflection (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool use through Model Context Protocol (MCP) servers, requiring agents to discover tools, call them correctly, handle errors, and synthesize results across multi-step workflows. Tasks resemble production integrations where correct sequencing and robust argument construction matter as much as raw knowledge.","L1: 
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition
L3: Cognitive Flexibility (minor)",L2
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent assesses whether models can complete tasks expected of an entry-level financial analyst, such as interpreting financial statements, performing valuation/forecasting steps, and producing written or spreadsheet-like deliverables. It emphasizes applied quantitative reasoning, domain knowledge, and reliability under real-work style instructions.","L1: 
L2: Logical Reasoning, Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
