Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software engineering by asking a model to generate patches that fix real issues in open-source Python repositories, validated by running the project’s tests. The “Verified” subset focuses on tasks that have been human-checked as solvable and reliably graded, aiming to reduce noisy or ambiguous instances.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Logical Reasoning, Working Memory, Decision-making
L3: ",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends the SWE-bench patch-generation paradigm beyond Python to multiple programming languages, emphasizing cross-language generalization. Models must read task descriptions and repository context, implement fixes, and pass automated tests across diverse language ecosystems.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Logical Reasoning, Working Memory
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, more difficult software engineering benchmark designed to be more industrially representative and contamination-resistant than earlier SWE-bench variants. It evaluates whether models can produce correct code changes across multiple languages and repository structures under realistic constraints.","L1: 
L2: Planning, Decision-making, Logical Reasoning, Working Memory
L3: Cognitive Flexibility (minor)",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic ability to solve real tasks in command-line environments, where the model must choose and execute shell commands and edit files to reach a goal. Success typically depends on multi-step tool use, state tracking, and correct interpretation of command outputs under resource and time constraints.","L1: 
L2: Planning, Decision-making, Working Memory, Attention (minor)
L3: Cognitive Flexibility",L3
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates deep-research agents on information-seeking questions that require browsing and synthesizing evidence from documents, often with long contexts and retrieval. It targets the ability to decompose research tasks, search effectively, verify claims against sources, and produce grounded answers.","L1: Language Production (minor)
L2: Planning, Attention, Working Memory, Semantic Understanding & Context Recognition, Decision-making (minor)
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-agents-in-collaborative-real-world-scenarios,https://arxiv.org/abs/2506.07982,"τ2-bench measures tool-using agents in multi-turn, policy-constrained customer-support simulations (e.g., retail, airline, telecom) with a simulated user and APIs. It stresses consistent policy adherence, correct API use, and robust dialogue management across long interactions.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Social Reasoning & Theory of Mind, Inhibitory Control, Emotional intelligence (minor)",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal computer-use agents that must operate desktop-like environments (apps, files, settings) via screenshots and action primitives over many steps. It emphasizes robust GUI perception, long-horizon task completion, and recovering from intermediate errors or unexpected states.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Planning, Working Memory, Decision-making (minor)
L3: ",L2
ARC-AGI-2,https://arcprize.org/arc-agi/2,https://arxiv.org/abs/1911.01547,"ARC-AGI-2 is a “fluid reasoning” benchmark where models infer transformation rules from a few input–output grid examples and apply them to a new grid. It is designed to emphasize novel pattern induction with minimal data, rather than relying on memorized domain knowledge.","L1: 
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping, Scene Understanding & Visual Reasoning
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomous agent performance in a year-long simulated vending-machine business, scoring by final profit/balance. The agent must manage inventory, pricing, supplier interactions, and changing conditions over many sequential decisions.","L1: 
L2: Planning, Decision-making, Working Memory, Reward Mechanisms (minor)
L3: Social Reasoning & Theory of Mind (minor), Self-reflection (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol, requiring models to discover tools, call them correctly, handle errors, and synthesize results across multi-step workflows. Tasks resemble production integration work with authentic APIs and multi-tool coordination.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility",L3
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent targets tasks typical of an entry-level financial analyst, such as interpreting documents, performing calculations, and producing finance-relevant written outputs. It evaluates structured reasoning, numerical accuracy, and the ability to follow professional task specifications end-to-end.","L1: Language Production (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Planning, Decision-making, Working Memory
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agents on finding known vulnerabilities from high-level descriptions and discovering new vulnerabilities in real open-source projects. It emphasizes code understanding, hypothesis-driven investigation, and producing correct vulnerability reports or exploit-relevant artifacts under realistic constraints.","L1: 
L2: Logical Reasoning, Planning, Decision-making, Working Memory, Attention (minor)
L3: Cognitive Flexibility (minor)",L2
