Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software engineering by asking a model to produce patches that fix real issues in Python repositories, with tasks curated and human-verified to be solvable. Solutions are judged by running project tests, emphasizing end-to-end repo understanding rather than isolated coding questions.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition (minor), Adaptive Error Correction (minor)
L3: ",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends the SWE-bench paradigm to multiple programming languages, testing whether models can localize bugs and implement fixes across diverse language ecosystems and tooling. It stresses cross-language transfer and the ability to adapt debugging strategies to different syntax, libraries, and build/test conventions.","L1: Language Comprehension (minor)
L2: Planning, Logical Reasoning, Working Memory
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, more difficult software engineering benchmark designed to be more industrially relevant and contamination-resistant, spanning multiple languages and more complex tasks. It evaluates whether models can reliably ship correct patches under stricter and more varied real-world constraints.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Adaptive Error Correction (minor)
L3: Cognitive Flexibility (minor)",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic problem solving in real command-line environments, where models must execute shell commands, inspect files, install/use tools, and iterate toward a correct solution. It emphasizes operational competence under environment constraints, including debugging and recovery from errors.","L1: 
L2: Planning, Decision-making, Working Memory, Logical Reasoning
L3: Inhibitory Control (minor)",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures deep-research style question answering using browsing/search behaviors, often requiring multi-step evidence gathering and synthesis across documents. It stresses maintaining a coherent research plan and integrating retrieved information into a grounded final answer.","L1: 
L2: Planning, Attention, Working Memory, Semantic Understanding & Context Recognition
L3: Self-reflection (minor)",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-agents-in-collaborative-real-world-scenarios,https://arxiv.org/abs/2506.07982,"τ2-bench evaluates interactive, tool-using customer support agents in simulated domains (e.g., retail, airline, telecom) with policy constraints and multi-turn dialogue. Agents must coordinate natural-language interaction with API calls, maintain state across turns, and respect domain policies while resolving user goals.","L1: 
L2: Planning, Decision-making, Working Memory (minor)
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld is a multimodal computer-use benchmark where agents must complete tasks by operating within desktop-like environments (apps, web, files) using visual observations and actions. Success requires robust GUI understanding, step-by-step execution, and error handling over long action sequences.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Planning, Decision-making, Visual Attention & Eye Movements (minor)
L3: ",L2
ARC-AGI-2,https://arcprize.org/arc-agi/2,https://arxiv.org/abs/1911.01547,"ARC-AGI-2 evaluates fluid pattern-discovery: given a few input-output grid examples governed by hidden rules, models must infer the rule and produce the correct output for a new input. It is designed to reward abstraction, rule induction, and rapid generalization rather than memorized knowledge.","L1: Visual Perception (minor)
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 measures long-horizon agent coherence and business decision making in a simulated vending-machine company over many time steps. Agents must manage inventory, pricing, supplier negotiation, and budgeting while adapting to changing conditions and compounding consequences.","L1: 
L2: Planning, Decision-making, Working Memory, Reward Mechanisms (minor)
L3: Self-reflection (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol, emphasizing discovering appropriate tools, correctly invoking APIs, handling failures, and composing multi-step workflows. It targets practical agent reliability in production-like integrations rather than single-call tool demos.","L1: 
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction (minor)
L3: Inhibitory Control (minor)",L2
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent tests agent performance on tasks typical of an entry-level financial analyst, such as analyzing documents, calculating metrics, building justifications, and producing structured outputs. It stresses correctness, quantitative reasoning, and the ability to follow finance-specific constraints and conventions.","L1: 
L2: Logical Reasoning, Planning, Semantic Understanding & Context Recognition, Working Memory (minor), Decision-making (minor)
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agent capabilities on real software vulnerability tasks, including identifying known vulnerabilities and discovering new ones from codebases and descriptions. It measures systematic debugging/search behavior, correct exploitation reasoning, and secure coding judgment under realistic constraints.","L1: 
L2: Logical Reasoning, Planning, Decision-making, Working Memory
L3: Inhibitory Control (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench evaluates the ability to understand, edit, and compute with complex spreadsheets using realistic tasks (e.g., formulas, formatting, data manipulation) often executed through tool-assisted environments. It targets structured reasoning with tabular artifacts and multi-step transformations to reach correct outputs.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Semantic Understanding & Context Recognition (minor), Attention (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a difficult, broad benchmark at the frontier of academic and professional knowledge, including multimodal questions and tasks that may benefit from tools (search/code) depending on the evaluation setup. It emphasizes deep reasoning, cross-domain synthesis, and careful grounding when external resources are used.","L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Planning (minor), Working Memory (minor), Scene Understanding & Visual Reasoning (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-level high school mathematics problems requiring multi-step derivations, algebraic manipulation, and careful case analysis. Scores reflect reliability on structured mathematical reasoning rather than broad factual knowledge.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,GPQA Diamond is a hard subset of GPQA consisting of high-quality graduate-level science multiple-choice questions designed to be resistant to simple web search. It stresses deep conceptual understanding and multi-step scientific reasoning under time/format constraints.,"L1: 
L2: Logical Reasoning, Semantic Understanding & Context Recognition, Working Memory (minor)
L3: Inhibitory Control (minor)",L2
MMMLU,https://huggingface.co/datasets/openai/MMMLU,https://arxiv.org/abs/2009.03300,"MMMLU extends MMLU to multiple languages, testing academic knowledge and reasoning across many subjects and languages with standardized multiple-choice questions. It measures multilingual generalization and robustness of knowledge access under varied linguistic surface forms.","L1: Language Comprehension
L2: Semantic Understanding & Context Recognition, Logical Reasoning (minor), Working Memory (minor)
L3: ",L2
MMMU,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2311.16502,"MMMU evaluates multidisciplinary multimodal understanding: models must answer questions that require interpreting images (charts, diagrams, figures) together with text across many domains. It targets visual grounding, cross-modal reasoning, and knowledge application.","L1: Visual Perception
L2: Multisensory Integration, Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition (minor), Attention (minor)
L3: ",L2
MMMU-Pro,https://mmmu-benchmark.github.io/,https://arxiv.org/abs/2409.02813,"MMMU-Pro is a more challenging variant of MMMU with harder items and/or more demanding evaluation settings, intended to better separate top-tier multimodal models. It focuses on precise interpretation of complex visuals and stronger reasoning over multimodal evidence.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Multisensory Integration, Working Memory (minor), Attention (minor)
L3: ",L2
LAB-Bench FigQA,https://huggingface.co/datasets/futurehouse/lab-bench,https://arxiv.org/abs/2407.10362,"LAB-Bench FigQA tests scientific figure question answering in biology papers, requiring correct extraction and interpretation of information from complex research figures. It measures careful visual analysis, domain understanding, and reasoning from noisy or dense visual evidence.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Semantic Understanding & Context Recognition, Attention (minor), Working Memory (minor)
L3: ",L2
WebArena,https://webarena.dev/,https://arxiv.org/abs/2307.13854,"WebArena evaluates autonomous web agents on realistic tasks across multiple web apps (e-commerce, forums, code hosting, maps), requiring navigation, form filling, and multi-step workflows. It emphasizes long-horizon planning, robust UI interaction, and recovery from mistakes in dynamic interfaces.","L1: Visual Perception (minor)
L2: Planning, Decision-making, Scene Understanding & Visual Reasoning (minor)
L3: Inhibitory Control (minor)",L2
MathArena Apex,https://matharena.ai/?view=problem&comp=apex--apex_2025,https://arxiv.org/abs/2505.23281,"MathArena Apex is a competition-style math evaluation that targets difficult, multi-step problem solving and solution reliability under time/attempt constraints. It is designed to discriminate among frontier models on advanced mathematical reasoning beyond routine exam questions.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
