Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates LLM-based software engineering agents on real GitHub issues by asking the model to generate a patch that makes a test suite pass. The “Verified” split uses human-validated tasks and standardized evaluation to reduce ambiguous or unsolvable instances, emphasizing end-to-end repo understanding and correct code edits.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Semantic Understanding & Context Recognition, Adaptive Error Correction (minor)
L3: ",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-bench-style issue resolution beyond Python, covering multiple programming languages and ecosystems. It stresses whether an agent can transfer debugging and patching skills across different toolchains, libraries, and idioms while still producing test-passing commits.","L1: Language Comprehension (minor)
L2: Logical Reasoning, Planning, Working Memory, Semantic Understanding & Context Recognition
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger and more difficult software engineering benchmark designed to be more challenging and contamination-resistant, with tasks spanning multiple languages and more complex real-world repos. It measures sustained agent performance on realistic engineering workflows: understanding a repo, locating the bug/feature, implementing changes, and validating via tests.","L1: 
L2: Planning, Decision-making, Logical Reasoning, Working Memory
L3: Cognitive Flexibility (minor)",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agents operating in a command-line environment to complete real tasks using shell tools, files, and programming utilities. Success depends on choosing effective command sequences, interpreting tool outputs, and iteratively correcting mistakes under resource and time constraints.","L1: 
L2: Planning, Decision-making, Working Memory, Adaptive Error Correction
L3: Inhibitory Control (minor)",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures a model’s ability to perform deep, tool-assisted web research to answer questions that require locating and synthesizing information from multiple sources. It emphasizes search strategy, evidence selection, and robust synthesis rather than purely parametric recall.","L1: 
L2: Planning, Attention, Semantic Understanding & Context Recognition, Working Memory, Decision-making (minor)
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-agents-in-collaborative-real-world-scenarios,https://arxiv.org/abs/2506.07982,"τ2-bench evaluates interactive, multi-turn agent behavior in simulated customer-support domains (e.g., retail, airline, telecom) where the agent must use tools/APIs and follow domain policies. It tests whether an agent can maintain task state over dialogue, comply with constraints, and execute correct tool-driven resolutions.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal “computer use” agents on tasks performed within an operating system-like environment, requiring navigation of GUIs, applications, and files. It stresses perception-to-action grounding: recognizing interface elements, planning multi-step workflows, and executing actions reliably across many steps.","L1: Visual Perception
L2: Planning, Decision-making, Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Working Memory (minor)
L3: ",L2
ARC-AGI-2,https://arcprize.org/arc-agi/2,https://arxiv.org/abs/1911.01547,"ARC-AGI-2 measures fluid, example-based reasoning on novel grid transformation puzzles where rules must be inferred from a few demonstrations. It is designed to reward abstraction, compositional generalization, and rapid strategy switching on tasks unlike typical training distributions.","L1: Visual Perception
L2: Logical Reasoning, Working Memory, Scene Understanding & Visual Reasoning
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence and business decision-making in a simulated vending-machine enterprise over an extended time period. Models must plan inventory, pricing, supplier negotiation, and adaptation to market dynamics while maintaining consistent state across many decisions.","L1: 
L2: Planning, Decision-making, Working Memory, Reward Mechanisms (minor)
L3: Self-reflection (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool-use competence via the Model Context Protocol by requiring agents to discover, call, and compose tools across multi-step workflows. It emphasizes correct API selection and parameterization, robust error handling, and faithful synthesis of tool outputs into final answers.","L1: 
L2: Planning, Decision-making, Working Memory, Semantic Understanding & Context Recognition (minor)
L3: Inhibitory Control (minor)",L2
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent assesses performance on tasks typical of an entry-level financial analyst, such as interpreting financial documents, performing calculations, and producing structured outputs (e.g., summaries or models). It emphasizes accurate quantitative reasoning and disciplined use of evidence and constraints in financial workflows.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Decision-making (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity agents on identifying known vulnerabilities from descriptions and discovering new weaknesses in real open-source codebases. It rewards systematic vulnerability reasoning, hypothesis testing via tools, and careful interpretation of code and program behavior.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Adaptive Error Correction (minor)
L3: Inhibitory Control (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench tests an agent’s ability to understand, manipulate, and produce correct results in complex spreadsheets, often requiring multi-step transformations and formula logic. It measures structured problem solving with tabular data, including careful bookkeeping and consistency across linked cells and sheets.","L1: 
L2: Logical Reasoning, Working Memory, Planning, Attention (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
