Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates software engineering agents by asking them to fix real issues in open-source Python repositories and submit a patch that passes the project’s tests. The “Verified” subset contains tasks that have been human-validated as solvable and unambiguous, emphasizing end-to-end debugging and code changes rather than standalone algorithmic coding.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition, Decision-making (minor), Attention (minor)
L3: ",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends SWE-bench-style patch generation to multiple programming languages, requiring models to understand diverse ecosystems, tooling, and language-specific idioms. It measures whether an agent can localize a bug, modify the right files, and produce a correct patch across languages beyond Python.","L1: Language Comprehension, Language Production (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Planning, Working Memory, Decision-making (minor)
L3: Cognitive Flexibility (minor)",L2
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, more challenging software engineering benchmark emphasizing realism, diversity, and contamination resistance, with tasks spanning multiple languages and more complex repos. It tests whether agents can reliably execute multi-step debugging, implement fixes, and satisfy project tests under more industrially representative conditions.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Logical Reasoning, Working Memory, Semantic Understanding & Context Recognition, Decision-making (minor), Attention (minor)
L3: Cognitive Flexibility (minor)",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agents performing real command-line tasks (e.g., repo manipulation, debugging, system operations) using a terminal toolchain and an agent harness. Success requires selecting appropriate commands, interpreting outputs, iterating safely, and completing tasks under practical environment constraints.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Working Memory, Logical Reasoning, Attention (minor)
L3: Inhibitory Control (minor)",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures deep information-seeking and browsing competence: models must use search/browsing to answer difficult questions whose answers are not directly in the prompt. It emphasizes long-horizon research behavior such as query refinement, evidence gathering, cross-checking, and synthesis into a final answer.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Attention, Working Memory, Semantic Understanding & Context Recognition, Logical Reasoning (minor), Decision-making (minor), Episodic Memory (minor)
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-agents-in-collaborative-real-world-scenarios,https://arxiv.org/abs/2506.07982,"τ2-bench evaluates interactive, policy-constrained agent behavior in realistic multi-turn customer-support scenarios with simulated users and APIs (e.g., retail, airline, telecom). It tests whether an agent can follow domain policies, manage dialogue state, use tools correctly, and resolve cases end-to-end without breaking constraints.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Decision-making, Working Memory, Attention (minor)
L3: Social Reasoning & Theory of Mind, Inhibitory Control, Emotional intelligence (minor)",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld is a multimodal “computer use” benchmark where agents operate within operating-system environments to complete tasks via GUI interactions and tool actions. It measures whether models can perceive screen state, plan multi-step workflows, and execute correct sequences of UI operations under step limits.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements, Planning, Decision-making, Working Memory, Sensorimotor Coordination (minor), Spatial Representation & Mapping (minor)
L3: ",L2
ARC-AGI-2,https://arcprize.org/arc-agi/2,https://arxiv.org/abs/1911.01547,"ARC-AGI-2 is a fluid-reasoning benchmark where models infer latent rules from a small number of example grid transformations and apply them to new inputs. It targets generalization to novel patterns with minimal examples, rewarding abstract reasoning over memorized knowledge.","L1: Visual Perception (minor)
L2: Logical Reasoning, Working Memory, Scene Understanding & Visual Reasoning (minor), Attention (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence and business decision-making in a simulated year-long vending-machine management setting. Models must manage inventory, suppliers, pricing, and communications across many steps, optimizing final profit under evolving conditions.","L1: Language Comprehension (minor), Language Production (minor)
L2: Planning, Decision-making, Working Memory, Reward Mechanisms (minor), Episodic Memory (minor)
L3: Social Reasoning & Theory of Mind (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool-use performance via the Model Context Protocol (MCP), requiring models to discover tools, call them with correct schemas, handle errors, and compose multi-step workflows. It emphasizes robust orchestration across multiple services and realistic API interactions rather than single-call tool use.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Working Memory, Attention (minor)
L3: Cognitive Flexibility (minor), Inhibitory Control (minor)",L2
