Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates an agent’s ability to solve real GitHub issues by generating patches that make repository tests pass, with each task human-verified to be solvable. It emphasizes reliable end-to-end software debugging and implementation under a constrained, single-problem setting.","L1: 
L2: Planning, Logical Reasoning, Working Memory
L3: Cognitive Flexibility (minor), Self-reflection (minor)",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends the SWE-bench paradigm beyond Python to multiple programming languages, testing whether models can adapt debugging and patching skills across different ecosystems. It stresses cross-language transfer in code understanding, change synthesis, and validation against tests.","L1: Language Comprehension (minor)
L2: Planning, Logical Reasoning, Working Memory
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, harder software engineering benchmark designed to be more contamination-resistant and more representative of professional development across multiple languages. Tasks typically demand deeper repo understanding, more robust patch construction, and stronger generalization to unseen codebases.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Decision-making (minor)
L3: Cognitive Flexibility",L3
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 measures agent performance on real command-line tasks (e.g., debugging, scripting, environment setup) using a terminal tool interface. It emphasizes iterative tool use, interpreting outputs/errors, and executing multi-step procedures under time/step constraints.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility (minor), Self-reflection (minor)",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates “deep research” style question answering where the model must search, read, and synthesize information from a controlled web or document index. Success depends on decomposing queries, selecting relevant sources, and integrating evidence into a final response.","L1: Language Comprehension (minor)
L2: Planning, Attention, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-agents-in-collaborative-real-world-scenarios,https://arxiv.org/abs/2506.07982,"τ2-bench evaluates interactive customer-support agents that must coordinate multi-turn dialogue with a simulated user while calling APIs and following domain policies. It tests consistency over turns, policy adherence under pressure, and correct procedural execution via tools.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld measures computer-use ability in a desktop-like operating system environment, requiring models to perceive UI states and perform sequences of actions to complete tasks. It probes robustness to multi-step workflows, visual grounding, and recovery from mistakes or unexpected UI states.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Visual Attention & Eye Movements (minor), Planning, Working Memory, Decision-making
L3: ",L2
ARC-AGI-2,https://arcprize.org/arc-agi/2,https://arxiv.org/abs/1911.01547,ARC-AGI-2 is a fluid intelligence benchmark where models infer latent transformation rules from a few input-output grid examples and apply them to new grids. It emphasizes novel pattern induction and systematic generalization rather than domain memorization.,"L1: Visual Perception (minor)
L2: Logical Reasoning, Working Memory, Spatial Representation & Mapping (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 simulates running a vending machine business over long horizons, scoring models by final financial outcomes after thousands of decisions. It stresses sustained coherence, strategic planning, and adapting purchasing/pricing decisions to changing market conditions.","L1: 
L2: Planning, Decision-making, Working Memory, Reward Mechanisms
L3: Cognitive Flexibility (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use through the Model Context Protocol, where agents must discover tools, call them correctly, and compose multi-step workflows across servers. It emphasizes correct API usage, error handling, and synthesis of tool outputs into accurate end results.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility (minor), Self-reflection (minor)",L2
FinanceAgent,https://www.vals.ai/benchmarks/finance_agent,,"FinanceAgent assesses whether a model can perform tasks typical of an entry-level financial analyst, such as document-driven analysis, spreadsheet-style reasoning, and producing structured outputs with defensible assumptions. It emphasizes quantitative reasoning, professional communication, and multi-step task execution.","L1: Language Production (minor)
L2: Logical Reasoning, Planning, Decision-making, Working Memory
L3: ",L2
CyberGym,https://www.cybergym.io/,https://arxiv.org/abs/2506.02548,"CyberGym evaluates cybersecurity capabilities, including finding known vulnerabilities from descriptions and discovering new issues in real open-source projects. It emphasizes reading codebases, reasoning about exploit conditions, and producing correct vulnerability reports or fixes.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Attention (minor)
L3: Cognitive Flexibility (minor)",L2
SpreadsheetBench,https://spreadsheetbench.github.io/,https://arxiv.org/abs/2406.14991,"SpreadsheetBench measures an agent’s ability to manipulate and reason over complex spreadsheets derived from real-world scenarios, often requiring programmatic editing or formula reasoning. It emphasizes structured data understanding, multi-step transformations, and verifying outputs against task requirements.","L1: 
L2: Planning, Working Memory, Logical Reasoning, Decision-making (minor), Semantic Understanding & Context Recognition (minor)
L3: ",L2
Humanity’s Last Exam,https://agi.safe.ai/,https://arxiv.org/abs/2501.14249,"Humanity’s Last Exam is a large, frontier-level benchmark spanning advanced knowledge and reasoning, with many questions requiring careful multi-step inference and sometimes multimodal understanding. It is designed to probe broad general intelligence under challenging, expert-grade prompts.","L1: Language Comprehension (minor)
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory, Scene Understanding & Visual Reasoning (minor)
L3: ",L2
AIME 2025,https://matharena.ai/?view=problem&comp=aime--aime_2025,https://arxiv.org/abs/2505.23281,"AIME 2025 evaluates competition-style mathematics problem solving, typically requiring multi-step derivations and careful symbolic manipulation. It emphasizes correctness under limited context and the ability to avoid subtle algebraic or combinatorial errors.","L1: 
L2: Logical Reasoning, Working Memory, Planning (minor)
L3: ",L2
GPQA Diamond,https://artificialanalysis.ai/evaluations/gpqa-diamond,https://arxiv.org/abs/2311.12022,GPQA Diamond is a high-quality subset of graduate-level science multiple-choice questions designed to be “Google-proof” and difficult for non-experts. It emphasizes precise scientific reasoning and discrimination among closely related answer options.,"L1: 
L2: Semantic Understanding & Context Recognition, Logical Reasoning, Working Memory (minor)
L3: ",L2
