Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,SWE-bench Verified evaluates autonomous software engineering by giving a model a real GitHub repository issue and requiring it to produce a patch that passes the project’s tests. The “Verified” subset contains tasks that were human-validated as solvable and aims to reduce noise from ambiguous or broken tasks.,"L1: 
L2: Planning, Logical Reasoning, Working Memory, Decision-making (minor), Adaptive Error Correction (minor)
L3: ",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends the SWE-bench setup beyond Python, testing whether models can solve realistic repository issues across multiple programming languages. It emphasizes cross-language generalization of debugging, patch generation, and adherence to project-specific conventions and tooling.","L1: Language Comprehension (minor)
L2: Planning, Logical Reasoning, Working Memory
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a harder, larger software engineering benchmark designed to be more industrially representative and contamination-resistant than earlier SWE-bench variants. It requires implementing correct code changes in real repositories under stricter evaluation and broader task diversity.","L1: 
L2: Planning, Logical Reasoning, Working Memory, Decision-making (minor)
L3: Cognitive Flexibility",L3
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic competence in command-line environments, where models must execute multi-step workflows (e.g., debugging, building, data wrangling) under tool and resource constraints. Success depends on correctly sequencing shell commands, interpreting outputs, and recovering from errors.","L1: 
L2: Planning, Decision-making, Working Memory
L3: Cognitive Flexibility, Inhibitory Control (minor)",L3
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp evaluates “deep research” agents by requiring them to answer questions that need multi-step web browsing and evidence synthesis rather than single-hop retrieval. It stresses search strategy, source triangulation, and maintaining coherence across long browsing sessions.","L1: Language Comprehension (minor)
L2: Planning, Attention, Semantic Understanding & Context Recognition, Working Memory
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-agents-in-collaborative-real-world-scenarios,https://arxiv.org/abs/2506.07982,"τ2-bench measures how well an agent handles realistic multi-turn customer-support style tasks that mix natural language interaction with programmatic API/tool usage, while following domain policies. Performance depends on consistent policy adherence, correct tool invocation, and robust dialogue management over long trajectories.","L1: 
L2: Planning, Decision-making, Working Memory (minor)
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld evaluates multimodal “computer use” agents that must operate a graphical desktop environment to complete tasks (e.g., navigating apps, configuring settings, handling files). It requires grounded perception of UI state, selecting actions, and robust multi-step execution under partial observability.","L1: Visual Perception
L2: Scene Understanding & Visual Reasoning, Planning, Decision-making, Visual Attention & Eye Movements (minor)
L3: ",L2
ARC-AGI-2,https://arcprize.org/arc-agi/2,https://arxiv.org/abs/1911.01547,ARC-AGI-2 is a fluid-reasoning benchmark where a model must infer abstract rules from a small set of input–output grid examples and generalize to a new input. It is designed to test novel pattern discovery and robust generalization rather than memorized knowledge.,"L1: Visual Perception (minor)
L2: Logical Reasoning, Working Memory, Scene Understanding & Visual Reasoning (minor)
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon agent coherence and business decision-making in a simulated vending machine company over extended time (e.g., a year of operations). Models must manage inventory, pricing, supplier negotiations, and budgeting across thousands of sequential decisions.","L1: 
L2: Planning, Decision-making, Working Memory, Reward Mechanisms (minor)
L3: Self-reflection (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas evaluates real-world tool use via the Model Context Protocol (MCP), testing whether models can discover tools, call them correctly, handle errors, and integrate results across multi-step workflows. Tasks resemble production API usage and emphasize reliability under realistic tool interfaces.","L1: 
L2: Planning, Decision-making, Working Memory, Logical Reasoning (minor)
L3: Cognitive Flexibility (minor)",L2
