Benchmark,Website,Paper,Description,Cognitive Functions,Max AI Tier
SWE-bench Verified,https://openai.com/index/introducing-swe-bench-verified/,https://arxiv.org/abs/2310.06770,"SWE-bench Verified evaluates an agent’s ability to fix real bugs in open-source Python repositories by producing patches that satisfy unit tests and task-specific requirements. The “Verified” subset contains tasks that have been human-validated as solvable and properly test-scored, making results more reliable than the original SWE-bench.","L1: 
L2: Logical Reasoning, Planning, Working Memory, Attention (minor)
L3: Self-reflection (minor)",L2
SWE-bench Multilingual,https://www.swebench.com/multilingual.html,https://arxiv.org/abs/2504.21798,"SWE-bench Multilingual extends the SWE-bench paradigm to multiple programming languages, testing whether agents can diagnose and patch bugs beyond Python. It emphasizes cross-language code understanding and the ability to adapt debugging strategies to different ecosystems, tooling, and idioms.","L1: Language Comprehension (minor)
L2: Logical Reasoning, Planning, Working Memory
L3: Cognitive Flexibility",L3
SWE-bench Pro,https://scale.com/research/swe_bench_pro,https://arxiv.org/abs/2509.16941,"SWE-bench Pro is a larger, more challenging software-engineering benchmark designed to be more contamination-resistant and closer to professional development work across multiple languages. Tasks typically require deeper repository understanding, multi-file changes, and robust patch correctness under tests.","L1: 
L2: Logical Reasoning, Planning, Working Memory
L3: Cognitive Flexibility (minor), Inhibitory Control (minor)",L2
Terminal-Bench 2.0,https://www.tbench.ai/,,"Terminal-Bench 2.0 evaluates agentic performance on realistic tasks in a command-line environment, requiring tool use (shell commands), file operations, and iterative debugging. Success depends on executing correct sequences of actions under limited feedback, similar to real developer/ops workflows.","L1: 
L2: Planning, Decision-making, Working Memory, Logical Reasoning
L3: Inhibitory Control (minor)",L2
BrowseComp,https://openai.com/index/browsecomp/,https://arxiv.org/abs/2504.12516,"BrowseComp measures how well models can answer hard information-seeking questions by searching a document collection and synthesizing evidence into a final answer. It targets research-agent behavior such as query formulation, evidence tracking, and citation-like grounding over multi-step retrieval.","L1: Language Comprehension
L2: Planning, Attention, Working Memory, Semantic Understanding & Context Recognition
L3: ",L2
τ2-bench,https://sierra.ai/uk/blog/benchmarking-agents-in-collaborative-real-world-scenarios,https://arxiv.org/abs/2506.07982,"τ2-bench evaluates interactive agent performance in customer-support-like scenarios (e.g., retail, airline, telecom) with tool/API use and policy constraints. The agent must conduct multi-turn dialogue, choose appropriate actions, and adhere to rules while resolving the user’s issue end-to-end.","L1: Language Comprehension, Language Production
L2: Decision-making, Planning, Working Memory (minor)
L3: Social Reasoning & Theory of Mind, Inhibitory Control",L3
OSWorld,https://os-world.github.io/,https://arxiv.org/abs/2404.07972,"OSWorld is a multimodal computer-use benchmark where agents operate within a desktop-like operating system to complete tasks across applications. It stresses reliable GUI interaction, long-horizon execution, and interpreting visual state (windows, menus, forms) to drive tool actions.","L1: Visual Perception
L2: Visual Attention & Eye Movements, Scene Understanding & Visual Reasoning, Planning, Decision-making, Working Memory (minor)
L3: ",L2
ARC-AGI-2,https://arcprize.org/arc-agi/2,https://arxiv.org/abs/1911.01547,"ARC-AGI-2 is an abstract reasoning benchmark based on few-shot induction over grid transformation puzzles, designed to probe fluid intelligence rather than memorized knowledge. Models must infer hidden rules from a handful of input–output examples and generalize to novel test grids.","L1: Visual Perception (minor)
L2: Logical Reasoning, Working Memory, Scene Understanding & Visual Reasoning
L3: Cognitive Flexibility",L3
Vending-Bench 2,https://andonlabs.com/evals/vending-bench-2,https://arxiv.org/abs/2502.15840,"Vending-Bench 2 evaluates long-horizon autonomous agent coherence and strategy in a simulated vending-machine business over extended time, measuring final balance/profit. It requires sustained planning, adapting to market dynamics, and consistent execution across many sequential decisions.","L1: 
L2: Planning, Decision-making, Working Memory, Reward Mechanisms (minor)
L3: Self-reflection (minor)",L2
MCP-Atlas,https://scale.com/leaderboard/mcp_atlas,,"MCP-Atlas measures real-world tool-use ability via the Model Context Protocol, emphasizing discovery and correct invocation of tools across multi-step workflows. Tasks resemble production integrations: selecting tools, passing parameters, handling failures, and synthesizing outputs into correct responses.","L1: Language Comprehension (minor)
L2: Planning, Decision-making, Working Memory
L3: Inhibitory Control (minor)",L2
